match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_outfielderBlock,player_firstName,player_lastName,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_penaltyFaced,stat_goalAssist,stat_penaltyConceded
10835916,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,48.0,25.0,39.0,17.0,14.0,17.0,11.0,32.0,1.0,14.0,4.0,6.0,3.0,3.0,90.0,63.0,7.4,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Saidy Janko,saidy-janko,S. Janko,D,17,178,272,M,348362,EUR,814320000,D,23,23,False,28.0,20.0,1.0,,5.0,8.0,16.0,23.0,3.0,6.0,,,,,90.0,65.0,7.0,18.0,0,1.0,2.0,2.0,4.0,9.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,124,M,137673,EUR,710553600,D,20,20,False,37.0,27.0,6.0,2.0,14.0,17.0,13.0,20.0,,12.0,,,,,90.0,58.0,6.5,12.0,0,,5.0,5.0,9.0,8.0,2.0,,,5.0,2.0,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,233,M,833213,EUR,911692800,D,4,4,False,19.0,13.0,4.0,1.0,7.0,10.0,6.0,9.0,,4.0,,,,,90.0,30.0,6.5,6.0,0,,4.0,,6.0,2.0,,,,2.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Danilo Soares,danilo-soares,Danilo Soares,M,3,170,111,M,121551,EUR,688694400,D,3,3,False,42.0,31.0,6.0,1.0,18.0,23.0,13.0,19.0,,11.0,,,,,90.0,75.0,6.8,14.0,1,,2.0,1.0,6.0,8.0,,4.0,1.0,2.0,1.0,6.0,3.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,23.0,17.0,2.0,,6.0,9.0,11.0,14.0,,6.0,,,,,86.0,39.0,6.5,10.0,2,,2.0,2.0,6.0,7.0,3.0,,,,,4.0,3.0,,,1.0,,1.0,,,,1.0,True,1.0,,,,,,,,,
10835916,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,50.0,35.0,9.0,4.0,14.0,15.0,22.0,41.0,6.0,8.0,,,,,90.0,77.0,8.0,23.0,3,1.0,,1.0,4.0,10.0,,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,
10835916,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2032,M,309546,EUR,784425600,M,11,11,False,22.0,13.0,1.0,1.0,3.0,5.0,10.0,17.0,,5.0,,,,,90.0,44.0,7.2,15.0,3,,5.0,2.0,10.0,8.0,2.0,5.0,2.0,,1.0,3.0,3.0,1.0,,1.0,2.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,
10835916,home,VfL Bochum 1848,Philipp Förster,philipp-forster,P. Förster,M,11,189,107,M,268791,EUR,791856000,M,10,10,False,20.0,13.0,,,5.0,8.0,9.0,14.0,2.0,3.0,,,,,76.0,39.0,7.1,11.0,2,1.0,,,2.0,4.0,,2.0,2.0,,2.0,1.0,,3.0,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,
10835916,home,VfL Bochum 1848,Christopher Antwi-Adjei,christopher-antwi-adjei,C. Antwi-Adjei,M,18,171,470,M,844203,EUR,760579200,M,22,22,False,9.0,4.0,,,2.0,3.0,3.0,10.0,4.0,4.0,,,,,76.0,32.0,6.1,19.0,1,1.0,1.0,,7.0,1.0,3.0,1.0,,,,,,2.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,1.0,3.0,,,,
10835916,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,427,M,340719,EUR,733449600,F,33,33,False,29.0,17.0,2.0,,3.0,4.0,14.0,25.0,,2.0,,,,,90.0,37.0,7.1,12.0,2,,5.0,7.0,6.0,9.0,,,,2.0,1.0,2.0,2.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,
10835916,home,VfL Bochum 1848,Pierre Kunde,pierre-kunde,P. Kunde,M,8,180,572,M,788352,EUR,806716800,M,28,28,True,15.0,10.0,4.0,1.0,3.0,4.0,7.0,13.0,2.0,4.0,,,,,14.0,26.0,6.6,10.0,0,,1.0,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Gerrit Holtmann,gerrit-holtmann,G. Holtmann,F,17,183,242,M,253517,EUR,796089600,F,17,17,True,5.0,4.0,,,1.0,2.0,4.0,7.0,4.0,2.0,,,,,14.0,14.0,6.5,5.0,1,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
10835916,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,262,M,924205,EUR,969667200,F,29,29,True,4.0,2.0,,,,,2.0,4.0,,,,,,,11.0,4.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
