match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_totalContest,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_wonContest,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed
12624856,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,28,28,False,34.0,14.0,26.0,6.0,0.0,9.0,13.0,5.0,21.0,1.0,1.0,3.0,9.0,1.0,2.0,3.0,3.0,90.0,44.0,7.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624856,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,7.0,5.0,,,0.0,3.0,4.0,2.0,4.0,,3.0,2.0,1.0,,,,,45.0,20.0,6.3,7.0,0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624856,home,Al-Okhdood,Damion Lowe,,,damion-lowe,D. Lowe,D,,190.0,195,M,539948,EUR,736560000,D,17,17,False,36.0,27.0,10.0,5.0,0.0,20.0,21.0,7.0,15.0,3.0,7.0,4.0,2.0,,,,,90.0,56.0,7.9,9.0,0,,,,,3.0,2.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
12624856,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,4,4,False,38.0,27.0,6.0,1.0,0.0,19.0,22.0,8.0,16.0,6.0,11.0,3.0,9.0,,,,,90.0,56.0,6.7,12.0,2,,3.0,5.0,,4.0,2.0,1.0,,1.0,2.0,True,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12624856,home,Al-Okhdood,Mohanad Alqaydhi,,,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,23.0,17.0,1.0,1.0,0.0,10.0,16.0,8.0,9.0,,2.0,4.0,4.0,,,,,90.0,48.0,6.5,11.0,0,2.0,2.0,3.0,,2.0,2.0,,,1.0,1.0,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,
12624856,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,22.0,20.0,4.0,4.0,0.0,7.0,7.0,16.0,20.0,,6.0,1.0,4.0,,,,,65.0,34.0,7.1,4.0,0,5.0,,2.0,,5.0,1.0,1.0,,,,,,,,,,3.0,2.0,2.0,,,,,,,,,,,
12624856,home,Al-Okhdood,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,66,66,False,36.0,32.0,3.0,1.0,0.0,16.0,17.0,16.0,20.0,,6.0,,4.0,,,,,90.0,56.0,6.8,9.0,1,1.0,,5.0,2.0,4.0,4.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,
12624856,home,Al-Okhdood,Christian Bassogog,,,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,19.0,12.0,1.0,,0.0,3.0,7.0,9.0,13.0,,1.0,1.0,1.0,,,,,65.0,33.0,6.3,14.0,2,1.0,,6.0,3.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,
12624856,home,Al-Okhdood,Knowledge Musona,,,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,M,11,11,False,21.0,18.0,3.0,3.0,0.0,7.0,7.0,11.0,17.0,,2.0,,2.0,,,,,84.0,34.0,7.1,9.0,2,3.0,1.0,7.0,1.0,,,2.0,,,,,1.0,1.0,2.0,,4.0,,2.0,1.0,,,1.0,1.0,,,,,,,
12624856,home,Al-Okhdood,Yaseen Al-Zubaidi,Yaseen Al-Zubaidi,,al-zubaidi-yaseen,Y. Al-Zubaidi,M,26,176.0,105,M,1434209,EUR,1051315200,M,26,26,False,15.0,11.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,,6.0,,2.0,,,,,84.0,33.0,6.3,12.0,1,2.0,,7.0,1.0,,,2.0,,,,,,,3.0,,3.0,1.0,,,7.0,,,,4.0,1.0,,,,,
12624856,home,Al-Okhdood,Pato,,,pato,Pato,F,9,170.0,77,M,219008,EUR,685929600,F,7,7,False,17.0,12.0,,,0.0,5.0,6.0,7.0,11.0,2.0,4.0,1.0,1.0,,,,,90.0,26.0,7.0,8.0,2,,2.0,3.0,1.0,,,2.0,,1.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,
12624856,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,23.0,17.0,4.0,2.0,0.0,10.0,10.0,7.0,13.0,1.0,3.0,,3.0,,,,,45.0,33.0,6.4,8.0,0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12624856,home,Al-Okhdood,Ghassan Hawsawi,Ghassan,,ghassan,G. Hawsawi,D,87,,9,M,1917845,EUR,1044403200,D,87,87,True,17.0,13.0,2.0,,0.0,8.0,8.0,5.0,9.0,,1.0,,4.0,,,,,25.0,20.0,5.9,5.0,0,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12624856,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,F,10,10,True,13.0,10.0,1.0,1.0,0.0,3.0,3.0,7.0,10.0,,2.0,,2.0,,,,,25.0,20.0,6.8,5.0,2,,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,
12624856,home,Al-Okhdood,Abdulaziz Al Hatila,Abdulaziz Al Hatila,,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,7.0,6.0,2.0,2.0,0.0,,,7.0,10.0,,,,,,,,,16.0,12.0,6.8,4.0,0,3.0,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,
