match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_keyPass,captain,stat_challengeLost,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals
12988633,home,Sutton United,Jack Sims,Jack,Sims,jack-sims,J. Sims,G,1,183.0,11,M,943942,EUR,921024000,G,1,1,False,30.0,15.0,26.0,11.0,0.0,7.0,11.0,8.0,19.0,2.0,1.0,1.0,2.0,13.0,1.0,2.0,2.0,3.0,3.0,90.0,43.0,6.9,16.0,0,,,,,,,,,,,,,,,,,,,,,,
12988633,home,Sutton United,Josh Coley,,,josh-coley,J. Coley,M,21,177.0,11,M,970405,EUR,915148800,D,7,7,False,25.0,12.0,5.0,1.0,0.0,7.0,13.0,6.0,16.0,5.0,2.0,,,4.0,2.0,,,,,90.0,44.0,6.8,19.0,0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12988633,home,Sutton United,Tyler French,,,tyler-french,T. French,D,26,186.0,8,M,988272,EUR,918777600,D,4,4,False,31.0,15.0,14.0,2.0,0.0,12.0,16.0,3.0,15.0,3.0,,,6.0,2.0,1.0,,,,,90.0,51.0,6.6,19.0,0,,,,,1.0,,1.0,,2.0,,True,1.0,2.0,,,,,,,,,
12988633,home,Sutton United,Alex Kirk,,,alex-kirk,A. Kirk,D,35,190.0,33,M,1017981,EUR,1035676800,D,35,35,False,32.0,18.0,16.0,6.0,0.0,14.0,20.0,4.0,12.0,1.0,,,5.0,1.0,,,,,,90.0,40.0,6.8,14.0,0,,,,1.0,1.0,,3.0,,,,,,,1.0,,,,,,,,
12988633,home,Sutton United,Jeremy Sivi,Jeremy Sivi,,jeremy-sivi,J. Sivi,M,,190.0,4,M,1133362,EUR,1026950400,D,19,19,False,10.0,4.0,5.0,,0.0,3.0,8.0,1.0,2.0,2.0,,,2.0,4.0,1.0,,,,,75.0,17.0,6.0,10.0,0,,,,1.0,3.0,,,,,,,,,3.0,4.0,1.0,,,,,,
12988633,home,Sutton United,Finley Barbrook,,,finley-barbrook,F. Barbrook,M,25,,41,M,1512180,EUR,1102118400,M,14,14,False,26.0,20.0,6.0,4.0,0.0,10.0,11.0,10.0,15.0,6.0,,,1.0,7.0,2.0,,,,,90.0,41.0,6.9,9.0,1,,,1.0,,5.0,,,1.0,4.0,,,,2.0,2.0,1.0,,2.0,1.0,,,,
12988633,home,Sutton United,Siju Odelusi,Siju Odelusi,,siju-odelusi,S. Odelusi,M,6,173.0,8,M,1088822,EUR,902793600,M,6,6,False,13.0,9.0,,,0.0,8.0,12.0,1.0,1.0,1.0,2.0,,4.0,6.0,1.0,,,,,90.0,26.0,6.4,8.0,0,,,,,3.0,,,3.0,,,,,,1.0,2.0,,,,,,,
12988633,home,Sutton United,Charlie Waller,Charlie Waller,,charlie-waller,C. Waller,D,31,193.0,8,M,1517152,EUR,1110499200,M,18,18,False,19.0,12.0,6.0,3.0,0.0,10.0,13.0,2.0,6.0,2.0,,,8.0,2.0,,,,,,90.0,44.0,6.8,14.0,0,,,2.0,,5.0,,1.0,4.0,2.0,,,,1.0,1.0,,,2.0,,,,,
12988633,home,Sutton United,Jayden Harris,,,jayden-harris,J. Harris,M,23,187.0,6,M,970425,EUR,936403200,M,23,23,False,11.0,9.0,1.0,,0.0,6.0,7.0,3.0,4.0,3.0,3.0,2.0,,2.0,1.0,,,,,90.0,22.0,6.7,4.0,1,,,,,2.0,,2.0,2.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,,
12988633,home,Sutton United,Eduino Vaz,Eduino Vaz,,eduino-vaz,E. Vaz,D,12,190.0,14,M,1423947,EUR,1070841600,M,12,12,False,12.0,8.0,1.0,,0.0,3.0,6.0,5.0,7.0,2.0,,,1.0,4.0,1.0,,,,,61.0,26.0,6.7,8.0,0,1.0,,,,2.0,,,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,,
