match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,player_firstName,player_lastName,player_sofascoreId,stat_blockedScoringAttempt,stat_totalTackle,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_wonTackle,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyWon,stat_ownGoals,stat_penaltyFaced,stat_totalOffside,stat_penaltyConceded
11406848,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,35.0,33.0,6.0,5.0,32.0,33.0,1.0,2.0,2.0,2.0,1.0,10.0,1.0,1.0,2.0,5.0,1.0,90.0,47.0,7.3,2.0,0.00018689,0,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406848,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,41.0,35.0,2.0,,25.0,27.0,10.0,14.0,,3.0,3.0,6.0,,3.0,,,,90.0,53.0,6.7,6.0,0.01935,1,,2.0,2.0,1.0,1.0,1.0,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406848,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,5,192,1660,M,47741,EUR,627696000,D,6,6,False,39.0,31.0,3.0,1.0,25.0,27.0,6.0,12.0,4.0,4.0,3.0,4.0,,,,,,78.0,51.0,6.9,11.0,0.0046382,0,,,2.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11406848,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,87.0,78.0,9.0,3.0,55.0,59.0,23.0,28.0,5.0,8.0,1.0,3.0,,3.0,,,,90.0,97.0,6.6,10.0,0.00755542,1,,,2.0,,,,0.0255,1.0,,,,,evanndicka,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11406848,home,Roma,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1609,M,921789,EUR,868579200,M,43,43,False,22.0,19.0,,,9.0,10.0,10.0,12.0,,1.0,,3.0,,,,,,90.0,30.0,6.4,3.0,0.00460432,1,,1.0,2.0,1.0,,,0.2999,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11406848,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,81.0,72.0,4.0,2.0,39.0,40.0,33.0,41.0,,5.0,,12.0,,1.0,,,,90.0,91.0,7.3,10.0,0.0678145,0,,2.0,6.0,,,2.0,,,,1.0,,,,,4.0,3.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
11406848,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,47.0,46.0,2.0,2.0,28.0,29.0,18.0,18.0,,1.0,1.0,2.0,,,,,,65.0,53.0,6.7,2.0,0.0125561,0,,,3.0,,1.0,2.0,,1.0,,,,,LeoParedes,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11406848,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,M,7,7,False,38.0,30.0,1.0,,15.0,15.0,16.0,24.0,1.0,4.0,,3.0,,1.0,,,,86.0,55.0,6.9,13.0,0.0648922,0,,,6.0,,1.0,2.0,,1.0,1.0,3.0,,,lorepelle7,,2.0,3.0,1.0,,,,1.0,1.0,True,1.0,1.0,,,,,,,,,,
11406848,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,69,69,False,20.0,13.0,5.0,2.0,12.0,15.0,2.0,7.0,,,1.0,3.0,,,,,,64.0,28.0,6.4,8.0,0.103672,0,,,2.0,,,,,,,,,,,,,2.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,
11406848,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,50.0,41.0,,,16.0,19.0,25.0,31.0,,3.0,1.0,3.0,,2.0,,,,90.0,61.0,9.1,12.0,0.0393272,3,,1.0,4.0,,,1.0,0.9223,2.0,2.0,,,,LaJoya,,,,,,,,,,,,,1.0,3.0,3.0,1.7953,,,,,,
