match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,stat_wonTackle,player_lastName,stat_challengeLost,stat_dispossessed,captain,stat_errorLeadToAShot,stat_accurateCross,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
12450887,home,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,54.0,52.0,6.0,4.0,0.0,49.0,49.0,3.0,5.0,9.0,1.0,2.0,2.0,90.0,63.0,7.5,2.0,0.00182497,0,0.1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,,1002033,EUR,1034812800,D,22,22,False,73.0,65.0,7.0,4.0,0.0,39.0,40.0,26.0,35.0,4.0,,,,90.0,107.0,7.4,19.0,0.0169672,0,,2.0,3.0,4.0,5.0,7.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,,1154657,EUR,1125273600,D,23,23,False,73.0,72.0,1.0,,0.0,67.0,67.0,5.0,6.0,2.0,,,,90.0,87.0,7.6,2.0,0.00246117,0,,,,2.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,,1.0,Mamadou Sarr,1.0,,,,,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Abakar Sylla,abakar-sylla,A. Sylla,D,4,188,887,M,,1170197,EUR,1040774400,D,5,5,False,85.0,80.0,3.0,1.0,0.0,70.0,72.0,10.0,13.0,3.0,,,,90.0,101.0,7.2,6.0,0.00510455,0,,,4.0,3.0,5.0,5.0,,,6.0,,2.0,2.0,1.0,,1.0,Abakar Sylla,1.0,,1.0,,,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Dilane Bakwa,dilane-bakwa,D. Bakwa,M,29,179,2042,M,,963298,EUR,1030320000,M,26,26,False,37.0,24.0,3.0,2.0,0.0,9.0,10.0,15.0,34.0,3.0,,,,90.0,57.0,6.6,26.0,0.0605739,0,,7.0,,1.0,4.0,4.0,3.0,1.0,1.0,,,1.0,3.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,,1128532,EUR,1073088000,M,19,19,False,34.0,23.0,2.0,1.0,0.0,10.0,11.0,13.0,27.0,5.0,,,,90.0,48.0,6.8,16.0,0.03416,0,,4.0,,,4.0,4.0,,,3.0,1.0,,2.0,1.0,2.0,2.0,Habib,,Diarra,2.0,,True,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,,1049517,EUR,1059004800,M,29,29,False,33.0,30.0,2.0,2.0,0.0,20.0,22.0,10.0,11.0,1.0,,,,89.0,45.0,6.7,5.0,0.013912,0,,,1.0,1.0,3.0,3.0,1.0,,3.0,,1.0,1.0,,1.0,1.0,Ismael Doukoure,,,,,,,,,,,,,,,,,,
12450887,home,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172,11515,M,colo.barco,1127057,EUR,1090540800,M,32,32,False,41.0,31.0,3.0,,0.0,21.0,28.0,10.0,14.0,6.0,,,,59.0,60.0,6.3,18.0,0.00417091,0,,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,6.0,1.0,1.0,Valentín Barco,,,,,,1.0,,,,,,,,,,,,
12450887,home,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181,791,M,,1130942,EUR,1060214400,F,6,6,False,25.0,21.0,,,0.0,10.0,11.0,12.0,15.0,2.0,,,,77.0,33.0,6.8,7.0,0.0171625,0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
12450887,home,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,diegzyyy,1142233,EUR,1091750400,F,7,7,False,44.0,37.0,1.0,,0.0,22.0,24.0,16.0,23.0,5.0,,,,90.0,66.0,7.3,11.0,0.432672,0,,3.0,2.0,1.0,4.0,8.0,3.0,2.0,4.0,,2.0,2.0,1.0,3.0,,Diego,1.0,Moreira,1.0,,,,1.0,1.0,,,,,,,,,,
