match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_totalOffside,stat_crossNotClaimed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12528249,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,28.0,19.0,13.0,4.0,0.0,15.0,18.0,4.0,10.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,1.0,90.0,37.0,7.3,9.0,0.00083139,0,0.0784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528249,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,184,M,155998,EUR,766368000,D,2,2,False,39.0,25.0,10.0,1.0,0.0,15.0,18.0,12.0,26.0,2.0,6.0,3.0,1.0,,,,,74.0,63.0,7.3,22.0,0.0647055,0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12528249,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,62.0,58.0,6.0,6.0,0.0,41.0,42.0,17.0,20.0,1.0,2.0,3.0,5.0,,,,,90.0,68.0,6.9,4.0,0.0164442,0,,,,5.0,,,,,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,
12528249,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185.0,1802,M,1392102,EUR,1145491200,D,58,58,False,63.0,52.0,8.0,2.0,0.0,34.0,37.0,18.0,26.0,1.0,3.0,3.0,5.0,,,,,90.0,76.0,7.3,12.0,0.013798,1,,,,6.0,,2.0,3.0,,,1.0,,4.0,1.0,3.0,2.0,1.0,1.0,0.0262,,,,,,,,,,,
12528249,home,Kasımpaşa,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169.0,248,M,234232,EUR,762825600,D,77,77,False,24.0,21.0,,,0.0,12.0,12.0,9.0,14.0,,3.0,1.0,4.0,,,,,32.0,36.0,6.7,7.0,0.00921995,0,,2.0,,2.0,2.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
12528249,home,Kasımpaşa,Cafú,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,42.0,40.0,4.0,3.0,0.0,28.0,29.0,13.0,16.0,,,,4.0,,,,,74.0,45.0,6.7,4.0,0.283538,0,,3.0,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
12528249,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,39.0,34.0,2.0,1.0,0.0,15.0,17.0,20.0,29.0,1.0,5.0,1.0,10.0,,,,,90.0,67.0,7.5,16.0,0.0466702,3,,7.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,1.0,2.0,,0.2047,,,1.0,0.2135,,,,,,,
12528249,home,Kasımpaşa,Antonín Barák,antonin-barak,A. Barák,M,72,190.0,779,M,330705,EUR,786412800,M,72,72,False,22.0,18.0,3.0,1.0,0.0,4.0,4.0,14.0,20.0,1.0,2.0,,1.0,,,,,59.0,28.0,7.1,6.0,0.252806,2,,2.0,,,,,,1.0,,,,,2.0,,,1.0,,0.109,,,1.0,0.3308,,,,,,,
12528249,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188.0,161,M,128196,EUR,732844800,M,35,35,False,48.0,41.0,4.0,2.0,0.0,13.0,16.0,29.0,34.0,,3.0,,8.0,,,,,90.0,61.0,6.9,12.0,0.096444,2,,2.0,1.0,6.0,1.0,1.0,,,,2.0,3.0,2.0,1.0,2.0,,2.0,,0.1095,,,,,True,,,,,,
12528249,home,Kasımpaşa,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175.0,2226,M,357598,EUR,898560000,M,9,9,False,38.0,30.0,4.0,1.0,0.0,7.0,10.0,23.0,30.0,,6.0,,3.0,,,,,77.0,56.0,6.8,14.0,0.093052,2,,2.0,,5.0,2.0,2.0,,3.0,3.0,2.0,1.0,1.0,1.0,,2.0,,,0.1369,,,1.0,0.4932,,2.0,1.0,,,,
