match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_keyPass,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,captain,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10411721,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,28.0,17.0,16.0,5.0,16.0,18.0,1.0,10.0,2.0,2.0,2.0,8.0,2.0,3.0,1.0,5.0,2.0,90.0,39.0,7.5,12.0,0.0,0.0,0.00032636,0,1.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411721,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1878,M,880207,EUR,822009600,D,50,50,False,21.0,12.0,5.0,,7.0,10.0,5.0,11.0,1.0,4.0,2.0,7.0,,,,,,90.0,33.0,6.8,11.0,0.0,0.0,0.00187824,0,,,,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411721,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,25.0,20.0,6.0,3.0,17.0,18.0,3.0,7.0,3.0,4.0,7.0,3.0,,,,,,90.0,37.0,6.6,6.0,0.0,0.0,0.145006,0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411721,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,31.0,26.0,6.0,4.0,14.0,17.0,12.0,14.0,2.0,6.0,7.0,1.0,,,,,,90.0,47.0,7.0,6.0,0.0,0.0,0.00523262,0,,,,2.0,3.0,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411721,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,14.0,9.0,,,5.0,6.0,4.0,9.0,1.0,5.0,4.0,1.0,,,,,,88.0,29.0,6.9,8.0,0.7932,0.9451,0.00457872,1,,,,,5.0,,2.0,1.0,2.0,,2.0,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10411721,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,False,23.0,20.0,4.0,3.0,11.0,12.0,11.0,17.0,,1.0,1.0,5.0,,,,,,73.0,38.0,7.1,7.0,0.0808,0.0,0.115547,2,,,,,2.0,,1.0,1.0,1.0,1.0,,,,1.0,6.0,1.0,,,,,,lakisamar10,1.0,2.0,1.0,1.0,,,,,,,
10411721,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,37.0,25.0,7.0,3.0,12.0,21.0,13.0,17.0,,4.0,1.0,9.0,,,,,,90.0,51.0,6.6,15.0,0.0327,0.0,0.00526084,2,,,,,4.0,,4.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,
10411721,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,M,37,37,False,25.0,22.0,,,7.0,8.0,16.0,18.0,,6.0,1.0,5.0,,,,,,81.0,40.0,7.6,7.0,0.1325,0.3384,0.0880238,2,,,,,3.0,,,,,,1.0,,3.0,3.0,1.0,,5.0,3.0,1.0,1.0,,,,1.0,1.0,,1.0,True,,,,,
10411721,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,29.0,24.0,,,11.0,12.0,14.0,19.0,,4.0,1.0,10.0,,,,,,89.0,52.0,7.4,10.0,0.1382,0.0,0.023934,1,,,,,4.0,,2.0,2.0,2.0,1.0,,,1.0,3.0,2.0,2.0,1.0,1.0,,,,udogiethree,1.0,1.0,1.0,,,,1.0,,,,
10411721,home,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182,366,M,359640,EUR,820972800,F,7,7,False,27.0,15.0,2.0,1.0,5.0,8.0,10.0,19.0,1.0,7.0,1.0,4.0,,,,,,74.0,46.0,7.8,16.0,0.2245,0.1519,0.636408,3,,Isaac,Success,4.0,7.0,,,,1.0,1.0,2.0,,2.0,3.0,,,6.0,4.0,2.0,,,,1.0,,1.0,,,,1.0,,,,
