match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_expectedGoals,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_fouls,captain,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded
11352662,home,Liverpool,Alisson,alisson,Alisson,G,1,193.0,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,35.0,35.0,1.0,1.0,33.0,33.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,90.0,44.0,7.3,0.00052685,1.0,0,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352662,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180.0,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,89.0,67.0,17.0,5.0,24.0,26.0,46.0,69.0,,14.0,,,,90.0,120.0,7.2,0.0897879,,4,,6.0,3.0,2.0,6.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,31.0,0.1879,,,,,,,,,,,,,,,,,,,,
11352662,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195.0,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,68.0,60.0,2.0,,34.0,37.0,26.0,31.0,3.0,9.0,,,,66.0,77.0,6.9,0.00875119,,0,,,,4.0,6.0,3.0,,,,,,,1.0,,,,8.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,
11352662,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195.0,98613,M,VvD,151545,EUR,678931200,D,4,4,False,106.0,95.0,9.0,5.0,52.0,58.0,43.0,48.0,5.0,10.0,,,,90.0,116.0,7.7,0.0222943,1.0,0,,,,5.0,5.0,12.0,,,,,,,,2.0,1.0,,11.0,,,,10.0,,,True,,,,,,,,,,,,,,
11352662,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178.0,16200,M,TK21,786259,EUR,831859200,D,21,21,False,48.0,39.0,5.0,,18.0,24.0,23.0,32.0,1.0,4.0,,,,62.0,66.0,6.6,0.182567,1.0,0,,8.0,2.0,,4.0,,,,1.0,,,,,,,2.0,20.0,,,,,,3.0,,,,,,,,,,,,,,,
11352662,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187.0,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,82.0,76.0,4.0,3.0,26.0,27.0,52.0,61.0,1.0,5.0,,,,90.0,108.0,7.5,0.177626,4.0,5,,6.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,,1.0,1.0,,16.0,0.1345,,,,,,,,,,,,,,,,,,,,
11352662,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176.0,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,92.0,83.0,6.0,4.0,24.0,26.0,59.0,67.0,,6.0,,,,90.0,104.0,7.4,0.076769,3.0,1,,1.0,,3.0,10.0,3.0,4.0,2.0,,,,,1.0,2.0,2.0,,12.0,0.0183,,,,,1.0,,1.0,1.0,0.0111,,,,,,,,,,,
11352662,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190.0,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,32.0,31.0,1.0,1.0,12.0,12.0,19.0,20.0,,7.0,,,,62.0,44.0,7.2,0.0472746,1.0,1,,,,,2.0,5.0,2.0,,1.0,1.0,,1.0,3.0,1.0,1.0,3.0,4.0,0.0533,,,,,,,,3.0,,,,,,,,,,,,
11352662,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175.0,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,24.0,19.0,,,3.0,3.0,16.0,24.0,,2.0,,,,90.0,42.0,8.4,0.0523146,3.0,4,,3.0,,,5.0,3.0,,3.0,2.0,,1.0,1.0,,,,2.0,16.0,1.3889,,,2.0,,,,2.0,1.0,1.5884,2.0,2.0,,,,,,,,,
11352662,home,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178.0,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,False,32.0,26.0,,,4.0,6.0,22.0,27.0,1.0,,,,,90.0,46.0,7.3,0.0759411,3.0,4,,1.0,,4.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,2.0,11.0,0.1129,,,1.0,,2.0,,1.0,1.0,0.0481,,,,,,,,,,,
