match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_goals,stat_penaltyWon,stat_hitWoodwork
13472825,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,9.0,7.0,5.0,4.0,0.0,5.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,16.0,6.6,2.0,0.00020142,0,-0.1784,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472825,home,Santos,Igor Vinícius,,,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,18,18,False,55.0,48.0,,,0.0,15.0,16.0,33.0,39.0,2.0,1.0,4.0,7.0,,3.0,,,,,,,90.0,84.0,7.9,16.0,0.409883,0,,8.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,
13472825,home,Santos,Adonis Frías,,,adonis-frias,A. Frías,D,98,189,703,M,940699,EUR,890092800,D,98,98,False,65.0,57.0,5.0,2.0,0.0,22.0,24.0,35.0,41.0,2.0,6.0,2.0,8.0,5.0,4.0,,,,,,,90.0,77.0,7.3,9.0,0.0150677,0,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
13472825,home,Santos,Luan Peres,,,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,14,14,False,66.0,57.0,9.0,4.0,0.0,37.0,41.0,20.0,25.0,4.0,6.0,8.0,9.0,3.0,7.0,,3.0,,,,,90.0,79.0,7.0,10.0,0.0159774,0,,,,1.0,,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
13472825,home,Santos,Gonzalo Escobar,,,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,31,31,False,17.0,13.0,1.0,1.0,0.0,10.0,14.0,3.0,3.0,,,4.0,2.0,1.0,2.0,,,,,,,45.0,29.0,6.2,9.0,0.0275871,0,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
13472825,home,Santos,Willian Arão,,,willian-arao,Willian Arão,M,15,181,1888,M,242213,EUR,700358400,M,15,15,False,44.0,36.0,2.0,1.0,0.0,13.0,15.0,23.0,29.0,2.0,4.0,6.0,6.0,1.0,4.0,,1.0,,,,,69.0,58.0,6.9,11.0,0.0125219,1,,,,2.0,1.0,,,,2.0,2.0,2.0,,,3.0,,1.0,0.0401,,,,,,,,,,,
13472825,home,Santos,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,6,6,False,50.0,43.0,,,0.0,17.0,18.0,26.0,32.0,1.0,,7.0,7.0,2.0,3.0,,5.0,,,,,85.0,72.0,6.9,14.0,0.0691911,2,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,1.0,5.0,,1.0,0.0783,1.0,,,,,,,,,,
13472825,home,Santos,Álvaro Barreal,,,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,M,22,22,False,36.0,24.0,8.0,2.0,0.0,8.0,12.0,16.0,24.0,1.0,2.0,7.0,5.0,1.0,6.0,,,,,,,69.0,66.0,7.1,26.0,0.0509797,2,,8.0,1.0,4.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,0.2454,,,,,,,,,,,
13472825,home,Santos,Benjamín Rollheiser,,,benjamin-rollheiser,B. Rollheiser,M,32,175,4255,M,922454,EUR,953856000,M,32,32,False,52.0,41.0,7.0,3.0,0.0,7.0,7.0,34.0,45.0,2.0,,8.0,4.0,,3.0,,2.0,,,,,90.0,76.0,6.9,20.0,0.0618878,3,,5.0,,1.0,4.0,2.0,,,,,,1.0,1.0,2.0,1.0,,0.0681,1.0,2.0,0.067,,,,,,,,
13472825,home,Santos,Guilherme,,,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,11,11,False,22.0,19.0,1.0,1.0,0.0,4.0,5.0,15.0,17.0,1.0,1.0,1.0,3.0,4.0,1.0,,,,,,,78.0,34.0,6.8,5.0,0.0261958,2,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,0.359,,1.0,0.1195,True,1.0,1.0,,,,,
