match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,captain,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goals
12514198,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,31.0,13.0,28.0,10.0,0.0,6.0,8.0,7.0,23.0,1.0,1.0,3.0,10.0,2.0,2.0,2.0,90.0,41.0,6.9,18.0,0.0020779,0,0.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514198,home,CF Estrela Amadora,Tiago Gabriel,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,24.0,17.0,3.0,1.0,0.0,11.0,12.0,6.0,12.0,3.0,5.0,10.0,1.0,,,,90.0,46.0,8.0,8.0,0.0344866,0,,Tiago Gabriel,1.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12514198,home,CF Estrela Amadora,Issiar Drame,issiar-drame,I. Drame,D,5,196,173,M,857766,EUR,919123200,D,5,5,False,20.0,18.0,1.0,,0.0,14.0,14.0,4.0,6.0,,1.0,,3.0,,,,64.0,24.0,6.8,3.0,0.00223627,0,,,1.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12514198,home,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,31.0,24.0,8.0,4.0,0.0,18.0,18.0,7.0,15.0,,3.0,3.0,4.0,,,,90.0,42.0,7.0,8.0,0.0794054,0,,,,1.0,,,,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12514198,home,CF Estrela Amadora,Danilo Veiga,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,M,77,77,False,16.0,10.0,4.0,1.0,0.0,4.0,5.0,6.0,12.0,,4.0,6.0,3.0,,,,88.0,48.0,6.7,17.0,0.00965564,0,,,2.0,6.0,,1.0,,1.0,2.0,1.0,1.0,2.0,,1.0,,2.0,1.0,5.0,2.0,,,,,,,,,,,,,,
12514198,home,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,42,42,False,14.0,12.0,2.0,1.0,0.0,6.0,7.0,6.0,7.0,1.0,7.0,1.0,6.0,,,,90.0,32.0,6.6,4.0,0.00807332,2,,Manuel Keliano,1.0,9.0,5.0,,,,2.0,6.0,4.0,2.0,,,,1.0,,1.0,,1.0,1.0,0.0707,0.0101,,,,,,,,,,
12514198,home,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,52,M,1090646,EUR,950745600,M,19,19,False,14.0,12.0,1.0,1.0,0.0,7.0,7.0,5.0,7.0,,2.0,1.0,2.0,,,,88.0,33.0,6.7,9.0,0.240479,1,,Paulo,,9.0,2.0,4.0,,,,2.0,2.0,3.0,Moreira,,,,,3.0,,,1.0,0.07,,3.0,,,,,,,,,
12514198,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,M,25,25,False,9.0,6.0,3.0,,0.0,3.0,4.0,3.0,7.0,,3.0,1.0,3.0,,,,90.0,26.0,6.3,10.0,0.00117725,1,,,3.0,10.0,,1.0,,,1.0,,,4.0,,2.0,,3.0,1.0,1.0,2.0,,1.0,0.0164,,,,,,,,,,,
12514198,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,F,26,26,False,20.0,13.0,,,0.0,6.0,8.0,7.0,13.0,,5.0,,6.0,,,,90.0,37.0,6.7,15.0,0.00756641,2,,,3.0,8.0,,1.0,,,,1.0,,2.0,,1.0,,4.0,2.0,1.0,2.0,1.0,,0.0657,0.0988,,1.0,,,,,,,,
12514198,home,CF Estrela Amadora,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,F,10,10,False,20.0,13.0,,,0.0,5.0,7.0,9.0,16.0,7.0,16.0,3.0,2.0,,,,75.0,40.0,7.2,12.0,0.00724726,0,,,2.0,6.0,1.0,,,,1.0,4.0,2.0,1.0,,3.0,1.0,4.0,2.0,1.0,3.0,,,,,,,True,,,,,,,
