match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_unsuccessfulTouch,stat_outfielderBlock,captain,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_aerialLost,stat_totalOffside,stat_goals
12530707,away,Bodrum FK,Musah Mohammed,mohammed-musah,M. Mohammed,M,6,192,126,M,1105505,EUR,1010188800,M,26,26,False,28.0,21.0,5.0,2.0,1.0,12.0,15.0,3.0,,,,,,90.0,40.0,6.9,0.077809,2,,,,9.0,13.0,,,3.0,1.0,,,,4.0,,,,1.0,2.0,10.0,2.0,1.0,,,,,2.0,0.087,,1.0,,,,1.0,,
12530707,away,Bodrum FK,Erkan Degismez,erkan-degismez,E. Degismez,M,,180,9,M,130493,EUR,525484800,M,4,4,False,20.0,18.0,,,0.0,13.0,15.0,4.0,,,,,,64.0,30.0,6.9,0.00286373,0,,,,5.0,5.0,,,3.0,6.0,1.0,,,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,,True,,,,,,,,,,,1.0,,
12530707,away,Bodrum FK,Ege Bilsel,ege-bilsel,E. Bilsel,D,70,175,74,M,1011244,EUR,1073174400,M,70,70,False,33.0,26.0,2.0,1.0,1.0,12.0,14.0,9.0,,,,,,82.0,53.0,7.6,0.0384048,1,,,,14.0,19.0,,,4.0,9.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,,9.0,1.0,,,,,,,0.0353,,2.0,,1.0,,1.0,,
12530707,away,Bodrum FK,Fredy,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,M,16,16,False,26.0,22.0,,,0.0,6.0,8.0,1.0,,,,,,82.0,50.0,7.5,0.0298619,4,,,,16.0,22.0,4.0,,6.0,4.0,2.0,3.0,1.0,2.0,,,,3.0,1.0,16.0,6.0,,,,,3.0,,0.1571,0.5921,,,1.0,,1.0,,1.0
12530707,away,Bodrum FK,Pedro Brazão,pedro-brazao,P. Brazão,M,10,172,167,M,981535,EUR,1041206400,F,20,20,False,17.0,14.0,3.0,3.0,0.0,3.0,3.0,3.0,,,,,,64.0,32.0,6.7,0.113467,0,,,,11.0,15.0,1.0,,4.0,4.0,,2.0,1.0,,,,,3.0,1.0,10.0,2.0,,,,,,,,,2.0,,,3.0,,,
12530707,away,Bodrum FK,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,F,10,10,False,32.0,28.0,2.0,1.0,0.0,9.0,9.0,3.0,,,,,,89.0,48.0,8.0,0.0273727,5,,,,19.0,27.0,4.0,,6.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,4.0,10.0,2.0,,,,,3.0,1.0,0.3336,0.5263,1.0,,1.0,,2.0,,1.0
12530707,away,Bodrum FK,Ondřej Čelůstka,ondrej-celustka,O. Čelůstka,D,,186,48,M,45764,EUR,614131200,D,33,33,True,8.0,6.0,,,0.0,4.0,4.0,,,,,,,26.0,11.0,6.7,0.0099914,0,,,,2.0,4.0,,1.0,,3.0,,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,
12530707,away,Bodrum FK,Taulant Seferi,taulant-seferi,T. Seferi,F,99,177,450,M,279487,EUR,848016000,F,99,99,True,9.0,7.0,1.0,1.0,0.0,4.0,4.0,1.0,,,,,,26.0,17.0,6.4,0.0126749,0,,,,3.0,5.0,,,8.0,1.0,1.0,2.0,1.0,,,,,,2.0,7.0,3.0,,,,,,,,,,,,1.0,3.0,,
12530707,away,Bodrum FK,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,65,M,225092,EUR,714441600,D,29,29,True,9.0,8.0,2.0,1.0,0.0,7.0,7.0,,,,,,,19.0,11.0,6.6,0.00084206,0,,,,1.0,2.0,,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,
12530707,away,Bodrum FK,Jonathan Okita,jonathan-okita,J. Okita,M,14,180,279,M,809225,EUR,844387200,F,11,11,True,6.0,6.0,,,0.0,3.0,3.0,,,,,,,8.0,12.0,6.5,0.00111073,0,,,,3.0,3.0,,,4.0,1.0,,2.0,1.0,,,,,,1.0,4.0,1.0,,,,,,,,,1.0,,,2.0,,,
12530707,away,Bodrum FK,George Pușcaș,george-puscas,G. Pușcaș,F,,187,1438,M,190319,EUR,828921600,F,9,9,True,4.0,2.0,,,0.0,1.0,2.0,2.0,,,,,,8.0,8.0,6.7,0.00019826,1,,,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,4.0,,,,,,1.0,,0.0501,0.0934,,,,,,,
12530707,away,Bodrum FK,Enes Ogruce,ogruce-enes,E. Ogruce,M,91,184,62,M,1395595,EUR,1178150400,F,91,91,True,,,,,0.0,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530707,away,Bodrum FK,Kerem Yusuf Ersunar,ersunar-kerem-yusuf,K. Y. Ersunar,G,22,189,23,M,1091747,EUR,1055116800,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530707,away,Bodrum FK,Tunahan Akpınar,tunahan-akpinar,T. Akpınar,M,14,178,15,M,1651324,EUR,995846400,M,14,14,True,,,,,,,,,,,,,,,,,,0,,Tunahan Akpinar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530707,away,Bodrum FK,Zdravko Dimitrov,zdravko-dimitrov,Z. Dimitrov,M,22,180,222,M,871342,EUR,903916800,F,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530707,away,Bodrum FK,Gökdeniz Bayrakdar,gokdeniz-bayrakdar,G. Bayrakdar,F,41,181,144,M,952564,EUR,1006473600,F,41,41,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
