match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalContest,stat_wonContest,captain,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goals,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside
14025172,home,Sunderland,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2150,M,1012928,EUR,1042761600,G,22,22,False,31.0,15.0,24.0,8.0,0.0,8.0,9.0,7.0,22.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,90.0,36.0,5.9,16.0,0.00204263,0.2871,0,-0.8476,0.07,-0.01,-0.41,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025172,home,Sunderland,Trai Hume,hume-trai,T. Hume,D,32,180,1062,M,989034,EUR,1016409600,D,32,32,False,16.0,11.0,,,0.0,9.0,9.0,2.0,7.0,6.0,2.0,,,,,,90.0,45.0,6.9,11.0,0.0410484,,0,,0.01,,0.21,,,,4.0,1.0,4.0,3.0,5.0,8.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14025172,home,Sunderland,Nordi Mukiele,nordi-mukiele,N. Mukiele,D,20,185,6353,M,780014,EUR,878342400,D,20,20,False,19.0,12.0,5.0,,0.0,9.0,9.0,3.0,10.0,12.0,3.0,,,,,,90.0,48.0,7.4,13.0,0.162125,,1,,0.28,0.03,0.74,,,,2.0,,1.0,3.0,3.0,7.0,,,3.0,2.0,,1.0,3.0,1.0,1.0,1.0,2.0,0.0664,-0.2,,,,,,,,,,,,,,
14025172,home,Sunderland,Omar Alderete,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,27.0,20.0,4.0,2.0,0.0,14.0,19.0,6.0,8.0,7.0,5.0,,,,,,90.0,45.0,6.7,9.0,0.00297071,,2,,0.07,0.09,0.2,,,,,,2.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,,,,,1.0,,1.0,0.1368,-0.28,1.0,1.0,1.0,0.0725,,,,,,,,,,
14025172,home,Sunderland,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,831424,EUR,759110400,D,17,17,False,13.0,12.0,1.0,,0.0,7.0,8.0,5.0,5.0,,,,,,,,33.0,18.0,5.4,2.0,0.00121412,,0,,0.01,0.0,-0.01,,,,,,,,3.0,1.0,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,ReinildoMandava,,,,,,,,,
14025172,home,Sunderland,Chris Rigg,chris-rigg,C. Rigg,M,11,177,2180,M,1394089,EUR,1182124800,M,11,11,False,11.0,9.0,2.0,1.0,0.0,4.0,5.0,5.0,6.0,,,,,,,,37.0,14.0,6.8,2.0,0.0254045,,1,,0.19,-0.03,0.13,,,,,,,,1.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,0.0523,-0.13,1.0,,,,,1.0,1.0,,,,,,,
14025172,home,Sunderland,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15717,M,117777,EUR,717552000,M,34,34,False,32.0,23.0,8.0,5.0,1.0,13.0,13.0,10.0,19.0,1.0,3.0,,,,,,90.0,44.0,6.9,14.0,0.0892394,,1,,0.27,0.01,-0.15,,,,3.0,,,1.0,5.0,6.0,2.0,,4.0,2.0,,1.0,2.0,,,,4.0,0.0674,0.01,,1.0,,0.0338,Granit_Xhaka,,,True,1.0,1.0,,,,
14025172,home,Sunderland,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,22.0,19.0,1.0,,0.0,12.0,12.0,7.0,10.0,,2.0,,,,,,89.0,30.0,6.5,4.0,0.0037021,,0,,-0.05,0.05,0.17,,,,,,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,
14025172,home,Sunderland,Chemsdine Talbi,chemsdine-talbi,C. Talbi,M,7,175,12477,M,1142675,EUR,1115596800,F,7,7,False,14.0,11.0,1.0,,0.0,7.0,8.0,4.0,6.0,2.0,6.0,,,,,,80.0,26.0,6.7,6.0,0.0670983,,2,,0.22,0.2,0.17,,,,2.0,1.0,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,0.0818,-0.09,1.0,,,,,,,,,,,,,
14025172,home,Sunderland,Wilson Isidor,wilson-isidor,W. Isidor,F,18,184,16825,M,877980,EUR,967248000,F,18,18,False,4.0,1.0,1.0,,0.0,1.0,2.0,,2.0,,2.0,,,,,,80.0,17.0,7.6,7.0,1.301e-05,,6,,-0.05,0.17,0.14,,,,,,3.0,2.0,4.0,5.0,1.0,,1.0,1.0,3.0,1.0,,2.0,,,,0.6224,0.46,2.0,2.0,,0.879,,1.0,1.0,,,,1.0,,,
