match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,captain,stat_bigChanceMissed,stat_clearanceOffLine
11453135,home,Al-Okhdood,Abdulaziz Rahma,Abdulaziz Rahma,,abdulaziz-rahma,A. Rahma,G,23,20,M,1429802,EUR,1017964800,G,25,25,False,14.0,9.0,10.0,5.0,6.0,6.0,3.0,8.0,1.0,1.0,8.0,1.0,2.0,3.0,3.0,90.0,22.0,7.6,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453135,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,18,M,1521661,EUR,797904000,D,8,8,False,30.0,26.0,7.0,3.0,15.0,15.0,12.0,17.0,1.0,5.0,7.0,,,,,90.0,50.0,7.8,9.0,0,183.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,
11453135,home,Al-Okhdood,Solomon Kvirkvelia,,,solomon-kvirkvelia,S. Kvirkvelia,D,,258,M,95636,EUR,697334400,D,5,5,False,42.0,32.0,10.0,2.0,24.0,28.0,8.0,14.0,,2.0,1.0,,,,,90.0,50.0,6.9,10.0,0,196.0,,,,2.0,3.0,1.0,,,5.0,,1.0,2.0,2.0,,,,,,,,,,,,,,
11453135,home,Al-Okhdood,Saeed Al-Rabiei,,,saeed-al-rabiei,S. Al-Rabiei,D,4,32,M,954639,EUR,746841600,D,4,4,False,35.0,31.0,4.0,3.0,15.0,16.0,16.0,19.0,7.0,9.0,8.0,,,,,90.0,50.0,7.8,4.0,2,187.0,,,,5.0,7.0,,1.0,,7.0,,3.0,1.0,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,
11453135,home,Al-Okhdood,Andrei Burcă,,,andrei-burca,A. Burcă,D,33,560,M,846999,EUR,734832000,D,3,3,False,30.0,16.0,8.0,3.0,6.0,11.0,10.0,21.0,1.0,4.0,7.0,,,,,90.0,64.0,7.4,24.0,4,188.0,,2.0,,2.0,6.0,2.0,1.0,,1.0,,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,
11453135,home,Al-Okhdood,Alex Collado,Alex,Collado,alex-collado,A. Collado,M,8,1606,M,859767,EUR,924739200,M,11,11,False,27.0,19.0,4.0,1.0,5.0,5.0,16.0,28.0,,2.0,5.0,2.0,,,,90.0,45.0,7.0,19.0,2,177.0,,6.0,2.0,,5.0,,2.0,,,,,,,3.0,3.0,,,1.0,,2.0,1.0,1.0,,,,,
11453135,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,186,M,972585,EUR,923529600,M,18,18,False,64.0,57.0,4.0,2.0,31.0,33.0,27.0,34.0,2.0,6.0,12.0,1.0,,,,90.0,76.0,7.0,10.0,2,176.0,,3.0,1.0,,5.0,2.0,,,2.0,,,3.0,1.0,1.0,1.0,,1.0,3.0,,,,1.0,,,,,
11453135,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,194,M,1521467,EUR,1008288000,M,6,6,False,53.0,52.0,,,31.0,31.0,21.0,22.0,,3.0,3.0,1.0,,,,90.0,64.0,6.5,4.0,0,175.0,,,,,10.0,6.0,,,,,1.0,2.0,2.0,2.0,,,,3.0,,1.0,,,1.0,,,,
11453135,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,248,M,359650,EUR,840672000,M,99,99,False,32.0,20.0,2.0,1.0,7.0,9.0,13.0,26.0,,7.0,9.0,2.0,,,,90.0,60.0,7.3,21.0,4,170.0,,3.0,,,9.0,1.0,4.0,,,,1.0,3.0,3.0,,,2.0,2.0,4.0,,2.0,1.0,1.0,,,,,
11453135,home,Al-Okhdood,Florin Tănase,,,florin-tanase,F. Tănase,M,10,1396,M,537032,EUR,788745600,F,10,10,False,27.0,17.0,3.0,3.0,6.0,7.0,12.0,21.0,1.0,6.0,5.0,2.0,,,,81.0,45.0,8.1,15.0,2,185.0,,1.0,1.0,,1.0,,2.0,,,,2.0,3.0,1.0,4.0,3.0,1.0,1.0,,1.0,,1.0,,,1.0,,,
