match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_wonTackle,stat_ownGoals,stat_totalOffside,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper
12501557,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,34.0,31.0,4.0,1.0,0.0,31.0,32.0,2.0,8.0,4.0,7.0,90.0,48.0,8.1,3.0,0.00010023,1.0,0,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501557,home,Milan,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,32,32,False,,55.0,49.0,7.0,3.0,0.0,34.0,36.0,21.0,3.0,,,90.0,64.0,6.2,9.0,0.0200997,,0,,,,15.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12501557,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,,48.0,45.0,2.0,1.0,1.0,37.0,38.0,11.0,5.0,,,90.0,65.0,7.4,4.0,0.25293,1.0,0,,,,9.0,1.0,1.0,3.0,8.0,2.0,3.0,1.0,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,
12501557,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,28,28,False,,49.0,47.0,5.0,3.0,0.0,39.0,41.0,8.0,4.0,,,90.0,59.0,6.3,3.0,0.00488951,,1,,,,8.0,,,2.0,6.0,1.0,3.0,1.0,1.0,1.0,,2.0,1.0,,,,2.0,,1.0,1.0,2.0,1.0,1.0,0.0539,,,,,,,,
12501557,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,,53.0,48.0,4.0,3.0,0.0,24.0,26.0,30.0,2.0,,,90.0,69.0,7.1,7.0,0.078313,,4,,,,25.0,3.0,1.0,2.0,3.0,,2.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,2.0,,,0.3088,2.0,1.0,0.2235,,,,,
12501557,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,80,80,False,,6.0,4.0,1.0,,0.0,4.0,4.0,2.0,2.0,,,23.0,9.0,4.9,5.0,8.601e-05,,0,,,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,
12501557,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6182,M,YFofana19_,945062,EUR,915926400,M,29,29,False,,26.0,19.0,1.0,,0.0,10.0,11.0,16.0,4.0,,,80.0,38.0,6.4,10.0,0.00510203,,3,,,,9.0,1.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,2.0,,,,0.1174,1.0,,,,,,,
12501557,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,M,11,11,False,,28.0,25.0,3.0,2.0,1.0,9.0,10.0,21.0,,,,80.0,45.0,7.1,9.0,0.69476,2.0,3,,,,17.0,3.0,,3.0,2.0,,1.0,,2.0,1.0,1.0,,,2.0,,1.0,1.0,,1.0,2.0,,,,0.8796,,1.0,0.4531,,,1.0,,
12501557,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,,31.0,26.0,,,0.0,9.0,11.0,20.0,2.0,,,90.0,44.0,7.1,7.0,0.0283603,,1,,,,17.0,,,1.0,4.0,2.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.0626,,1.0,0.0733,1.0,,,,
12501557,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,10,188,75751,M,RLeão,851284,EUR,928972800,M,10,10,False,,26.0,19.0,2.0,2.0,0.0,4.0,6.0,21.0,2.0,,,90.0,42.0,6.8,13.0,0.0514617,2.0,1,,,,15.0,1.0,1.0,4.0,6.0,,,,3.0,2.0,,,,4.0,2.0,,,,4.0,1.0,,,,0.0262,,,,,,,,
