match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_keyPass,captain,stat_bigChanceCreated,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
12514064,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,25.0,22.0,8.0,5.0,0.0,21.0,22.0,1.0,3.0,1.0,1.0,9.0,1.0,3.0,90.0,35.0,6.8,3.0,0.00038838,0,-0.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514064,home,Gil Vicente,Jonathan Mutombo,jonathan-mutombo-mawesi,J. Mutombo,D,45,190,54,M,1004444,EUR,1030406400,D,45,45,False,65.0,56.0,6.0,4.0,0.0,35.0,38.0,23.0,31.0,4.0,,5.0,,,90.0,91.0,6.9,13.0,0.0580816,1,,Jonathan,Mutombo,4.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,0.0183,,,,,,,,,,,,,,,
12514064,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,75.0,66.0,8.0,4.0,0.0,47.0,52.0,20.0,24.0,6.0,,7.0,,,90.0,88.0,6.5,10.0,0.0370993,1,,,,1.0,1.0,2.0,6.0,8.0,,,7.0,,2.0,1.0,1.0,,4.0,0.0736,1.0,1.0,1.0,,,,,,,,,,,,
12514064,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,97.0,89.0,14.0,11.0,0.0,60.0,62.0,29.0,35.0,3.0,1.0,7.0,,,90.0,104.0,7.1,8.0,0.201918,0,,,,,,2.0,3.0,4.0,,,3.0,1.0,,,,1.0,,,,,1.0,True,1.0,1.0,,,,,,,,,
12514064,home,Gil Vicente,Kazu,kazu,Kazu,D,88,175,102,M,1047648,EUR,953337600,D,88,88,False,52.0,44.0,10.0,7.0,0.0,28.0,30.0,17.0,28.0,1.0,1.0,9.0,,,90.0,76.0,6.9,15.0,0.0265951,0,,,,6.0,1.0,,,5.0,,,1.0,,2.0,1.0,1.0,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,
12514064,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,25.0,18.0,,,0.0,3.0,4.0,16.0,23.0,1.0,1.0,4.0,,,69.0,34.0,6.8,10.0,0.095113,4,,,,2.0,1.0,,,,,3.0,1.0,,,,1.0,,,0.1176,1.0,,,,,,,,,,,,,,
12514064,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,50.0,42.0,1.0,,0.0,23.0,25.0,19.0,25.0,6.0,,7.0,,,90.0,61.0,6.8,10.0,0.0314607,0,,,,,,2.0,3.0,7.0,1.0,,2.0,3.0,2.0,,,,2.0,,,,1.0,,,,3.0,2.0,,,,,,,
12514064,home,Gil Vicente,Santi García,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,19,19,False,23.0,17.0,3.0,2.0,0.0,3.0,3.0,14.0,21.0,10.0,1.0,3.0,,,81.0,43.0,6.6,15.0,0.0112094,1,,,,1.0,,2.0,2.0,6.0,5.0,1.0,4.0,,3.0,2.0,2.0,1.0,1.0,0.0843,,,1.0,,1.0,,1.0,,,,,,,,
12514064,home,Gil Vicente,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182,263,M,826003,EUR,921542400,F,77,77,False,14.0,10.0,,,0.0,1.0,4.0,9.0,10.0,3.0,,1.0,,,54.0,21.0,6.8,5.0,0.0104712,1,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,0.0311,,,1.0,,,,,,,,,,,,
12514064,home,Gil Vicente,Jorge Aguirre,jorge-aguirre,J. Aguirre,F,9,183,221,M,1085371,EUR,946944000,F,9,9,False,14.0,11.0,,,0.0,6.0,6.0,6.0,9.0,5.0,,1.0,,,69.0,29.0,6.5,12.0,0.0750234,0,,,,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,,,,5.0,,,,,,1.0,,,,5.0,2.0,,,,,,,
12514064,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,F,71,71,False,48.0,38.0,9.0,6.0,0.0,8.0,8.0,32.0,51.0,5.0,1.0,1.0,,,90.0,75.0,7.2,24.0,0.252951,2,,,,11.0,2.0,,,4.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,0.2866,,,3.0,,,,2.0,1.0,2.0,1.0,,,,,
