match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_bigChanceMissed,stat_totalClearance,stat_outfielderBlock,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,captain,stat_errorLeadToAShot,stat_punches
11352542,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,33.0,29.0,4.0,29.0,29.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,90.0,40.0,6.7,4.0,6.679e-05,0,-0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352542,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,63.0,50.0,5.0,11.0,14.0,54.0,6.0,,,,,,90.0,93.0,8.0,22.0,0.0638258,4,,2.0,39.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1477,0.1201,1.0,,,,,,,,,,,,,,,,
11352542,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,90.0,80.0,2.0,39.0,43.0,47.0,8.0,,,,,,90.0,105.0,7.6,10.0,0.0244761,2,,,41.0,,5.0,1.0,7.0,,,,,,2.0,,1.0,2.0,1.0,,0.0776,0.2494,,,,1.0,1.0,4.0,1.0,,,,,,,,,,
11352542,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,49.0,46.0,2.0,30.0,31.0,19.0,7.0,,,,,,90.0,60.0,7.7,5.0,0.00915868,2,,1.0,16.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.2145,0.4335,,,,1.0,,2.0,1.0,1.0,,,,,,,,,
11352542,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,,859901,EUR,969062400,D,4,4,False,33.0,30.0,1.0,16.0,16.0,17.0,2.0,,,,,,75.0,45.0,6.7,5.0,0.00650974,0,,1.0,14.0,,1.0,3.0,6.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,2.0,,,3.0,1.0,,,,,,,
11352542,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,49.0,48.0,1.0,13.0,13.0,36.0,4.0,,,,,,88.0,60.0,7.4,4.0,0.0603202,1,,1.0,35.0,,,5.0,5.0,1.0,,1.0,1.0,,1.0,,,2.0,2.0,3.0,0.1968,0.2095,1.0,,,3.0,,,,,2.0,1.0,,,,,,,
11352542,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,False,49.0,42.0,2.0,17.0,19.0,30.0,6.0,,,,,,75.0,56.0,7.0,8.0,0.0535264,0,,1.0,25.0,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,
11352542,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,62.0,55.0,2.0,15.0,15.0,56.0,3.0,,,,,,88.0,88.0,7.7,17.0,0.329073,3,,2.0,43.0,9.0,,3.0,5.0,,2.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,0.5973,0.5068,3.0,,,,1.0,,,2.0,2.0,2.0,1.0,3.0,1.0,,,,
11352542,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,22.0,19.0,,3.0,4.0,21.0,3.0,,,,,,90.0,39.0,6.5,11.0,0.0427155,3,,,16.0,3.0,,4.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,,3.0,1.1227,0.3089,4.0,,,2.0,3.0,,,,,1.0,1.0,,1.0,1.0,,,
11352542,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,44.0,39.0,1.0,12.0,13.0,32.0,4.0,,,,,,90.0,59.0,7.5,10.0,0.673849,4,,,27.0,1.0,1.0,5.0,3.0,,4.0,1.0,1.0,1.0,1.0,,,,,,0.1765,0.0331,5.0,,,,,,,2.0,1.0,1.0,,,1.0,,True,,
