match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,captain,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goodHighClaim,stat_errorLeadToAShot
12514231,home,FC Arouca,Henrique Araújo,,,henrique-araujo,H. Araújo,F,39,183,1642,M,998870,EUR,1011398400,F,39,39,False,11.0,7.0,,,0.0,2.0,2.0,5.0,10.0,2.0,6.0,1.0,3.0,,,,,68.0,24.0,7.0,7.0,0.0246403,3,,1.0,,1.0,3.0,1.0,,,1.0,,,1.0,1.0,2.0,1.0,0.1748,,,2.0,,,,1.0,1.0,,2.0,,2.0,,,
12514231,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,True,10.0,7.0,,,0.0,3.0,5.0,5.0,7.0,,,,1.0,,,,,22.0,13.0,6.8,5.0,0.10275,0,,2.0,1.0,,4.0,1.0,,2.0,,,,,,,2.0,,2.0,,,,,,1.0,,,,,,,,
12514231,home,FC Arouca,Dylan Nandín,Dylan Alexander,Nandín Berrutti,dylan-nandin,D. Nandín,F,23,186,149,M,1510444,EUR,1014854400,F,23,23,True,5.0,4.0,,,0.0,1.0,1.0,3.0,5.0,2.0,6.0,,1.0,,,,,22.0,14.0,6.8,6.0,0.0453761,0,,1.0,,,5.0,1.0,1.0,,,,,2.0,2.0,2.0,3.0,,,,1.0,,,,2.0,1.0,,,,,,,
12514231,home,FC Arouca,Pedro Santos,,,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,True,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,,,,1.0,,,,,12.0,10.0,6.5,1.0,0.00554523,0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12514231,home,FC Arouca,Miguel Puche,,,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,3.0,1.0,,,0.0,,,1.0,3.0,,2.0,1.0,1.0,,,,,12.0,8.0,6.7,4.0,0.00317495,0,,,,1.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,
12514231,home,FC Arouca,Mamadou Loum,,,mamadou-loum,M. Loum,M,21,193,531,M,796059,EUR,851904000,M,31,31,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,,,2.0,,,,,13.0,4.0,6.4,1.0,0.00058242,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,home,FC Arouca,João Valido,,,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,home,FC Arouca,Matías Rocha,,,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,home,FC Arouca,Alex Pinto,,,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,home,FC Arouca,Brian Mansilla,Brian Mansilla,,brian-mansilla,B. Mansilla,M,24,176,145,M,1116649,EUR,1021334400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,away,Rio Ave,Cezary Miszta,,,cezary-miszta,C. Miszta,G,1,192,662,M,938292,EUR,1004400000,G,1,1,False,30.0,22.0,13.0,5.0,0.0,19.0,20.0,3.0,10.0,1.0,1.0,,12.0,2.0,3.0,,,90.0,43.0,7.1,8.0,0.00206106,0,0.4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12514231,away,Rio Ave,Marios Vrousai,,,marios-vrousai,M. Vrousai,D,17,183,243,M,848521,EUR,899337600,D,17,17,False,51.0,43.0,7.0,5.0,0.0,28.0,30.0,15.0,22.0,1.0,5.0,3.0,10.0,,,,,90.0,80.0,7.4,12.0,0.0451512,3,,1.0,,2.0,5.0,2.0,,,1.0,,2.0,2.0,2.0,1.0,,0.1039,1.0,,1.0,2.0,,0.1087,2.0,1.0,True,,,,,,
12514231,away,Rio Ave,Andreas Ndoj,,,andreas-ndoj,A. Ndoj,D,5,190,426,M,1005992,EUR,1044144000,D,3,3,False,58.0,46.0,11.0,2.0,0.0,31.0,34.0,15.0,24.0,1.0,4.0,8.0,7.0,,,,,90.0,71.0,6.7,12.0,0.00491149,0,,,,4.0,7.0,1.0,,,,,1.0,1.0,,,2.0,,,,2.0,,,,,,,,,,,,
12514231,away,Rio Ave,Nelson Abbey,Nelson Abbey,,nelson-abbey,N. Abbey,D,6,187,247,M,1064359,EUR,1062028800,D,4,4,False,59.0,48.0,7.0,,0.0,40.0,41.0,8.0,18.0,1.0,5.0,10.0,3.0,,,,,90.0,81.0,7.2,13.0,0.00255417,1,,,,1.0,3.0,,1.0,,1.0,3.0,,3.0,2.0,1.0,1.0,0.0144,,,1.0,,,,,,,,,,,,
12514231,away,Rio Ave,Omar Richards,,,omar-richards,O. Richards,D,77,174,528,M,892483,EUR,887500800,D,98,98,False,38.0,30.0,2.0,,0.0,15.0,17.0,15.0,24.0,1.0,6.0,8.0,2.0,,,,,77.0,79.0,7.0,19.0,0.013078,0,,3.0,,2.0,7.0,1.0,2.0,,,,,3.0,2.0,3.0,1.0,,,,,,,,3.0,2.0,,,,,,,
12514231,away,Rio Ave,Demir Ege Tıknaz,,,demir-ege-tiknaz,D. E. Tıknaz,M,34,194,2293,M,1142613,EUR,1092700800,M,34,34,False,36.0,31.0,1.0,1.0,0.0,19.0,20.0,12.0,17.0,1.0,3.0,2.0,4.0,,,,,77.0,57.0,6.4,14.0,0.00665906,1,,1.0,,1.0,9.0,2.0,1.0,,1.0,1.0,5.0,2.0,,4.0,3.0,0.1535,,1.0,,,,,2.0,,,,,,,,
12514231,away,Rio Ave,Martim Neto,,,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,38.0,32.0,3.0,2.0,0.0,11.0,13.0,21.0,26.0,,3.0,,5.0,,,,,85.0,47.0,6.6,10.0,0.029237,0,,1.0,,,3.0,2.0,,,,,,1.0,,2.0,,,1.0,,,,,,3.0,2.0,,,,,,,1.0
12514231,away,Rio Ave,André Luiz,André Luiz,,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,M,7,7,False,17.0,11.0,1.0,,0.0,3.0,7.0,8.0,11.0,,6.0,1.0,6.0,,,,,63.0,32.0,6.6,13.0,0.0292537,0,,1.0,,,5.0,,3.0,,,,,2.0,1.0,2.0,1.0,,,,3.0,,,,2.0,1.0,,,,,,,
12514231,away,Rio Ave,Ole Pohlmann,,,ole-pohlmann,O. Pohlmann,M,80,184,239,M,930273,EUR,986428800,M,80,80,False,19.0,17.0,,,0.0,5.0,5.0,14.0,19.0,,6.0,1.0,5.0,,,,,77.0,36.0,7.5,8.0,0.327133,1,,5.0,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,0.0385,3.0,,2.0,,,,3.0,3.0,,,,1.0,,,
12514231,away,Rio Ave,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,19,19,False,36.0,26.0,1.0,1.0,0.0,11.0,12.0,16.0,27.0,1.0,5.0,2.0,2.0,,,,,90.0,49.0,7.4,14.0,0.172088,2,,3.0,1.0,,1.0,,1.0,,,,,3.0,2.0,,,0.1343,2.0,,1.0,1.0,,0.0274,,,,,,1.0,,,
12514231,away,Rio Ave,Clayton,,,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,9,9,False,8.0,3.0,,,0.0,1.0,1.0,2.0,7.0,2.0,8.0,3.0,,,,,,90.0,29.0,6.6,14.0,0.00835078,2,,,,5.0,11.0,,2.0,,2.0,,,1.0,,4.0,1.0,0.0997,1.0,,5.0,,,,3.0,,,3.0,,,,,
12514231,away,Rio Ave,Tiago Morais,,,tiago-morais,T. Morais,F,21,168,233,M,1067284,EUR,1062547200,F,11,11,True,13.0,9.0,1.0,,0.0,8.0,8.0,1.0,5.0,,4.0,,,,,,,27.0,19.0,7.6,4.0,0.00029079,2,,,,1.0,1.0,,,,1.0,,,,,,,0.1055,,,1.0,1.0,1.0,0.8675,3.0,3.0,,,,,,,
12514231,away,Rio Ave,João Pedro,João Pedro,,joao-pedro,João Pedro,D,20,184,64,M,1116668,EUR,1047600000,D,22,22,True,14.0,12.0,,,1.0,9.0,9.0,3.0,5.0,,2.0,,2.0,,,,,13.0,22.0,7.1,4.0,0.00117453,0,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
12514231,away,Rio Ave,João Graça,,,joao-graca,J. Graça,M,21,177,46,M,309296,EUR,803433600,M,21,21,True,13.0,11.0,3.0,2.0,0.0,6.0,6.0,5.0,7.0,,1.0,,,,,,,13.0,16.0,6.5,3.0,0.00425961,0,,,,,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
12514231,away,Rio Ave,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,6,6,True,9.0,9.0,1.0,1.0,0.0,7.0,7.0,2.0,2.0,,,,2.0,,,,,13.0,12.0,6.4,3.0,0.0135973,0,,,,1.0,3.0,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,
12514231,away,Rio Ave,Karem Zoabi,Karem Zoabi,,karem-zoabi,K. Zoabi,F,14,184,147,M,1214878,EUR,1146614400,F,14,14,True,3.0,3.0,,,0.0,,,3.0,3.0,1.0,1.0,,,,,,,13.0,5.0,6.6,2.0,0.0108628,0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
12514231,away,Rio Ave,Matheus Teixeira,,,matheus-teixeira,M. Teixeira,G,1,187,100,M,939928,EUR,920851200,G,95,95,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,away,Rio Ave,Jonathan Panzo,,,jonathan-panzo,J. Panzo,D,37,186,230,M,867438,EUR,971568000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,away,Rio Ave,Theofanis Bakoulas,Theofanis Bakoulas,,theofanis-bakoulas,T. Bakoulas,M,29,175,462,M,1562121,EUR,1104796800,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514231,away,Rio Ave,Vítor Gomes,,,vitor-gomes,V. Gomes,M,,181,38,M,44739,EUR,567388800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
