match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_fouls,captain,stat_bigChanceMissed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_lastName,stat_dispossessed,stat_goals,stat_shotOffTarget,stat_accurateCross,player_sofascoreId,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
11067394,home,Grêmio,Gabriel Grando,Gabriel Grando,gabriel-grando,G. Grando,G,12,192.0,1323,M,1111770,EUR,954288000,G,12,12,False,31.0,20.0,16.0,5.0,17.0,19.0,3.0,12.0,1.0,1.0,8.0,1.0,4.0,6.0,90.0,43.0,7.6,11.0,0.0,0.0,0.00060096,0,-0.2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067394,home,Grêmio,João Pedro,,joao-pedro,J. Pedro,D,18,179.0,1116,M,605528,EUR,848016000,D,18,18,False,37.0,26.0,3.0,1.0,10.0,13.0,16.0,25.0,3.0,1.0,6.0,,,,82.0,55.0,6.4,18.0,0.0449,0.0,0.0315515,1,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11067394,home,Grêmio,Bruno Uvini,,bruno-uvini,Bruno Uvini,D,,187.0,190,M,158267,EUR,675907200,D,15,15,False,27.0,19.0,3.0,,14.0,17.0,5.0,10.0,5.0,,2.0,,,,90.0,37.0,7.2,8.0,0.0632,0.1546,0.372528,1,,,,7.0,1.0,1.0,,,1.0,4.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
11067394,home,Grêmio,Walter Kannemann,,walter-kannemann,W. Kannemann,D,4,183.0,2119,M,249647,EUR,668908800,D,4,4,False,39.0,33.0,4.0,3.0,24.0,28.0,9.0,11.0,5.0,1.0,6.0,,,,90.0,54.0,7.1,7.0,0.5968,0.7435,0.0034232,1,,,,7.0,,,,1.0,,1.0,3.0,,1.0,,3.0,1.0,3.0,True,1.0,2.0,3.0,2.0,1.0,,,,,,,,,
11067394,home,Grêmio,Reinaldo,,reinaldo,Reinaldo,D,6,178.0,2574,M,243109,EUR,622944000,D,22,22,False,38.0,32.0,3.0,3.0,10.0,12.0,22.0,28.0,2.0,,5.0,,,,74.0,58.0,7.7,11.0,0.0635,0.0,0.0678274,1,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,1.0,1.0,2.0,,,,2.0,1.0,3.0,,,,,,,,,
11067394,home,Grêmio,Mathias Villasanti,,mathias-villasanti,M. Villasanti,M,20,178.0,2843,M,1139775,EUR,854064000,M,20,20,False,41.0,36.0,3.0,1.0,20.0,22.0,16.0,19.0,9.0,6.0,5.0,,,,90.0,62.0,7.3,11.0,0.2849,0.4903,0.0165734,1,,,,9.0,1.0,,,3.0,,,,,1.0,,1.0,1.0,,,,,8.0,3.0,1.0,,2.0,1.0,,,,,,
11067394,home,Grêmio,Felipe Carballo,,felipe-carballo,F. Carballo,M,,177.0,618,M,805038,EUR,844387200,M,8,8,False,38.0,29.0,2.0,1.0,10.0,12.0,19.0,26.0,7.0,1.0,5.0,,,,90.0,52.0,6.3,12.0,0.7315,0.0,0.0196558,3,,,,4.0,1.0,,1.0,1.0,,2.0,2.0,,,,,1.0,2.0,,1.0,,2.0,2.0,,,1.0,,2.0,,,,,
11067394,home,Grêmio,Bitello,Bitello,bitello,Bitello,M,10,179.0,1768,M,1106839,EUR,947203200,M,39,39,False,33.0,24.0,1.0,1.0,5.0,6.0,20.0,30.0,7.0,3.0,6.0,,,,90.0,60.0,7.6,19.0,0.0227,0.3259,0.533222,1,,,3.0,7.0,2.0,2.0,,5.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,1.0,,4.0,,2.0,1.0,,1.0,,,,
11067394,home,Grêmio,Franco Cristaldo,,franco-cristaldo,F. Cristaldo,M,10,175.0,2295,M,558820,EUR,840067200,M,19,19,False,37.0,31.0,3.0,2.0,8.0,9.0,27.0,33.0,2.0,2.0,4.0,,,,75.0,53.0,7.7,9.0,0.7884,0.9167,0.269028,1,,,5.0,2.0,1.0,1.0,,2.0,4.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,4.0,,,,
11067394,home,Grêmio,Vina,,vina,Vina,M,29,177.0,1454,M,1101714,EUR,671673600,M,11,11,False,29.0,25.0,1.0,1.0,9.0,9.0,16.0,20.0,3.0,1.0,7.0,,,,61.0,38.0,6.5,6.0,0.5885,0.0,0.0691713,3,,,,1.0,1.0,,2.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,
