match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_outfielderBlock,stat_dispossessed,stat_totalClearance,stat_wasFouled,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_goalAssist,stat_goals,stat_penaltyConceded,stat_totalOffside
12117008,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,11.0,10.0,4.0,3.0,9.0,9.0,1.0,2.0,5.0,2.0,6.0,90.0,21.0,7.0,1.0,0.00165146,0,1.2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,47.0,43.0,6.0,3.0,16.0,18.0,29.0,34.0,2.0,,,90.0,68.0,6.6,9.0,0.0716832,1,,5.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0.1024,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Gary Medel,gary-medel,G. Medel,D,17,171,1841,M,,22975,EUR,554947200,D,17,17,False,36.0,33.0,3.0,2.0,24.0,26.0,9.0,10.0,2.0,,,45.0,38.0,6.5,4.0,0.00163066,0,,,,,1.0,,,,,,1.0,1.0,,,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,60.0,58.0,4.0,3.0,28.0,28.0,30.0,32.0,3.0,,,90.0,67.0,6.1,4.0,0.0108737,0,,,,1.0,3.0,2.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,48.0,43.0,2.0,1.0,13.0,14.0,33.0,42.0,2.0,,,90.0,74.0,6.3,11.0,0.065535,4,,8.0,3.0,2.0,4.0,3.0,1.0,1.0,,,1.0,1.0,0.1591,1.0,,,,,,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,53.0,44.0,8.0,7.0,27.0,28.0,17.0,26.0,7.0,,,71.0,67.0,7.4,11.0,0.135071,0,,1.0,,,2.0,7.0,,2.0,3.0,3.0,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Juan Sforza,juan-sforza,J. Sforza,M,13,179,1614,M,,1003013,EUR,1013644800,M,20,20,False,51.0,45.0,7.0,3.0,27.0,29.0,18.0,22.0,2.0,,,56.0,58.0,6.6,6.0,0.00774511,1,,,,,2.0,3.0,1.0,,1.0,,,1.0,0.0685,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,M,77,77,False,18.0,13.0,2.0,1.0,9.0,11.0,4.0,7.0,5.0,,,56.0,28.0,6.4,7.0,0.0133062,2,,,,1.0,1.0,4.0,,,1.0,,2.0,,0.0408,,,,,,2.0,1.0,,,,2.0,Rayan,,,,,,,,,,,,,,,
12117008,home,Vasco da Gama,Dimitri Payet,dimitri-payet,D. Payet,M,,175,8203,M,payet27,14216,EUR,543974400,M,10,10,False,34.0,30.0,1.0,,12.0,12.0,18.0,25.0,2.0,,,45.0,41.0,6.3,9.0,0.0351486,1,,3.0,,,2.0,,1.0,,,,,,0.2887,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
12117008,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,M,7,7,False,27.0,21.0,,,4.0,4.0,18.0,25.0,3.0,,,90.0,40.0,6.8,10.0,0.102494,1,,2.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,,2.0,3.0,0.0255,3.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
