match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11067561,home,Goiás,Tadeu,,,tadeu,Tadeu,G,23,184,759,M,552172,EUR,697161600,G,23,23,False,True,15.0,11.0,10.0,6.0,7.0,7.0,4.0,8.0,1.0,10.0,2.0,1.0,1.0,90.0,26.0,7.3,4.0,0.0,0.0,0.00069938,0,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067561,home,Goiás,Maguinho,,,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,,21.0,18.0,3.0,3.0,5.0,5.0,13.0,17.0,1.0,5.0,,,,90.0,55.0,6.8,13.0,0.2253,0.0,0.059501,4,,1.0,1.0,2.0,9.0,7.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,
11067561,home,Goiás,Lucas Halter,,,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,,33.0,22.0,7.0,2.0,15.0,20.0,7.0,13.0,5.0,10.0,,,,90.0,51.0,7.2,13.0,0.092,0.0,0.00382891,1,,,,1.0,2.0,2.0,,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,
11067561,home,Goiás,Bruno Melo,,,bruno-melo,Bruno Melo,D,26,183,189,M,870851,EUR,720057600,D,19,19,False,,32.0,25.0,2.0,,18.0,23.0,7.0,9.0,3.0,3.0,,,,90.0,40.0,6.4,7.0,0.1019,0.0,0.00720552,2,,,1.0,1.0,6.0,2.0,,,,,1.0,1.0,,,,,4.0,,,1.0,1.0,,,,,,,
11067561,home,Goiás,Sander,,,sander,Sander,D,6,177,84,M,795014,EUR,654912000,D,6,6,False,,38.0,32.0,6.0,3.0,14.0,16.0,20.0,28.0,2.0,5.0,,,,90.0,71.0,7.3,17.0,0.055,0.0,0.210728,1,,6.0,2.0,2.0,6.0,3.0,2.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,
11067561,home,Goiás,Anderson Oliveira,,,anderson-oliveira,Anderson Oliveira,F,70,169,239,M,931538,EUR,900547200,M,70,70,False,,31.0,24.0,1.0,,2.0,3.0,22.0,28.0,,4.0,,,,89.0,46.0,7.3,13.0,0.0351,0.0,0.264722,0,,,2.0,,6.0,7.0,2.0,4.0,3.0,,,,,2.0,1.0,3.0,1.0,2.0,,,2.0,,1.0,,,,,
11067561,home,Goiás,Luís Oyama,,,luis-oyama,Luís Oyama,M,6,171,231,M,922570,EUR,854582400,M,55,55,False,,16.0,14.0,,,2.0,2.0,12.0,15.0,1.0,2.0,,,,65.0,27.0,6.6,7.0,0.0,0.0,0.427814,0,,1.0,1.0,,7.0,,2.0,1.0,,,,,2.0,,,1.0,,3.0,,3.0,,,,,,,,
11067561,home,Goiás,Willian Oliveira,,,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,12,12,False,,43.0,35.0,1.0,,19.0,23.0,16.0,20.0,1.0,9.0,,,,90.0,57.0,6.9,10.0,0.2556,0.1832,0.0395692,1,,,,1.0,1.0,4.0,,,,1.0,,,3.0,2.0,1.0,2.0,,,,1.0,1.0,,,1.0,,,,
11067561,home,Goiás,Everton Morelli,,,everton-morelli,E. Morelli,M,8,185,105,M,928137,EUR,878601600,M,40,40,False,,37.0,21.0,9.0,3.0,8.0,13.0,13.0,24.0,3.0,9.0,,,,90.0,62.0,6.6,22.0,0.258,0.0,0.0145144,3,,,1.0,,6.0,6.0,4.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,5.0,,,,,,,
11067561,home,Goiás,Vinícius,,,vinicius,Vinícius,F,7,180,199,M,124807,EUR,744336000,M,7,7,False,,21.0,15.0,2.0,1.0,8.0,9.0,9.0,17.0,,2.0,,,,65.0,35.0,6.7,15.0,0.0961,0.0,0.245778,1,,5.0,,2.0,5.0,2.0,,4.0,,,1.0,,,,,2.0,,2.0,,1.0,,2.0,1.0,,,,,
