match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,player_firstName,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalOffside,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_goodHighClaim,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_hitWoodwork
12117181,home,Athletico,Léo Linck,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,False,15.0,13.0,4.0,3.0,0.0,13.0,14.0,1.0,1.0,9.0,1.0,1.0,5.0,90.0,27.0,6.9,2.0,0.00014905,0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117181,home,Athletico,Kaique Rocha,kaique-rocha,K. Rocha,D,27,195,456,M,963990,EUR,983318400,D,4,4,False,54.0,53.0,1.0,1.0,0.0,19.0,20.0,35.0,,3.0,,,,45.0,65.0,7.1,1.0,0.115422,1,,35.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,0.0475,1.0,,,,,,,,,,,,,,,,,,,
12117181,home,Athletico,Mateo Gamarra,gamarra-mateo,M. Gamarra,D,14,185,727,M,1085451,EUR,972000000,D,15,15,False,101.0,92.0,7.0,3.0,0.0,38.0,38.0,64.0,2.0,5.0,,,,90.0,114.0,6.9,11.0,0.0339391,4,,54.0,1.0,,1.0,5.0,7.0,1.0,1.0,,3.0,,1.0,1.0,0.2637,,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12117181,home,Athletico,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,72.0,66.0,5.0,3.0,0.0,28.0,32.0,50.0,,8.0,,,,90.0,102.0,7.2,16.0,0.148634,1,,40.0,10.0,2.0,1.0,8.0,9.0,4.0,1.0,1.0,,,8.0,3.0,0.011,1.0,,1.0,,2.0,Lucas Esquivel,1.0,3.0,1.0,,,,,,,,,,,
12117181,home,Athletico,Erick,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,26,26,False,43.0,43.0,6.0,6.0,0.0,13.0,13.0,30.0,2.0,,,,,45.0,54.0,6.9,1.0,0.0186684,1,,30.0,,,1.0,2.0,1.0,,,,,,,,0.0118,,,1.0,1.0,1.0,,,3.0,1.0,True,,,,,,,,,,
12117181,home,Athletico,Christian,christian,Christian,M,88,178,1761,M,981733,EUR,977184000,M,88,88,False,43.0,37.0,1.0,1.0,0.0,6.0,6.0,39.0,,3.0,,,,71.0,56.0,6.9,12.0,0.0446538,1,,31.0,2.0,,1.0,4.0,2.0,,,,1.0,,,,0.1095,,,,2.0,1.0,,2.0,1.0,2.0,,1.0,,,,,,,,,
12117181,home,Athletico,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,3,3,False,97.0,85.0,2.0,2.0,0.0,23.0,28.0,70.0,1.0,8.0,,,,90.0,111.0,7.6,13.0,0.0968736,0,,63.0,1.0,1.0,4.0,7.0,10.0,3.0,,,,,5.0,3.0,,3.0,3.0,,2.0,,,,2.0,1.0,,,,,,,,,,,
12117181,home,Athletico,Nikão,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,F,11,11,False,42.0,35.0,3.0,2.0,0.0,12.0,13.0,35.0,,5.0,,,,59.0,53.0,6.9,12.0,0.220059,0,,25.0,6.0,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
12117181,home,Athletico,Bruno Zapelli,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,1092354,EUR,1021507200,M,10,10,False,37.0,31.0,,,0.0,8.0,10.0,27.0,,,,,,45.0,46.0,6.3,13.0,0.037743,0,,23.0,,,2.0,7.0,3.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,4.0,,2.0,,,,,,,,,,,
12117181,home,Athletico,Julimar,julimar,Julimar,F,20,188,376,M,1167536,EUR,980380800,F,20,20,False,31.0,25.0,3.0,,0.0,7.0,9.0,27.0,,3.0,,,,90.0,55.0,7.3,17.0,0.0924092,3,,19.0,5.0,1.0,,6.0,7.0,1.0,3.0,2.0,1.0,,3.0,2.0,0.1304,,1.0,,1.0,2.0,,2.0,1.0,4.0,,,,2.0,0.0597,,,,,,
