match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_aerialLost,stat_fouls,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_goals,stat_totalOffside
14566619,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6863,M,gregorkobel,556866,EUR,881366400,G,1,1,False,42.0,32.0,12.0,2.0,0.0,31.0,34.0,1.0,8.0,1.0,1.0,10.0,2.0,3.0,3.0,90.0,48.0,6.6,10.0,0.00064609,25.344,5.77312,0.0,71.258119363633,10.0,26.67,8.4,0.1661,0,-0.7301,0.03,0.02,-0.11,0.19,3.59,2.0,0.13,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566619,home,Borussia Dortmund,Filippo Mané,filippo-calixte-mane,F. Mané,D,39,188,2264,M,,1137131,EUR,1110240000,D,39,39,False,61.0,51.0,10.0,3.0,0.0,26.0,26.0,25.0,35.0,2.0,5.0,3.0,,,,89.0,82.0,6.9,16.0,0.0239798,31.032,10.45585,12.0,189.52003136366,21.0,122.955,22.26,,0,,0.26,0.14,0.42,,2.49,5.56,1.49,0.68,0.24,,,2.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,42.882517729441,2.0,,,,,,,,,,,,,,,,,,
14566619,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5008,M,emrecan23,138156,EUR,758332800,D,23,23,False,73.0,63.0,6.0,3.0,0.0,47.0,51.0,16.0,22.0,2.0,7.0,4.0,,,,90.0,86.0,7.3,10.0,0.0123649,31.284,10.31284,10.0,156.68042884798,19.0,84.21,25.095,,0,,-0.01,0.1,0.62,,2.95,5.35,1.33,0.5,0.19,,,,6.0,2.0,,3.0,1.0,2.0,1.0,4.0,2.0,,,1.0,46.812964602582,2.0,True,2.0,2.0,,,,,,,,,,,,,,,
14566619,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10365,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,66.0,57.0,21.0,18.0,0.0,37.0,39.0,20.0,27.0,1.0,8.0,5.0,,,,90.0,91.0,7.3,14.0,0.0177029,30.312,10.83525,7.0,199.00523644629,23.0,160.125,22.68,,1,,0.25,0.14,0.27,,2.77,5.62,1.74,0.57,0.13,,,,6.0,,5.0,2.0,,2.0,1.0,4.0,1.0,,,2.0,48.006678414546,3.0,,,2.0,1.0,1.0,0.0597,-0.14,,,,,,,,,,,
14566619,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3457,M,,800951,EUR,879724800,M,26,26,False,28.0,25.0,1.0,1.0,0.0,9.0,9.0,16.0,19.0,,2.0,6.0,,,,90.0,65.0,7.1,20.0,0.268989,31.176,11.6687,15.0,102.01816847746,14.0,48.405,17.745,,1,,0.25,0.11,0.54,,2.69,5.84,1.91,0.92,0.31,,,12.0,6.0,1.0,3.0,3.0,1.0,1.0,,,,,4.0,,17.925889685034,1.0,,1.0,1.0,2.0,,0.0215,0.01,3.0,2.0,1.0,1.0,3.0,,,,,,
14566619,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,4006,M,,907463,EUR,971136000,M,8,8,False,38.0,35.0,,,0.0,20.0,22.0,15.0,16.0,,6.0,4.0,,,,90.0,57.0,6.7,6.0,0.0282194,31.644,12.18722,13.0,60.387308385359,9.0,9.975,10.92,,0,,0.05,0.05,-0.22,,2.66,6.19,2.24,0.84,0.27,,,,6.0,2.0,,1.0,,7.0,,3.0,1.0,,1.0,3.0,,,,,2.0,,,,,,2.0,,,,,,,,,
14566619,home,Borussia Dortmund,Jobe Bellingham,jobe-bellingham,J. Bellingham,M,7,189,41415,M,Jobe,1134083,EUR,1127433600,M,7,7,False,48.0,44.0,3.0,2.0,0.0,21.0,22.0,23.0,26.0,1.0,6.0,6.0,,,,90.0,63.0,7.2,6.0,0.0858688,30.276,12.14034,9.0,71.21606916749,12.0,7.14,5.04,,1,,0.19,0.1,0.19,,2.61,6.46,2.13,0.78,0.17,Jobe Bellingham,,,1.0,,1.0,3.0,,1.0,,3.0,,,1.0,1.0,,,,,1.0,1.0,,0.0227,-0.05,,1.0,,1.0,,,,,,,
14566619,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29095,M,rbens,577726,EUR,797990400,M,5,5,False,17.0,13.0,1.0,,0.0,5.0,5.0,8.0,12.0,1.0,7.0,3.0,,,,82.0,35.0,6.9,11.0,0.00394402,31.068,9.8187,10.0,17.677606819051,3.0,17.43,9.66,,0,,-0.05,0.05,0.65,,2.41,4.87,1.62,0.69,0.21,,,4.0,5.0,,,2.0,,,1.0,4.0,3.0,,1.0,2.0,,,,2.0,1.0,,,,,,2.0,,,,,,,,,
14566619,home,Borussia Dortmund,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4892,M,,980628,EUR,1034812800,F,14,14,False,20.0,10.0,,,0.0,2.0,5.0,8.0,15.0,1.0,3.0,2.0,,,,90.0,40.0,6.2,21.0,0.12676,31.248,12.51515,15.0,43.609344584667,5.0,34.23,9.765,,1,,0.25,0.05,-0.16,,2.65,6.25,2.38,0.97,0.27,,,,10.0,3.0,1.0,,,,,1.0,1.0,,7.0,1.0,,,,2.0,2.0,,,0.0337,0.02,,2.0,,1.0,,,,,,,
14566619,home,Borussia Dortmund,Fábio Silva,fabio-silva,F. Silva,F,21,185,5311,M,fabio.silva,954076,EUR,1027036800,F,21,21,False,19.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,15.0,2.0,3.0,4.0,,,,81.0,27.0,6.5,7.0,0.0419643,29.592,9.77479,7.0,73.714535819423,8.0,48.09,17.115,,3,,0.0,0.21,,,2.45,4.76,1.66,0.77,0.13,,,,2.0,,,,,,,1.0,1.0,,2.0,,43.757281535414,3.0,,1.0,,,2.0,0.1407,-0.31,,1.0,,1.0,,,,,,,
