match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_dribbleValueNormalized,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_totalCross,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_goals,stat_bigChanceCreated,captain
14566662,home,Manchester City,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,70015,M,donnarumma,824509,EUR,919900800,G,25,25,False,26.0,18.0,13.0,5.0,0.0,16.0,17.0,2.0,9.0,1.0,2.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,90.0,42.0,7.2,9.0,0.00052964,21.672,5.12803,0.0,0.1915,0,0.0148,0.05,0.46,0.22,3.54,1.48,0.08,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,58.0,50.0,1.0,1.0,0.0,33.0,39.0,17.0,19.0,,1.0,3.0,5.0,,,,1.0,,,,,,,90.0,78.0,6.6,11.0,0.0115796,31.428,10.49044,10.0,,0,,0.12,-0.01,,2.86,5.61,1.33,0.43,0.26,,,2.0,4.0,1.0,1.0,2.0,0.2,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22291,M,johnstones5,152077,EUR,770083200,D,5,5,False,47.0,45.0,1.0,1.0,0.0,38.0,39.0,7.0,8.0,1.0,2.0,1.0,4.0,,,,1.0,,,,,,,90.0,53.0,6.8,2.0,0.00275959,26.748,10.28235,3.0,,0,,0.09,-0.03,,2.74,5.38,1.66,0.44,0.07,,,,,,,,0.03,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,62.0,55.0,4.0,2.0,0.0,41.0,45.0,14.0,17.0,3.0,6.0,5.0,4.0,,1.0,,2.0,,,,,,,90.0,81.0,6.9,10.0,0.00593588,27.324,10.64854,5.0,,0,,0.11,0.27,,2.67,5.75,1.69,0.44,0.09,,,2.0,7.0,,,2.0,0.07,1.0,3.0,,1.0,5.0,,,,,,,,,,,,,,,
14566662,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,16113,M,,1142703,EUR,1111363200,D,33,33,False,32.0,28.0,3.0,1.0,0.0,17.0,17.0,11.0,15.0,2.0,5.0,2.0,1.0,,3.0,1.0,,,,,,,,86.0,52.0,6.2,8.0,0.0408451,29.448,10.03216,11.0,,2,,-0.09,-0.23,,2.63,4.94,1.57,0.67,0.22,Nico,O’Reilly,,5.0,2.0,,3.0,0.15,,1.0,,,3.0,1.0,1.0,1.0,1.0,0.4511,0.5847,-0.6,,,,,,,,
14566662,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19848,M,nico14,954056,EUR,1010016000,M,14,14,False,69.0,65.0,2.0,1.0,0.0,44.0,46.0,21.0,23.0,2.0,7.0,5.0,10.0,,4.0,2.0,,,,,,,,90.0,89.0,7.3,8.0,0.0151485,24.984,12.02443,0.0,,2,,0.27,0.35,,2.49,6.28,2.66,0.58,0.02,,,1.0,4.0,2.0,1.0,1.0,0.06,,2.0,,,,,1.0,,,0.1751,,-0.42,1.0,1.0,1.0,,,,,
14566662,home,Manchester City,Savinho,savio,Savinho,M,26,176,52195,M,Savinho,1046795,EUR,1081555200,M,26,26,False,30.0,20.0,,,0.0,9.0,10.0,11.0,20.0,,6.0,,5.0,,,,3.0,,,,,,,79.0,50.0,7.0,19.0,0.0416964,31.5,8.73551,13.0,,3,,-0.33,-0.02,,2.64,3.71,1.43,0.65,0.3,,,,5.0,,6.0,2.0,1.0,,,,1.0,2.0,,1.0,1.0,2.0,0.1392,0.0738,-0.56,1.0,3.0,1.0,2.0,,,,
14566662,home,Manchester City,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38547,M,tijjanireijnders,893549,EUR,901670400,M,4,4,False,32.0,28.0,,,2.0,9.0,10.0,19.0,22.0,,2.0,1.0,1.0,,,,1.0,,,,,,,79.0,41.0,7.1,7.0,0.0566256,27.9,10.07493,9.0,,2,,-0.2,-0.17,,2.16,4.86,2.14,0.7,0.21,,,,1.0,,2.0,1.0,0.57,,,1.0,1.0,,,1.0,1.0,,0.0542,0.1459,-0.28,,1.0,,3.0,,,,
14566662,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,173851,M,Foden,859765,EUR,959472000,M,47,47,False,52.0,47.0,4.0,4.0,0.0,20.0,22.0,27.0,30.0,,3.0,,5.0,,,,1.0,,,,,,,90.0,71.0,10.0,13.0,0.422009,27.72,12.25533,9.0,,4,,0.59,-0.07,,2.51,6.49,2.38,0.71,0.16,,,2.0,4.0,,2.0,1.0,0.42,,,,6.0,,,,4.0,,0.2265,1.4691,0.95,2.0,2.0,,3.0,2.0,2.0,,
14566662,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,71179,M,Dokss,934386,EUR,1022457600,M,11,11,False,31.0,28.0,3.0,2.0,1.0,12.0,13.0,16.0,18.0,,9.0,,4.0,,2.0,1.0,3.0,,,,,,,79.0,54.0,7.4,13.0,0.189838,28.188,8.76198,5.0,,0,,0.37,-0.17,,2.57,4.16,1.39,0.52,0.11,,,,5.0,,7.0,3.0,0.23,,,1.0,1.0,,,,,,,,,2.0,4.0,,3.0,,,1.0,
14566662,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,849024,M,EHaaland,839956,EUR,964137600,F,9,9,False,16.0,13.0,,,0.0,5.0,5.0,8.0,11.0,1.0,3.0,1.0,,,,,1.0,,,,,,,86.0,25.0,7.9,3.0,0.162847,31.788,9.25939,18.0,,4,,0.15,-0.01,,3.11,3.98,1.11,0.64,0.41,,,,1.0,,1.0,,0.33,,,,,1.0,,1.0,3.0,,0.7949,0.4132,0.48,,1.0,,1.0,,1.0,1.0,True
14566662,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40381,M,RúbenD,318941,EUR,863568000,D,3,3,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,11.0,6.0,6.8,,0.00011013,25.092,1.7897,0.0,,0,,0.02,0.17,,0.4,1.0,0.32,0.07,0.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Rayan Cherki,cherki-rayan,R. Cherki,M,10,176,77290,M,rayan_cherki,979128,EUR,1061078400,M,10,10,True,6.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,,2.0,,2.0,,,,1.0,,,,,,,11.0,10.0,7.9,3.0,0.0002231,26.532,2.06561,2.0,,1,,-0.07,-0.01,,0.43,0.97,0.44,0.18,0.04,,,,,,1.0,1.0,0.46,,,,,,,,1.0,,0.1448,0.7079,0.51,,1.0,,,,1.0,,
14566662,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62462,M,BSilva,331209,EUR,776476800,M,20,20,True,12.0,10.0,,,0.0,6.0,7.0,4.0,5.0,1.0,2.0,,,,1.0,,,,,,,,,11.0,15.0,6.7,3.0,0.00109829,26.496,2.23042,2.0,,0,,-0.02,0.14,,0.41,1.12,0.46,0.2,0.05,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,45066,M,r_aitnouri,931278,EUR,991785600,D,21,21,True,1.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,9.0,3.0,6.7,1.0,0.0078075,25.272,0.97483,0.0,,0,,0.04,0.0,,0.23,0.53,0.15,0.05,0.01,,,,1.0,,1.0,,0.1,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196101,M,OMarmoush,873554,EUR,918345600,F,7,7,True,,,,,0.0,,,,,,,,,,,,,,,,,,,9.0,,6.4,,,27.576,1.1613,1.0,,0,,,,,0.26,0.54,0.24,0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,James Trafford,james-trafford,J. Trafford,G,1,197,21835,M,,980643,EUR,1034208000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Marcus Bettinelli,marcus-bettinelli,M. Bettinelli,G,13,194,7719,M,marcusbettss,257993,EUR,706665600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21204,M,nathanake,149663,EUR,793065600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,86376,M,abdukodir_khusanov,1194333,EUR,1078012800,D,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17470,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Rico Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,home,Manchester City,Oscar Bobb,oscar-bobb,O. Bobb,M,14,174,21379,M,oscarbobb,1065216,EUR,1057968000,M,52,52,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Oscar Bobb,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566662,away,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6863,M,gregorkobel,556866,EUR,881366400,G,1,1,False,25.0,15.0,15.0,5.0,0.0,12.0,17.0,3.0,8.0,,,2.0,5.0,,,,,,4.0,8.0,1.0,1.0,1.0,90.0,39.0,6.6,10.0,0.00043676,19.188,5.67234,0.0,0.6172,0,-0.6054,0.01,-0.47,0.17,3.83,1.69,0.14,0.01,0.0,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,
14566662,away,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2192,M,,799046,EUR,837820800,D,3,3,False,81.0,72.0,8.0,3.0,0.0,46.0,48.0,26.0,33.0,,1.0,,3.0,,1.0,1.0,,,,,,,,90.0,88.0,6.8,10.0,0.0180292,27.936,11.17279,11.0,,2,,0.2,-0.74,,2.67,5.55,1.92,0.82,0.22,,,,2.0,1.0,,,0.02,,1.0,,,1.0,,,2.0,,0.2336,0.7404,0.52,,,,,,1.0,,
14566662,away,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10365,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,68.0,63.0,12.0,9.0,0.0,35.0,35.0,28.0,33.0,1.0,4.0,4.0,6.0,,1.0,,2.0,,,,,,,90.0,80.0,6.8,5.0,0.0289742,29.34,9.90618,10.0,,0,,0.26,-0.4,,3.09,4.75,1.36,0.49,0.21,,,2.0,3.0,1.0,,,0.07,1.0,1.0,,,,,,,,,,,,,,,,,,True
14566662,away,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29095,M,rbens,577726,EUR,797990400,D,5,5,False,28.0,28.0,2.0,2.0,0.0,14.0,14.0,14.0,14.0,1.0,4.0,2.0,5.0,,2.0,2.0,1.0,,,,,,,67.0,39.0,6.1,3.0,0.0157931,30.276,7.71859,12.0,,0,,0.12,-0.54,,2.05,3.75,1.1,0.55,0.26,,,,5.0,1.0,,2.0,0.06,,,,,4.0,,,,,,,,,,,,,,,
14566662,away,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3457,M,,800951,EUR,879724800,M,26,26,False,30.0,26.0,,,1.0,16.0,18.0,10.0,12.0,,3.0,4.0,5.0,,2.0,,1.0,,,,,,,90.0,57.0,6.2,12.0,0.116295,29.376,11.13829,17.0,,1,,0.05,-0.25,,2.78,5.49,1.71,0.83,0.33,,,2.0,10.0,3.0,,,0.06,,,,8.0,3.0,,1.0,,,0.0859,,-0.4,2.0,,,3.0,2.0,,1.0,
14566662,away,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8472,M,marcel7sabitzer,133908,EUR,763862400,M,20,20,False,25.0,19.0,1.0,,0.0,9.0,9.0,10.0,16.0,,1.0,,2.0,,1.0,,,,,,,,,67.0,31.0,6.2,9.0,0.0161966,28.08,9.15785,8.0,,0,,-0.04,-0.2,,1.78,4.36,1.99,0.86,0.17,,,,,,,1.0,0.04,,1.0,,3.0,,,,,,,,,,,,,1.0,,,
14566662,away,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,4006,M,,907463,EUR,971136000,M,8,8,False,51.0,45.0,5.0,3.0,0.0,21.0,22.0,24.0,29.0,1.0,4.0,,6.0,,1.0,1.0,,,,,,,,90.0,62.0,6.9,7.0,0.0353778,29.484,11.92156,12.0,,1,,0.28,-0.22,,2.68,5.97,2.06,0.92,0.3,,,,2.0,1.0,2.0,1.0,0.12,1.0,2.0,,,1.0,,1.0,,,0.0442,,-0.08,,2.0,,2.0,,,,
14566662,away,Borussia Dortmund,Daniel Svensson,daniel-svensson,D. Svensson,M,24,183,3298,M,,1021272,EUR,1013472000,M,24,24,False,30.0,26.0,1.0,1.0,0.0,6.0,7.0,20.0,23.0,,4.0,1.0,2.0,,4.0,2.0,,,,,,,,90.0,44.0,6.0,10.0,0.0246446,29.844,12.52723,17.0,,0,,-0.18,-0.31,,2.52,6.07,2.53,1.05,0.36,,,1.0,5.0,3.0,,3.0,0.08,,,,3.0,1.0,,,,,,,,,,,,,,,
14566662,away,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,15.0,12.0,,,0.0,5.0,5.0,7.0,10.0,,7.0,,1.0,,2.0,1.0,3.0,,,,,,,81.0,45.0,6.6,16.0,0.0874689,31.212,9.31973,17.0,,5,,-0.12,-0.04,,2.64,4.22,1.4,0.69,0.37,,,,8.0,1.0,4.0,4.0,0.42,,,,3.0,1.0,,2.0,1.0,,0.5095,0.0478,-0.6,4.0,2.0,2.0,1.0,1.0,,,
14566662,away,Borussia Dortmund,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4892,M,,980628,EUR,1034812800,F,14,14,False,20.0,16.0,,,0.0,3.0,4.0,13.0,16.0,1.0,2.0,2.0,3.0,,,,,,,,,,,67.0,36.0,6.8,13.0,0.386132,31.932,8.65926,14.0,,0,,0.08,0.18,,2.03,3.94,1.63,0.72,0.33,,,1.0,2.0,1.0,1.0,5.0,0.21,,1.0,,3.0,,,,,,,,,,1.0,,1.0,,,,
14566662,away,Borussia Dortmund,Serhou Guirassy,serhou-guirassy,S. Guirassy,F,9,187,50480,M,guirassy19off,328027,EUR,826588800,F,9,9,False,21.0,18.0,1.0,,0.0,10.0,11.0,8.0,10.0,2.0,4.0,1.0,4.0,,,,2.0,,,,,,,67.0,31.0,6.6,6.0,0.0371004,27.468,7.74813,5.0,,3,,-0.04,0.17,,1.99,4.15,1.09,0.43,0.09,,,3.0,5.0,,1.0,2.0,0.39,,,,,1.0,,1.0,1.0,,0.1516,0.2265,-0.54,,,1.0,,,,,
14566662,away,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5008,M,emrecan23,138156,EUR,758332800,M,23,23,True,29.0,29.0,,,0.0,18.0,18.0,11.0,11.0,,1.0,1.0,1.0,,,,1.0,,,,,,,23.0,32.0,6.6,,0.00929808,26.712,2.67509,2.0,,0,,0.12,-0.05,,0.84,1.31,0.35,0.15,0.03,,,,2.0,1.0,,,0.09,,,,,1.0,,,,,,,,,,,1.0,,,,
