match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_errorLeadToAGoal
12437765,home,Las Palmas,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185.0,1502,M,123865,EUR,609206400,G,1,1,False,28.0,16.0,22.0,10.0,0.0,6.0,6.0,10.0,22.0,13.0,1.0,1.0,2.0,1.0,1.0,90.0,41.0,6.8,12.0,0.00702879,0,-0.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437765,home,Las Palmas,Andy Pelmard,,,andy-pelmard,A. Pelmard,D,70,179.0,411,M,877978,EUR,952819200,D,6,6,False,21.0,20.0,,,0.0,12.0,12.0,8.0,9.0,1.0,,,,,,61.0,38.0,6.8,4.0,0.0162168,0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437765,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179.0,259,M,914848,EUR,725846400,D,4,4,False,52.0,46.0,6.0,2.0,0.0,38.0,40.0,8.0,12.0,2.0,,,,,,84.0,60.0,6.3,7.0,0.00388442,1,,2.0,1.0,4.0,5.0,1.0,,,,True,1.0,1.0,1.0,1.0,3.0,1.0,0.033,,,,,,,,,,,,,,,,,
12437765,home,Las Palmas,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188.0,973,M,358108,EUR,847756800,D,15,15,False,67.0,61.0,2.0,1.0,0.0,41.0,43.0,20.0,24.0,4.0,,,,,,90.0,79.0,7.0,6.0,0.0439405,0,,1.0,1.0,2.0,4.0,2.0,2.0,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12437765,home,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181.0,783,M,979146,EUR,993945600,D,3,3,False,56.0,41.0,8.0,2.0,0.0,18.0,21.0,25.0,40.0,4.0,,,,,,90.0,72.0,6.4,19.0,0.0943605,1,,,1.0,1.0,5.0,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,0.0213,5.0,2.0,1.0,,,,,,,,,,,,,,
12437765,home,Las Palmas,Enzo Loiodice,,,loiodice-enzo,E. Loiodice,M,12,176.0,327,M,933426,EUR,975283200,M,12,12,False,30.0,29.0,2.0,2.0,0.0,15.0,15.0,14.0,15.0,3.0,,,,,,61.0,35.0,6.4,2.0,0.0244911,1,,1.0,1.0,5.0,2.0,,,,,,,,1.0,,1.0,2.0,0.0311,,,,1.0,1.0,1.0,1.0,0.0098,,,,,,,,,
12437765,home,Las Palmas,Stefan Bajčetić,,,stefan-bajcetic,S. Bajčetić,M,43,185.0,10262,M,1142636,EUR,1098403200,M,21,21,False,39.0,29.0,6.0,3.0,0.0,14.0,15.0,15.0,24.0,4.0,,,,,,78.0,54.0,7.0,12.0,0.0519654,0,,1.0,1.0,5.0,7.0,1.0,,,1.0,,2.0,,2.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,,,,stefanbajcetic,2.0,,,,,,,
12437765,home,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175.0,945,M,188407,EUR,805248000,M,19,19,False,19.0,14.0,,,0.0,6.0,6.0,8.0,17.0,6.0,,,,,,84.0,42.0,6.0,18.0,0.0248839,2,,,,9.0,3.0,,,,2.0,,6.0,1.0,,,2.0,2.0,0.113,4.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,
12437765,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,45.0,38.0,4.0,2.0,0.0,8.0,8.0,35.0,43.0,8.0,,,,,,90.0,62.0,7.8,11.0,0.230045,1,,,1.0,4.0,3.0,,,1.0,2.0,,1.0,,1.0,1.0,,3.0,0.0458,6.0,5.0,6.0,,1.0,,,,,1.0,1.0,1.0,,,,,
12437765,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,36.0,31.0,2.0,1.0,0.0,3.0,4.0,28.0,33.0,6.0,,,,,,90.0,58.0,6.6,17.0,0.083087,5,,3.0,1.0,10.0,5.0,,,1.0,4.0,,4.0,1.0,,,2.0,1.0,0.2488,1.0,,1.0,,4.0,,,,,2.0,4.0,,1.0,,,,
