match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wasFouled,stat_shotOffTarget,stat_goals,captain,stat_keyPass,stat_totalContest,stat_wonContest,player_sofascoreId,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside
12499694,away,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,22.0,19.0,1.0,,0.0,11.0,11.0,8.0,11.0,1.0,1.0,,,,,,,85.0,31.0,6.4,5.0,0.0106683,2,,,,1.0,1.0,3.0,,1.0,,1.0,1.0,1.0,2.0,1.0,0.1214,0.1269,,1.0,1.0,,,,,,,,,,,,1.0,
12499694,away,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,13.0,9.0,3.0,1.0,0.0,5.0,7.0,4.0,7.0,2.0,1.0,,,,,,,45.0,23.0,6.7,6.0,0.0126931,0,,1.0,,1.0,,6.0,,,,,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12499694,away,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,27.0,22.0,3.0,2.0,0.0,12.0,13.0,10.0,18.0,1.0,2.0,,,,,,,78.0,41.0,6.5,11.0,0.0424191,1,,4.0,,1.0,4.0,3.0,2.0,,,,,,,,0.0127,,,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,
12499694,away,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,34.0,25.0,7.0,2.0,0.0,8.0,11.0,18.0,29.0,2.0,5.0,,,,,,,90.0,58.0,6.5,16.0,0.0809272,1,,6.0,1.0,,4.0,4.0,2.0,1.0,,1.0,2.0,,1.0,,0.1532,0.2019,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,
12499694,away,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,False,25.0,16.0,1.0,1.0,0.0,5.0,7.0,12.0,19.0,,1.0,,,,,,,90.0,32.0,7.6,10.0,0.0704433,3,,1.0,1.0,5.0,7.0,6.0,,1.0,,1.0,,,,2.0,0.203,0.6746,4.0,1.0,2.0,1.0,,1.0,1.0,,,,,,1.0,,,
12499694,away,FC Augsburg,Samuel Essende,samuel-essende,S. Essende,F,9,192,6430,M,855808,EUR,885513600,F,9,9,False,8.0,6.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,,3.0,,,,,,,56.0,22.0,6.4,11.0,0.00400927,0,,,,2.0,7.0,5.0,,,,,,,2.0,,,,1.0,1.0,,,,1.0,5.0,2.0,essende.s,3.0,,,,,,1.0
12499694,away,FC Augsburg,Henri Koudossou,koudossou-henri,H. Koudossou,D,8,180,78,M,1083891,EUR,933638400,D,44,44,True,31.0,29.0,1.0,,0.0,15.0,16.0,14.0,19.0,1.0,8.0,,,,,,,45.0,43.0,7.0,8.0,0.0180851,0,,4.0,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,
12499694,away,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,M,20,20,True,12.0,10.0,,,1.0,3.0,3.0,7.0,10.0,,3.0,,,,,,,45.0,18.0,7.3,4.0,0.153521,0,,1.0,,,2.0,4.0,1.0,,,,2.0,2.0,1.0,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
12499694,away,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,True,23.0,20.0,2.0,1.0,0.0,10.0,10.0,11.0,16.0,1.0,3.0,,,,,,,34.0,28.0,6.6,6.0,0.106079,0,,3.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12499694,away,FC Augsburg,Mert Kömür,mert-komur,M. Kömür,M,36,183,897,M,1390682,EUR,1121558400,M,36,36,True,7.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,,,,,,,,,12.0,13.0,6.8,1.0,0.00105588,1,,,,1.0,3.0,2.0,,,,,1.0,,,1.0,0.0534,,1.0,,1.0,,,,,,,1.0,,,,1.0,,
12499694,away,FC Augsburg,Steve Mounié,steve-mounie,S. Mounié,F,9,190,6022,M,345035,EUR,780796800,F,15,15,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,10.0,1.0,6.5,,4.923e-05,0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0
12499694,away,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499694,away,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Noahkai,Banks,,,,
12499694,away,FC Augsburg,Yusuf Kabadayi,yusuf-kabadayi,Y. Kabadayi,M,32,186,412,M,1130113,EUR,1075680000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499694,away,FC Augsburg,Tim Breithaupt,tim-breithaupt,T. Breithaupt,M,6,192,115,M,1049177,EUR,1013040000,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
