match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalContest,captain,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyConceded,stat_totalOffside,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
11409106,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,28.0,15.0,19.0,6.0,11.0,15.0,4.0,13.0,1.0,2.0,14.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,90.0,44.0,7.9,13.0,0.00055677,0,0.4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,51.0,39.0,9.0,3.0,20.0,24.0,19.0,28.0,11.0,3.0,15.0,,7.0,3.0,,,,,,,90.0,89.0,8.2,17.0,0.312729,0,,1.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,,184,65,M,161431,EUR,710380800,D,44,44,False,46.0,36.0,12.0,5.0,25.0,30.0,11.0,16.0,1.0,5.0,5.0,,,,,,,,,,90.0,54.0,7.3,11.0,0.0916468,0,,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,Francisco Montero,francisco-montero,F. Montero,D,20,185,228,M,927376,EUR,916272000,D,4,4,False,59.0,43.0,11.0,3.0,40.0,44.0,3.0,15.0,2.0,5.0,5.0,,1.0,1.0,,,,,,,90.0,73.0,7.2,17.0,0.00266602,0,,,,1.0,2.0,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,Weverson,weverson,Weverson,D,36,185,168,M,905452,EUR,962755200,D,26,26,False,34.0,29.0,5.0,3.0,21.0,23.0,8.0,13.0,1.0,1.0,6.0,,1.0,1.0,,,,,,,90.0,44.0,7.1,8.0,0.00486277,0,,,2.0,,3.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,56.0,39.0,9.0,3.0,24.0,27.0,15.0,34.0,5.0,3.0,9.0,,2.0,2.0,,,,,,,88.0,75.0,6.9,23.0,0.0116381,0,,,5.0,2.0,8.0,5.0,,2.0,1.0,2.0,,1.0,1.0,,True,1.0,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,Kouassi Eboue,kouassi-eboue,K. Eboue,M,8,185,220,M,839099,EUR,881971200,M,8,8,False,28.0,22.0,2.0,1.0,13.0,17.0,9.0,11.0,8.0,5.0,7.0,,6.0,5.0,,,,,,,90.0,43.0,7.1,9.0,0.0197781,0,,,,2.0,5.0,1.0,,,2.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11409106,home,FC Arouca,Jason,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,39.0,31.0,3.0,2.0,8.0,9.0,23.0,31.0,4.0,,5.0,,,,,,,,,,84.0,54.0,7.3,12.0,0.0668004,2,,,1.0,,3.0,2.0,,1.0,2.0,,1.0,,,2.0,,3.0,,,1.0,2.0,0.0355,0.1342,,,,,,,,,,,
11409106,home,FC Arouca,Cristo González,cristo-gonzalez,C. González,M,33,180,344,M,592100,EUR,877651200,M,23,23,False,23.0,18.0,1.0,,4.0,4.0,15.0,20.0,3.0,,8.0,,,,,,,,,,70.0,42.0,6.9,15.0,0.191601,3,,1.0,1.0,1.0,8.0,1.0,,,2.0,,2.0,1.0,,4.0,,,,,2.0,,0.1491,,1.0,4.0,2.0,1.0,1.0,,,,,,
11409106,home,FC Arouca,Vitinho,vitinho,Vitinho,M,,175,86,M,905462,EUR,946944000,M,43,43,False,17.0,12.0,1.0,,4.0,5.0,8.0,12.0,3.0,,2.0,,2.0,2.0,,,,,,,45.0,29.0,6.6,8.0,0.00634169,0,,,,,5.0,1.0,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,
