match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAShot
12514060,home,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,True,44.0,35.0,14.0,5.0,0.0,31.0,32.0,4.0,12.0,9.0,1.0,2.0,90.0,49.0,7.2,9.0,0.00820049,0,0.2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514060,home,Vitória SC,Bruno Gaspar,bruno-gaspar,B. Gaspar,D,76,180,173,M,252819,EUR,735350400,D,76,76,False,,26.0,19.0,2.0,1.0,0.0,6.0,7.0,13.0,23.0,1.0,,,76.0,50.0,6.7,13.0,0.00997801,0,,,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12514060,home,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,,69.0,58.0,14.0,8.0,0.0,49.0,55.0,9.0,14.0,3.0,,,90.0,74.0,7.0,11.0,0.00332898,0,,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
12514060,home,Vitória SC,Tomás Ribeiro,tomas-ribeiro,T. Ribeiro,D,16,185,137,M,996765,EUR,925430400,D,4,4,False,,57.0,50.0,8.0,5.0,0.0,38.0,42.0,12.0,15.0,4.0,,,90.0,68.0,7.2,7.0,0.0020933,1,,,,,2.0,5.0,2.0,,,,,1.0,,1.0,,,5.0,,3.0,1.0,2.0,0.0116,,,,,,,,,,
12514060,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,,27.0,20.0,8.0,7.0,0.0,8.0,10.0,12.0,21.0,1.0,,,90.0,49.0,7.5,12.0,0.0152749,0,,,,4.0,2.0,1.0,6.0,,3.0,1.0,1.0,,,,,,4.0,,1.0,,1.0,,,,,,,,,,,
12514060,home,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,,62.0,57.0,8.0,6.0,0.0,32.0,32.0,27.0,40.0,6.0,,,90.0,87.0,7.3,13.0,0.100384,0,,,,10.0,1.0,3.0,5.0,,1.0,1.0,3.0,1.0,1.0,,,,2.0,3.0,2.0,,,,2.0,,,,,,,,,
12514060,home,Vitória SC,Tomás Händel,tomas-handel,T. Händel,M,20,180,888,M,1131048,EUR,975283200,M,8,8,False,,52.0,44.0,5.0,3.0,0.0,20.0,23.0,24.0,29.0,4.0,,,90.0,63.0,6.9,10.0,0.0426578,0,,Tomás Händel,,,,9.0,4.0,,3.0,1.0,1.0,3.0,3.0,1.0,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,
12514060,home,Vitória SC,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,,18.0,16.0,2.0,2.0,0.0,4.0,4.0,12.0,19.0,1.0,,,69.0,36.0,6.8,10.0,0.0223996,2,,,,5.0,1.0,6.0,5.0,2.0,3.0,,1.0,3.0,,,1.0,,,,,2.0,,0.0286,,,,,,,,,,
12514060,home,Vitória SC,Kaio César,kaio-cesar,Kaio César,M,37,168,4877,M,1396009,EUR,1076803200,F,11,11,False,,18.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,19.0,3.0,,,76.0,41.0,7.5,15.0,0.0258682,2,,Kaio César,,3.0,3.0,6.0,9.0,2.0,3.0,2.0,3.0,2.0,,1.0,1.0,,,1.0,,1.0,1.0,0.0168,,1.0,3.0,,,,,,,
12514060,home,Vitória SC,Nélson Oliveira,nelson-oliveira,N. Oliveira,F,7,186,461,M,42898,EUR,681609600,F,7,7,False,,17.0,12.0,1.0,,0.0,2.0,4.0,10.0,13.0,4.0,,,89.0,33.0,7.1,11.0,0.00436652,3,,,,,1.0,9.0,4.0,,,,3.0,2.0,,1.0,3.0,,1.0,,4.0,1.0,,0.1526,,,3.0,2.0,1.0,0.7691,,,,
