match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot
12437660,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,1,1,False,24.0,18.0,6.0,1.0,0.0,18.0,20.0,4.0,5.0,90.0,29.0,6.0,7.0,9.129e-05,0,-0.7751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437660,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,62.0,54.0,3.0,,0.0,29.0,31.0,35.0,6.0,90.0,87.0,6.8,11.0,0.0584175,0,,youssouf_sabaly23,26.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437660,home,Real Betis,Diego Llorente,,,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,False,46.0,39.0,5.0,2.0,0.0,20.0,21.0,25.0,3.0,55.0,50.0,6.8,7.0,0.0205557,0,,,19.0,,,,4.0,,4.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12437660,home,Real Betis,Natan,,,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,6,6,False,70.0,63.0,7.0,2.0,0.0,42.0,44.0,26.0,8.0,90.0,88.0,6.6,11.0,0.00604413,1,,,21.0,,,,2.0,3.0,4.0,,,,4.0,4.0,,1.0,,2.0,1.0,2.0,1.0,2.0,0.0293,,,,,,,,,,,,,,,
12437660,home,Real Betis,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173,596,M,827519,EUR,874886400,D,15,15,False,51.0,42.0,5.0,1.0,0.0,14.0,17.0,40.0,4.0,90.0,81.0,7.1,16.0,0.0134553,2,,,28.0,6.0,,1.0,1.0,2.0,5.0,,,,,2.0,1.0,1.0,,,,3.0,3.0,1.0,0.0348,1.0,1.0,0.0103,,,,,,,,,,,,
12437660,home,Real Betis,Pablo Fornals,,,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,18,18,False,41.0,35.0,5.0,4.0,0.0,10.0,13.0,31.0,7.0,75.0,52.0,7.0,9.0,0.225189,1,,,27.0,3.0,2.0,1.0,,5.0,,,1.0,,,1.0,,2.0,2.0,1.0,,,,,0.0655,,1.0,0.1019,True,1.0,,,,,,,,,,
12437660,home,Real Betis,Sergi Altimira,,,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,16,16,False,87.0,79.0,7.0,5.0,0.0,30.0,30.0,57.0,7.0,90.0,104.0,7.4,12.0,0.0429328,2,,,49.0,,,1.0,,9.0,7.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,,5.0,4.0,,0.0988,2.0,,,,,,,,,,,,,,
12437660,home,Real Betis,Johnny Cardoso,,,johnny,J. Cardoso,M,5,186,5097,M,990169,EUR,1000944000,M,4,4,False,40.0,35.0,3.0,1.0,1.0,15.0,16.0,25.0,5.0,55.0,50.0,7.3,8.0,0.17104,0,,,20.0,1.0,,,,2.0,4.0,,,,,2.0,,1.0,1.0,1.0,,4.0,2.0,1.0,,,,,,,1.0,,,,,,,,,
12437660,home,Real Betis,Abdessamad Ezzalzouli,,,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,M,10,10,False,36.0,27.0,2.0,,0.0,2.0,2.0,36.0,3.0,86.0,55.0,7.6,16.0,0.186397,2,,ez_abde,26.0,2.0,1.0,1.0,,4.0,6.0,,7.0,5.0,,,,,5.0,1.0,,1.0,1.0,2.0,0.26,2.0,,,,,,1.0,,,,,,,,
12437660,home,Real Betis,Iker Losada,,,iker-losada,I. Losada,M,18,175,443,M,992331,EUR,996624000,F,19,19,False,32.0,28.0,2.0,,0.0,8.0,9.0,25.0,4.0,86.0,45.0,7.0,9.0,0.0548563,2,,,21.0,2.0,1.0,,1.0,4.0,2.0,1.0,3.0,1.0,,2.0,,,2.0,1.0,,,,,0.11,2.0,,,,,1.0,,,,,,,,,
