match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_wonContest,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot
14773714,away,Damac FC,Riyadh Sharahili,,,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200.0,M,26,26,False,46.0,42.0,4.0,4.0,0.0,19.0,19.0,23.0,27.0,7.0,,,,90.0,65.0,7.1,10.0,0.0695052,110.40697308042,15.0,-23.319796912577,,2,,0.16,-0.1,-0.09,,,,1.0,4.0,8.0,1.0,,,,6.0,3.0,1.0,,,,,1.0,,,,3.0,1.0,,,0.143,,-0.11,2.0,,,1.0,,,1.0,,,,,
14773714,away,Damac FC,Abdulrahman Al-Obaid,,,abdulrahman-al-obaid,A. Al-Obaid,D,13,172.0,51,M,818705,EUR,736128000.0,M,13,13,False,38.0,34.0,3.0,3.0,0.0,11.0,13.0,23.0,25.0,1.0,,,,86.0,61.0,7.1,13.0,0.230243,165.54937895442,18.0,44.035855833312,,1,,0.38,0.01,-0.09,,5.0,,,4.0,4.0,1.0,2.0,,1.0,3.0,3.0,1.0,1.0,20.51179438125,28.015087381623,1.0,2.0,,2.0,,3.0,,1.0,,0.0383,0.0635,0.1,,,,,,,,,,,,
14773714,away,Damac FC,Yahya Naji,,,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800.0,F,80,80,False,12.0,11.0,,,0.0,3.0,4.0,8.0,8.0,3.0,,,,62.0,24.0,6.3,9.0,0.0826714,54.41633224748,6.0,12.245921356476,,0,,-0.04,0.24,-0.04,,,,,6.0,2.0,3.0,,,,1.0,1.0,1.0,,10.434023319186,15.465138214707,1.0,2.0,,1.0,,3.0,,,,,,,2.0,,,,,,,,,,,
14773714,away,Damac FC,Abdullah Al-Qahtani,,,abdullah-al-qahtani,A. Al-Qahtani,M,7,172.0,38,M,974064,EUR,854668800.0,F,7,7,False,33.0,30.0,1.0,1.0,0.0,12.0,12.0,18.0,21.0,7.0,,,,90.0,60.0,6.7,13.0,0.381702,185.20654036538,25.0,20.292997670312,,6,,0.12,0.26,-0.04,,4.0,1.0,,11.0,9.0,12.0,,,,1.0,1.0,2.0,4.0,15.646424111688,48.849617960586,4.0,1.0,,,6.0,1.0,1.0,,,0.2245,,-0.55,,,,3.0,,,3.0,,,,,
14773714,away,Damac FC,Valentín Vada,,,valentin-vada,V. Vada,M,8,175.0,250,M,580802,EUR,826070400.0,F,8,8,False,65.0,55.0,6.0,5.0,0.0,19.0,22.0,36.0,43.0,5.0,,,,90.0,82.0,7.2,15.0,0.438697,182.49298152462,24.0,85.275324247198,,2,,-0.2,0.34,0.16,,3.0,1.0,,1.0,5.0,2.0,,1.0,,2.0,,2.0,,16.148073504166,16.278136287671,1.0,4.0,,,1.0,1.0,,1.0,,0.1851,0.3608,-0.43,,,,1.0,,1.0,,,,,,
14773714,away,Damac FC,Alhwsawi Sanousi Mohammed,Alhwsawi Sanousi Mohammed,,alhwsawi-sanousi-mohammed,A. S. Mohammed,D,12,172.0,20,M,1085415,EUR,902707200.0,D,12,12,True,23.0,21.0,,,0.0,10.0,10.0,11.0,13.0,2.0,,,,45.0,41.0,6.5,8.0,0.104344,86.880941761774,13.0,23.177169999726,,0,,0.26,0.03,-0.18,,4.0,2.0,,3.0,2.0,2.0,1.0,,,,,2.0,,18.357255121716,20.910927310858,1.0,3.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,
14773714,away,Damac FC,Arielson,,,arielson,Arielson,F,99,180.0,120,M,1459624,EUR,1094342400.0,F,99,99,True,11.0,9.0,,,0.0,3.0,3.0,6.0,8.0,,,,,28.0,14.0,6.4,2.0,0.10043,15.342375839397,3.0,7.7830431043785,,1,,-0.22,0.08,-0.04,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,0.4384,0.4678,0.07,,,1.0,,,,,,,,,
14773714,away,Damac FC,David Kaiki,David Kaiki,,david-kaiki,D. Kaiki,F,77,176.0,48,,2154548,EUR,1088208000.0,F,77,77,True,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,2.0,,,,19.0,13.0,6.5,3.0,0.00741621,61.634254766473,6.0,41.551214810511,,0,,-0.02,0.06,-0.04,,2.0,,,2.0,1.0,1.0,,,,,,,,19.234161013631,19.683778321247,1.0,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
14773714,away,Damac FC,Khaled Al-Semeiry,,,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800.0,M,88,88,True,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,,9.0,9.0,6.5,2.0,0.00188691,34.848667391262,4.0,1.9632447547037,,0,,0.02,-0.31,-0.06,,,,,1.0,2.0,2.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14773714,away,Damac FC,Moataz Al-Baqaawi,,,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000.0,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773714,away,Damac FC,Naser Al Ghamdi,Naser Al Ghamdi,,naser-al-ghamdi,N. A. Ghamdi,G,30,183.0,6,M,1916942,EUR,979948800.0,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773714,away,Damac FC,Ahmed Omar,Ahmed Omar,,ahmed-omar,A. Omar,D,21,166.0,10,M,1549074,EUR,1055548800.0,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773714,away,Damac FC,Jawad Alhassan,Jawad Alhassan,,jawad-alhassan,J. Alhassan,D,23,175.0,11,M,1916966,EUR,1104537600.0,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773714,away,Damac FC,Ahmed Namazi,Ahmed Namazi,,ahmed-namazi,A. Namazi,M,93,,1,M,2455859,EUR,,M,93,93,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
