match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_lastManTackle,stat_wasFouled,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
12624918,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600.0,G,52,52,False,27.0,9.0,21.0,3.0,0.0,8.0,10.0,1.0,17.0,10.0,3.0,90.0,39.0,6.7,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624918,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000.0,D,4,4,False,18.0,9.0,6.0,2.0,0.0,7.0,10.0,2.0,8.0,1.0,,45.0,24.0,6.8,9.0,0,True,5.0,1.0,6.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624918,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000.0,D,5,5,False,33.0,26.0,3.0,1.0,0.0,20.0,22.0,6.0,11.0,3.0,,90.0,49.0,7.0,9.0,1,,2.0,5.0,4.0,,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,
12624918,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400.0,D,2,2,False,38.0,31.0,7.0,4.0,0.0,24.0,26.0,7.0,12.0,5.0,,90.0,54.0,7.5,12.0,0,,,4.0,3.0,,3.0,1.0,2.0,2.0,,,3.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
12624918,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200.0,M,22,22,False,29.0,20.0,1.0,,0.0,12.0,13.0,8.0,18.0,3.0,,90.0,53.0,6.8,14.0,0,,2.0,3.0,5.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,2.0,,,,3.0,2.0,,,,,,,,,,
12624918,home,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400.0,M,14,14,False,29.0,23.0,3.0,1.0,0.0,8.0,10.0,15.0,19.0,3.0,,77.0,38.0,6.7,9.0,0,,2.0,3.0,4.0,1.0,,,1.0,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,,,,
12624918,home,Al-Fayha,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600.0,M,20,20,False,65.0,60.0,5.0,5.0,0.0,23.0,24.0,37.0,43.0,3.0,,90.0,93.0,7.7,14.0,2,,2.0,4.0,11.0,,1.0,1.0,5.0,1.0,2.0,,,4.0,4.0,,4.0,,1.0,2.0,3.0,2.0,,,,,,,,
12624918,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000.0,M,25,25,False,62.0,54.0,4.0,2.0,0.0,30.0,32.0,24.0,30.0,9.0,,90.0,85.0,7.1,16.0,0,,2.0,6.0,8.0,5.0,3.0,,3.0,1.0,,,,2.0,3.0,1.0,3.0,,,,3.0,,1.0,,,,,,,
12624918,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400.0,F,8,8,False,57.0,50.0,4.0,3.0,0.0,18.0,18.0,32.0,42.0,8.0,,90.0,69.0,7.5,12.0,1,,,4.0,5.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,4.0,,1.0,3.0,3.0,1.0,2.0,Alejandro,Pozuelo,,,,,
12624918,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600.0,F,10,10,False,40.0,29.0,,,0.0,7.0,10.0,22.0,33.0,3.0,,90.0,61.0,6.8,26.0,1,,,5.0,1.0,,,,,,1.0,1.0,,,8.0,2.0,3.0,,,3.0,1.0,,3.0,,,fashionjr10,,,,
