match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_ownGoals,stat_errorLeadToAShot
14566757,home,Eintracht Frankfurt,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,23,23,False,35.0,18.0,23.0,6.0,0.0,16.0,18.0,2.0,17.0,1.0,3.0,13.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,53.0,6.5,17.0,0.00058837,21.528,5.63334,0.0,0.104,0,0.4517,0.05,0.03,0.17,0.12,3.4,1.96,0.21,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1319,M,1048569,EUR,1073692800,D,34,34,False,31.0,26.0,1.0,,0.0,19.0,20.0,7.0,11.0,6.0,4.0,2.0,1.0,,,,,,90.0,51.0,6.8,7.0,0.00892248,29.772,10.38379,11.0,,0,,0.04,0.09,-0.22,,3.14,5.21,1.34,0.44,0.25,Nnamdi Collins,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1834,M,581302,EUR,837561600,D,4,4,False,30.0,23.0,5.0,2.0,0.0,15.0,16.0,8.0,14.0,2.0,5.0,2.0,,,,,,,80.0,36.0,6.4,7.0,0.00187593,28.08,8.91258,6.0,,0,,-0.07,0.01,-0.01,,2.59,4.69,1.12,0.39,0.12,,,2.0,4.0,1.0,,,,,True,3.0,,,,,,,,,,,,,,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2200,M,965778,EUR,959212800,D,3,3,False,59.0,48.0,10.0,3.0,0.0,34.0,38.0,14.0,21.0,1.0,8.0,1.0,1.0,,,,,,90.0,76.0,6.6,13.0,0.00769641,29.772,10.25738,9.0,,0,,0.18,0.01,-0.11,,3.12,5.25,1.28,0.4,0.2,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1794,M,1159759,EUR,1055721600,D,21,21,False,19.0,15.0,2.0,,1.0,9.0,10.0,6.0,9.0,8.0,,3.0,2.0,,,,,,90.0,47.0,7.7,10.0,0.118585,29.808,10.85247,13.0,,1,,0.24,0.15,0.35,,3.1,5.23,1.51,0.72,0.3,,,,1.0,,,,6.0,2.0,,,2.0,2.0,1.0,1.0,5.0,1.0,0.0272,2.0,-0.14,,,,,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17679,M,1192318,EUR,1038441600,M,8,8,False,38.0,27.0,1.0,,0.0,14.0,18.0,13.0,20.0,3.0,1.0,3.0,1.0,,,,,,90.0,51.0,6.8,16.0,0.0718084,28.584,12.20184,10.0,,0,,0.19,0.19,-0.03,,2.68,6.29,2.22,0.79,0.23,,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,3.0,,,1.0,1.0,,1.0,,fareschaibi28,1.0,1.0,,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2771,M,1142211,EUR,1088294400,M,16,16,False,31.0,26.0,2.0,,0.0,18.0,18.0,8.0,13.0,3.0,,5.0,1.0,,,,,,80.0,38.0,6.2,7.0,0.0160054,27.036,10.35068,3.0,,0,,0.13,0.04,-0.38,,2.18,5.76,1.88,0.46,0.06,Hugo Larsson,,,1.0,,,,2.0,2.0,,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,
14566757,home,Eintracht Frankfurt,Ritsu Doan,ritsu-doan,R. Doan,M,20,172,5676,M,790965,EUR,897955200,M,20,20,False,16.0,12.0,,,0.0,4.0,6.0,8.0,10.0,2.0,,,,,,,,,84.0,31.0,6.4,9.0,0.0594737,29.952,10.0706,11.0,,1,,0.0,0.28,-0.12,,2.74,4.88,1.5,0.71,0.24,,,,6.0,2.0,1.0,1.0,1.0,,,2.0,1.0,4.0,,,,3.0,0.0994,1.0,0.04,doanritsu,1.0,,,1.0,1.0,,,,,,,,
14566757,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10661,M,1440948,EUR,1131667200,M,42,42,False,22.0,17.0,1.0,1.0,0.0,8.0,8.0,9.0,14.0,5.0,,5.0,1.0,,,,,,72.0,39.0,7.6,11.0,0.0282985,27.936,9.75987,4.0,,3,,0.07,0.13,-0.12,,2.02,5.14,2.02,0.49,0.09,Can Uzun,,,5.0,1.0,4.0,2.0,2.0,3.0,,,,,,1.0,1.0,1.0,0.2801,,0.5,can.uzun10,1.0,,,,,2.0,1.0,0.7716,,,,,
14566757,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2080,M,997012,EUR,1010620800,M,7,7,False,16.0,10.0,,,0.0,2.0,3.0,8.0,13.0,3.0,,6.0,2.0,,,,,,90.0,30.0,7.9,11.0,0.0423857,29.448,11.01881,15.0,,4,,0.04,0.37,-0.11,,3.15,4.98,1.74,0.86,0.29,,,,4.0,1.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,2.0,0.6419,2.0,0.48,,1.0,,,,1.0,2.0,1.0,0.5114,,,,,
