match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_totalCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_outfielderBlock
13981529,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,1,1,False,24.0,23.0,3.0,2.0,0.0,22.0,22.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,90.0,30.0,7.4,1.0,0.00031124,0.449,0,0.5416,0.06,0.04,0.24,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981529,home,Como,Ivan Smolčić,ivan-smolcic,I. Smolčić,D,28,181,1381,M,974581,EUR,966470400,D,28,28,False,44.0,40.0,3.0,1.0,0.0,19.0,21.0,21.0,23.0,,4.0,,,,,89.0,67.0,7.0,4.0,0.0296564,,1,,0.26,0.09,-0.14,,,,2.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0131,1.0,-0.07,,,,,,,,,,,,,,,
13981529,home,Como,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13079,M,1403348,EUR,1104969600,D,14,14,False,97.0,83.0,6.0,3.0,0.0,50.0,51.0,33.0,46.0,6.0,2.0,,,,,90.0,112.0,7.3,14.0,0.0170346,,1,,0.24,0.17,-0.03,,,,5.0,8.0,9.0,10.0,2.0,,1.0,,2.0,1.0,,,2.0,0.0459,,-0.11,,,,,,,,,,,,,,,
13981529,home,Como,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,604232,EUR,732153600,D,34,34,False,89.0,88.0,2.0,1.0,0.0,53.0,54.0,35.0,35.0,1.0,2.0,,,,,90.0,93.0,7.1,2.0,0.0334566,,0,,0.38,0.17,-0.03,,,,3.0,1.0,4.0,1.0,,,,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,
13981529,home,Como,Álex Valle,valle-alex,Á. Valle,D,3,178,6518,M,1142238,EUR,1082851200,D,3,3,False,61.0,50.0,5.0,1.0,0.0,21.0,22.0,29.0,39.0,1.0,1.0,,,,,90.0,81.0,6.9,13.0,0.019273,,1,,0.08,0.14,-0.09,,,,,1.0,4.0,5.0,2.0,,,2.0,1.0,1.0,,2.0,2.0,0.0739,,-0.13,alexxv_5,2.0,1.0,1.0,1.0,,,,,,,,,,
13981529,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,23,23,False,107.0,96.0,6.0,4.0,0.0,38.0,40.0,58.0,67.0,,4.0,,,,,90.0,116.0,7.0,14.0,0.0810863,,0,,0.28,0.29,-0.11,,Maximo Perrone,,1.0,1.0,7.0,5.0,1.0,,,2.0,,,,3.0,4.0,,,,maxiperrone16,1.0,2.0,1.0,,1.0,,,,,,,,,
13981529,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,62.0,55.0,2.0,1.0,0.0,22.0,23.0,33.0,39.0,,5.0,,,,,63.0,80.0,6.7,15.0,0.117495,,0,,0.19,0.06,-0.01,,,,1.0,,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,,2.0,,,8.0,,,,,1.0,1.0,,,,,,,
13981529,home,Como,Jayden Addai,jayden-addai,J. Addai,M,42,176,2963,M,1177723,EUR,1125014400,M,42,42,False,18.0,13.0,2.0,,0.0,2.0,2.0,11.0,16.0,,3.0,,,,,75.0,33.0,6.6,12.0,0.163732,,1,,0.36,0.01,-0.01,,,,,,4.0,2.0,,,,,,,,1.0,1.0,0.0166,1.0,0.0,,3.0,4.0,1.0,,3.0,2.0,,1.0,0.1092,,,,,
13981529,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,1171451,EUR,1094601600,M,10,10,False,52.0,42.0,1.0,,0.0,11.0,12.0,31.0,40.0,,3.0,,,,,90.0,74.0,7.4,17.0,0.0543958,,4,,0.15,0.2,-0.08,,,,,,7.0,9.0,2.0,,,1.0,4.0,4.0,,1.0,2.0,0.0865,1.0,0.24,nicopaz1o,4.0,7.0,4.0,1.0,,1.0,1.0,3.0,0.5564,,,,,
13981529,home,Como,Assane Diao,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,M,38,38,False,16.0,13.0,,,0.0,1.0,1.0,12.0,15.0,,2.0,,,,,45.0,26.0,6.3,8.0,0.00910897,,0,,-0.12,0.08,0.13,,,,1.0,,5.0,1.0,,,,,,,,1.0,2.0,,,,,1.0,1.0,,,2.0,,1.0,,,,,,,
