match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_wonTackle,stat_aerialLost,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_shotOffTarget,player_firstName,player_lastName,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceMissed
15237903,home,Remo,Marcelo Rangel,marcelo-rangel,M. Rangel,G,88,186,371,M,870902,EUR,579830400,G,88,88,False,18.0,10.0,15.0,7.0,0.0,4.0,4.0,6.0,14.0,3.0,6.0,2.0,3.0,1.0,1.0,1.0,90.0,26.0,7.1,8.0,0.00110463,6.9222262314952,1.0,1.82875839878,0.6722,0,0.544,0.05,-0.01,-0.14,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237903,home,Remo,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,2,2,False,31.0,21.0,5.0,1.0,0.0,5.0,6.0,16.0,25.0,6.0,3.0,,,,,,90.0,56.0,6.2,21.0,0.00893391,58.102148964724,10.0,12.112762070987,,0,,-0.02,-0.08,-0.26,,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15237903,home,Remo,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,13,13,False,12.0,10.0,4.0,3.0,0.0,7.0,7.0,3.0,5.0,10.0,1.0,,,,,,90.0,25.0,6.4,2.0,0.00139634,19.848005691188,5.0,6.5857382815014,,0,,0.06,0.02,-0.23,,,3.0,2.0,4.0,,,,1.0,1.0,,,2.0,True,1.0,,,,,,,,,,,,,,,,,,,,,
15237903,home,Remo,Léo,leo,Léo,D,5,190,109,M,903027,EUR,892857600,D,5,5,False,22.0,16.0,5.0,3.0,0.0,11.0,14.0,5.0,8.0,4.0,4.0,,,,,,90.0,40.0,7.3,8.0,0.0482971,17.016492224297,4.0,9.7028585659995,,0,,0.38,0.01,-0.26,,,1.0,2.0,7.0,1.0,,,1.0,5.0,1.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,
15237903,home,Remo,Diego Hernández,diego-hernandez,Diego Hernández,M,33,175,788,M,1086482,EUR,961632000,M,33,33,False,21.0,16.0,1.0,1.0,0.0,4.0,7.0,12.0,14.0,3.0,2.0,,,,,,62.0,36.0,6.5,9.0,0.0967982,95.326870912346,8.0,36.596032015425,,3,,0.19,-0.31,-0.08,,3.0,,4.0,2.0,1.0,,,2.0,2.0,2.0,,3.0,,2.0,,1.0,1.0,2.0,0.086,0.0787,24.775947545488,30.483465747844,1.0,1.0,0.0,,,,,,,,,,
15237903,home,Remo,Leonel Picco,leonel-picco,L. Picco,M,14,188,226,M,981350,EUR,909014400,M,14,14,False,17.0,14.0,3.0,1.0,0.0,9.0,10.0,5.0,7.0,3.0,3.0,,,,,,68.0,30.0,6.7,7.0,0.0072419,9.2087520901257,2.0,-2.2808877342352,,1,,0.16,0.0,0.16,,1.0,1.0,5.0,3.0,1.0,,,2.0,2.0,1.0,,2.0,,1.0,,,1.0,,0.093,0.4086,,,,,-0.19,2.0,,,,,,,,,
15237903,home,Remo,Patrick de Paula,patrick-de-paula,P. de Paula,M,6,180,1248,M,1015291,EUR,936748800,M,12,12,False,28.0,24.0,5.0,2.0,0.0,6.0,6.0,18.0,22.0,6.0,4.0,,,,,,90.0,50.0,7.1,8.0,0.031127,93.794206088214,13.0,46.010246225494,,5,,0.15,0.29,-0.03,,1.0,2.0,4.0,7.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,1.0,,,3.0,0.1506,,14.892404218638,18.579144113764,1.0,,-0.1,,1.0,2.0,,,,,,,
15237903,home,Remo,Alef Manga,manga-alef,A. Manga,F,11,190,617,M,954719,EUR,786067200,M,11,11,False,21.0,17.0,5.0,3.0,1.0,4.0,4.0,13.0,17.0,1.0,5.0,,,,,,68.0,34.0,8.2,7.0,0.0128292,115.31253090048,12.0,36.570630807129,,5,,-0.06,0.12,0.15,,1.0,1.0,5.0,2.0,1.0,2.0,,,,,,,,,2.0,,3.0,,0.459,1.2399,35.757860198064,49.752492820759,2.0,2.0,0.63,1.0,1.0,2.0,Alef,Manga,1.0,1.0,1.0,,
15237903,home,Remo,Vitor Bueno,vitor-bueno,Vitor Bueno,M,15,183,625,M,808785,EUR,778723200,F,15,15,False,21.0,17.0,3.0,2.0,0.0,3.0,4.0,14.0,17.0,,4.0,,,,,,63.0,33.0,6.9,11.0,0.0316694,64.821479290726,9.0,22.767771392696,,0,,0.19,0.26,0.14,,1.0,,5.0,3.0,1.0,2.0,,,2.0,3.0,1.0,,,2.0,2.0,,,,,,16.583994680285,24.757752745352,1.0,1.0,,,,,,,,,,,
15237903,home,Remo,João Pedro Silva,joao-pedro-silva,J. P. Silva,F,45,185,250,M,362966,EUR,847843200,F,45,45,False,12.0,11.0,1.0,1.0,0.0,2.0,2.0,9.0,10.0,1.0,4.0,,,,,,63.0,26.0,7.0,7.0,0.0133662,27.281431283177,5.0,2.222536611636,,1,,0.0,0.2,0.21,,,1.0,3.0,3.0,,,,,,4.0,2.0,,,,1.0,,1.0,,0.5651,0.9909,,,,2.0,0.32,2.0,,,,,,1.0,,,
