match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateLongBalls,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_errorLeadToAShot,player_sofascoreId,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12499454,home,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,27.0,23.0,2.0,0.0,21.0,23.0,2.0,4.0,11.0,1.0,4.0,4.0,90.0,35.0,6.4,4.0,0.0005093,0,-0.2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499454,home,RB Leipzig,Kosta Nedeljković,kosta-nedeljkovic,K. Nedeljković,D,19,184,2309,M,1152923,EUR,1134691200,D,21,21,False,52.0,50.0,5.0,0.0,17.0,18.0,35.0,42.0,2.0,,,,73.0,75.0,7.1,9.0,0.11421,1,,Kosta Nedeljkovic,4.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0159,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499454,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,87.0,84.0,1.0,0.0,30.0,31.0,54.0,56.0,4.0,,,,90.0,93.0,7.1,4.0,0.0559888,1,,,1.0,,,1.0,1.0,,,2.0,,,,0.2174,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499454,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,85.0,82.0,3.0,0.0,35.0,35.0,47.0,51.0,2.0,,,,90.0,102.0,7.4,5.0,0.0527647,0,,,2.0,1.0,,1.0,3.0,,,8.0,1.0,1.0,1.0,,,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12499454,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,64.0,50.0,4.0,1.0,14.0,17.0,40.0,62.0,5.0,,,,90.0,97.0,7.4,28.0,0.865279,1,,,,15.0,4.0,3.0,4.0,,1.0,4.0,2.0,1.0,1.0,0.0838,4.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
12499454,home,RB Leipzig,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,18,18,False,36.0,35.0,2.0,0.0,15.0,15.0,20.0,21.0,1.0,,,,45.0,43.0,6.8,4.0,0.0423044,0,,Arthur Vermeeren,2.0,,,2.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,,2.0,,1.0,,arthurvermeeren,1.0,1.0,,,,,,,,,,
12499454,home,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,57.0,51.0,2.0,0.0,9.0,9.0,42.0,48.0,4.0,,,,73.0,65.0,7.1,7.0,0.0759728,0,,,1.0,,,2.0,5.0,,,,4.0,2.0,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12499454,home,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,17,17,False,20.0,12.0,2.0,0.0,4.0,4.0,8.0,18.0,2.0,,,,45.0,29.0,7.2,13.0,0.00535934,2,,,,2.0,,,1.0,,,,,,,0.1209,,,,,1.0,,,,2.0,1.0,,,,,,1.0,1.0,0.4554,,,,,,,
12499454,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,10,10,False,63.0,54.0,3.0,0.0,11.0,11.0,43.0,53.0,7.0,,,,90.0,78.0,7.1,15.0,0.117923,0,,,2.0,1.0,,5.0,6.0,3.0,,,3.0,2.0,,,,,,2.0,,,,,3.0,3.0,,,XaviSimons,,,,,,,,,,,,
12499454,home,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,20.0,11.0,1.0,0.0,5.0,8.0,6.0,12.0,2.0,,,,90.0,32.0,7.4,13.0,0.0157146,3,,,1.0,,,6.0,8.0,,2.0,1.0,,,2.0,0.1439,,,5.0,2.0,,,,,1.0,1.0,2.0,,benjamin_sesko,3.0,2.0,1.0,1.0,0.0352,2.0,,,,,,
