match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,captain,stat_totalCross,stat_bigChanceCreated,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_penaltyWon
12436897,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,29.0,17.0,19.0,7.0,0.0,11.0,12.0,6.0,17.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,2.0,2.0,2.0,90.0,39.0,7.1,12.0,0.00720022,0,-0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436897,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,28.0,23.0,4.0,1.0,0.0,19.0,21.0,4.0,7.0,2.0,5.0,5.0,2.0,,,,,,,84.0,42.0,6.7,5.0,0.0410803,1,,6.0,9.0,2.0,1.0,3.0,3.0,1.0,0.0229,0.054,1.0,,,,,,,,,,,,,,,,,,,,,,
12436897,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,45.0,33.0,11.0,3.0,0.0,21.0,26.0,12.0,19.0,1.0,3.0,9.0,8.0,,,,,,,90.0,68.0,6.5,15.0,0.00796498,2,,,3.0,1.0,,1.0,1.0,2.0,0.1983,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12436897,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,44.0,35.0,7.0,2.0,0.0,20.0,20.0,15.0,25.0,3.0,4.0,5.0,3.0,,,,,,,90.0,53.0,6.8,10.0,0.0395481,0,,2.0,2.0,,,,,,,,,,,,,,1.0,True,1.0,,,,,,,,,,,,,,
12436897,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,27.0,17.0,2.0,,1.0,11.0,14.0,6.0,15.0,1.0,7.0,2.0,3.0,,,,,,,90.0,45.0,7.6,14.0,0.641364,1,,,2.0,2.0,,5.0,5.0,,0.0231,,2.0,1.0,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,
12436897,home,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1026,M,,193554,EUR,798076800,M,19,19,False,28.0,22.0,,,0.0,7.0,10.0,15.0,20.0,1.0,5.0,2.0,6.0,,,,,,,83.0,44.0,6.7,10.0,0.0265161,2,,,5.0,3.0,,1.0,1.0,,0.038,,1.0,,2.0,,,,2.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,
12436897,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,32.0,18.0,6.0,1.0,0.0,4.0,8.0,14.0,25.0,5.0,7.0,3.0,7.0,,,,,,,90.0,56.0,7.0,22.0,0.024414,2,,3.0,6.0,,1.0,1.0,1.0,1.0,0.0513,0.0188,,1.0,,,,,1.0,,1.0,,2.0,,,2.0,,,,,,,,,
12436897,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,22.0,17.0,4.0,1.0,0.0,10.0,13.0,7.0,11.0,,,4.0,4.0,,,,,,,90.0,39.0,6.3,10.0,0.0205887,0,,2.0,4.0,,,,,,,,1.0,,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,
12436897,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,13.0,8.0,1.0,,0.0,1.0,3.0,7.0,11.0,1.0,4.0,2.0,4.0,,,,,,,72.0,23.0,6.5,10.0,0.14961,0,,,3.0,1.0,,1.0,,,,,,,,,2.0,,1.0,,1.0,,,3.0,1.0,,,,,,,,,,
12436897,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,24.0,19.0,4.0,1.0,0.0,9.0,9.0,13.0,22.0,,6.0,,8.0,,,,,,,90.0,49.0,7.9,12.0,0.116621,5,,2.0,7.0,1.0,1.0,2.0,1.0,1.0,0.3047,0.0753,6.0,3.0,1.0,,,,2.0,,7.0,,1.0,4.0,2.0,,3.0,1.0,,,,,,,
