match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,captain,stat_blockedScoringAttempt,stat_totalClearance,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_shotOffTarget,stat_interceptionWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_goals,stat_goalAssist
10411759,home,Inter,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,29.0,27.0,6.0,4.0,27.0,28.0,1.0,11.0,1.0,1.0,90.0,38.0,6.5,2.0,0.0,0.0,0.00017388,0,-0.6362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,False,56.0,48.0,6.0,4.0,9.0,9.0,48.0,4.0,,,81.0,65.0,6.6,10.0,0.0,0.0,0.0248026,0,,39.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Stefan de Vrij,,,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,14.0,13.0,,,10.0,10.0,4.0,4.0,,,51.0,17.0,6.7,1.0,0.0573,0.0,0.0067818,1,,3.0,,,3.0,,3.0,,,,,,True,1.0,2.0,,,,,,,,,,,,,,,,
10411759,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,62.0,56.0,5.0,4.0,21.0,22.0,44.0,5.0,,,90.0,77.0,7.0,13.0,0.0,0.0,0.109524,0,,35.0,4.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10411759,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,40.0,33.0,2.0,1.0,8.0,9.0,38.0,4.0,,,90.0,67.0,6.9,16.0,0.0756,0.1316,0.304396,1,,27.0,7.0,2.0,2.0,7.0,6.0,1.0,2.0,1.0,,2.0,,,,1.0,,3.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,
10411759,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,74.0,61.0,4.0,3.0,13.0,13.0,67.0,7.0,,,90.0,92.0,6.9,22.0,0.0545,0.0,0.359628,2,,50.0,6.0,,,5.0,3.0,2.0,2.0,1.0,,1.0,,2.0,,1.0,,2.0,3.0,2.0,,,2.0,1.0,,,,,,,
10411759,home,Inter,Kristjan Asllani,,,kristjan-asllani,K. Asllani,M,23,179,5914,M,KristjanAsllani,996820,EUR,1015632000,M,14,14,False,44.0,42.0,6.0,5.0,19.0,19.0,28.0,1.0,,,71.0,54.0,7.2,4.0,0.1034,0.0,0.0636918,2,,24.0,3.0,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,2.0,3.0,,,,,
10411759,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,34.0,30.0,4.0,4.0,8.0,8.0,26.0,5.0,,,71.0,45.0,6.9,7.0,0.0196,0.0,0.0567164,1,,22.0,,,,5.0,4.0,,2.0,,1.0,3.0,,,,,,3.0,,,,2.0,1.0,,1.0,,,,,,
10411759,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,M,8,8,False,41.0,36.0,1.0,,15.0,15.0,29.0,3.0,,,90.0,54.0,6.9,8.0,0.1849,0.0,0.0299153,2,,21.0,3.0,,,3.0,1.0,,,,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,4.0,,,,,
10411759,home,Inter,Romelu Lukaku,,,romelu-lukaku,R. Lukaku,F,9,191,56823,M,RLukaku,78893,EUR,737251200,F,90,90,False,17.0,15.0,,,3.0,3.0,15.0,1.0,,,90.0,29.0,7.4,7.0,0.3986,0.1881,0.174844,4,,12.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,,,,1.0,,,,,3.0,,1.0,,3.0,,2.0,,,,,,
10411759,home,Inter,Joaquín Correa,,,joaquin-correa,J. Correa,F,30,188,5676,M,tucocorrea,249929,EUR,776736000,F,11,11,False,26.0,23.0,,,5.0,5.0,21.0,2.0,,,71.0,38.0,7.0,6.0,0.3323,0.1223,0.100334,4,,18.0,,,,5.0,4.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,,2.0,1.0,,2.0,2.0,,,1.0,1.0,,,,,
10411759,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,15,192,5573,M,,126816,EUR,571449600,D,15,15,True,29.0,24.0,4.0,1.0,12.0,13.0,18.0,6.0,,,39.0,35.0,6.7,7.0,0.0,0.0,0.138683,0,,13.0,2.0,,3.0,,3.0,,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,
10411759,home,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,True,21.0,17.0,2.0,1.0,3.0,3.0,20.0,,,,19.0,26.0,7.1,6.0,0.0,0.0,0.393195,0,,16.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,3.0,2.0,,,1.0,,,,1.0,,,,
10411759,home,Inter,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13097,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,True,22.0,21.0,2.0,2.0,4.0,4.0,21.0,2.0,,,19.0,28.0,6.6,3.0,0.0444,0.0,0.0743323,1,,18.0,3.0,1.0,,3.0,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,
10411759,home,Inter,Lautaro Martínez,,,lautaro-martinez,L. Martínez,F,10,175,122092,M,LautaroM,823984,EUR,872208000,F,10,10,True,3.0,2.0,,,,,4.0,,,,19.0,11.0,6.8,2.0,0.7631,0.2395,0.0913528,6,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,2.0,,,,3.0,,,1.0,,,
10411759,home,Inter,Edin Džeko,,,edin-dzeko,E. Džeko,F,10,193,23224,M,EDzeko,14990,EUR,511401600,F,9,9,True,4.0,4.0,,,,,7.0,,,,9.0,11.0,6.6,5.0,0.0396,0.0,0.0554626,1,,4.0,3.0,3.0,,4.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
10411759,home,Inter,Alex Cordaz,,,alex-cordaz,A. Cordaz,G,,188,119,,,43872,EUR,410227200,G,21,21,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Samir Handanović,,,samir-handanovic,S. Handanović,G,,193,1174,,,2949,EUR,458611200,G,1,1,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Danilo D'Ambrosio,,,danilo-dambrosio,D. D'Ambrosio,D,,180,548,M,,107936,EUR,589766400,D,33,33,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Mattia Zanotti,,,mattia-zanotti,M. Zanotti,D,46,177,531,M,,1012175,EUR,1042243200,D,46,46,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Raoul Bellanova,,,raoul-bellanova,R. Bellanova,M,16,188,2480,M,,826185,EUR,958521600,D,12,12,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Valentín Carboni,,,valentin-carboni,V. Carboni,M,21,185,7112,M,valencarboni,1153083,EUR,1109980800,M,45,45,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,D,32,32,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411759,home,Inter,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,,287057,EUR,765676800,M,5,5,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
