match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_expectedGoals,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,stat_wonContest,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId
13473395,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,18.0,13.0,6.0,1.0,0.0,12.0,12.0,1.0,6.0,8.0,5.0,7.0,90.0,33.0,7.8,5.0,0.00027135,0,0.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473395,home,Vitória,Claudinho,claudinho,Claudinho,D,2,180,509,M,992791,EUR,969753600,D,2,2,False,51.0,42.0,11.0,7.0,0.0,20.0,24.0,22.0,27.0,7.0,,,90.0,74.0,7.3,15.0,0.0443074,0,,,,8.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473395,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,5,5,False,62.0,58.0,3.0,1.0,0.0,50.0,51.0,8.0,11.0,2.0,,,90.0,71.0,6.9,4.0,0.00250254,1,,,,,,3.0,6.0,,,2.0,2.0,True,1.0,1.0,1.0,1.0,0.0764,,,,,,,,,,,,,,,,,,,,,,,
13473395,home,Vitória,Zé Marcos,ze-marcos,Z. Marcos,D,3,188,355,M,901700,EUR,886291200,D,3,3,False,68.0,61.0,6.0,3.0,0.0,47.0,49.0,14.0,19.0,3.0,,,90.0,79.0,7.0,8.0,0.00385822,0,,,,,,6.0,5.0,,1.0,2.0,2.0,,2.0,4.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13473395,home,Vitória,Jamerson,jamerson,Jamerson,D,83,177,408,M,972373,EUR,905299200,D,83,83,False,49.0,46.0,3.0,2.0,1.0,25.0,25.0,21.0,24.0,10.0,,,90.0,81.0,7.4,14.0,0.272239,3,,,,4.0,1.0,4.0,2.0,,1.0,2.0,2.0,,,1.0,4.0,,0.0686,3.0,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0216,,,,,,,,,,,,,
13473395,home,Vitória,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,False,37.0,34.0,6.0,5.0,0.0,14.0,14.0,20.0,23.0,5.0,,,90.0,48.0,6.7,10.0,0.131142,2,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,8.0,,0.0656,2.0,4.0,1.0,,2.0,,1.0,1.0,,0.0462,1.0,,,,,,,,,,,,
13473395,home,Vitória,Pepê,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,6,6,False,34.0,25.0,3.0,,0.0,10.0,12.0,15.0,22.0,2.0,,,56.0,42.0,6.1,10.0,0.0124265,0,,,,,,5.0,,,,3.0,2.0,,,,5.0,,,1.0,4.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,
13473395,home,Vitória,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,M,33,33,False,17.0,14.0,4.0,2.0,0.0,4.0,4.0,10.0,13.0,3.0,,,45.0,27.0,7.4,6.0,0.18373,0,,,,4.0,1.0,4.0,,,,,,,1.0,,1.0,,,,,3.0,,1.0,1.0,,,3.0,,,,1.0,,,,,,,,,,
13473395,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,M,30,30,False,35.0,33.0,1.0,,0.0,12.0,12.0,21.0,23.0,4.0,,,88.0,53.0,6.5,12.0,0.123959,0,,,,6.0,1.0,5.0,,,,1.0,1.0,,1.0,1.0,8.0,,,1.0,3.0,1.0,,5.0,,,,2.0,,,,1.0,,,,,,,,,,
13473395,home,Vitória,Gustavo Silva,gustavo-silva,G. Silva,M,7,169,745,M,863283,EUR,873590400,M,7,7,False,16.0,14.0,,,0.0,4.0,4.0,10.0,12.0,2.0,,,45.0,26.0,6.3,8.0,0.0162514,1,,,,2.0,,1.0,,,,,,,2.0,,6.0,1.0,0.0463,1.0,1.0,,,4.0,,,,,,,,1.0,,,,,,,,,,
