match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
10583822,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600.0,G,1,1,False,21.0,14.0,12.0,5.0,12.0,12.0,2.0,9.0,10.0,2.0,2.0,90.0,31.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400.0,D,19,19,False,38.0,29.0,10.0,3.0,17.0,19.0,12.0,19.0,2.0,,,90.0,56.0,7.2,10.0,0,True,1.0,2.0,4.0,6.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400.0,D,12,12,False,36.0,31.0,10.0,6.0,20.0,23.0,11.0,13.0,6.0,,,90.0,48.0,7.3,5.0,0,,,,5.0,7.0,,3.0,2.0,,,Mohammed,Salem,2.0,,,,,,,,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800.0,D,28,28,False,46.0,39.0,10.0,6.0,28.0,30.0,11.0,16.0,7.0,,,90.0,62.0,7.3,9.0,1,,2.0,4.0,6.0,3.0,4.0,2.0,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800.0,M,10,10,False,23.0,15.0,3.0,,2.0,3.0,13.0,23.0,5.0,,,90.0,59.0,6.1,21.0,1,,,9.0,8.0,1.0,1.0,4.0,2.0,2.0,1.0,,,,1.0,1.0,,2.0,3.0,1.0,8.0,2.0,,,,,,,,,,,,,,,
10583822,home,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600.0,M,44,44,False,25.0,24.0,4.0,4.0,13.0,13.0,11.0,12.0,3.0,,,90.0,36.0,6.5,5.0,0,,,5.0,,1.0,3.0,,,,2.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800.0,M,88,88,False,44.0,39.0,7.0,4.0,27.0,29.0,13.0,17.0,6.0,,,90.0,49.0,6.6,6.0,0,,2.0,3.0,,2.0,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
10583822,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000.0,M,27,27,False,42.0,32.0,5.0,2.0,18.0,23.0,14.0,20.0,6.0,,,89.0,52.0,6.2,14.0,0,,1.0,5.0,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600.0,F,82,82,False,14.0,11.0,1.0,,3.0,3.0,8.0,14.0,4.0,,,90.0,35.0,6.4,16.0,2,,,5.0,4.0,,,2.0,,2.0,1.0,,,,1.0,2.0,,6.0,3.0,,3.0,,,,,,,,,,,,,,,,
10583822,home,Al Raed,Raed Al-Ghamdi,raed-al-ghamdi,R. Al-Ghamdi,F,,176.0,15,M,795468,EUR,768182400.0,F,9,9,False,8.0,6.0,,,,,6.0,12.0,1.0,,,86.0,23.0,6.4,11.0,0,,,3.0,2.0,,1.0,,,2.0,,,,,1.0,,,2.0,4.0,,2.0,,,,,,,,,,,,,,,,
