match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonTackle,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_hitWoodwork
10411399,home,Sassuolo,Andrea Consigli,andrea-consigli,A. Consigli,G,189,262,M,38618,EUR,538704000,G,47,47,False,True,22.0,12.0,13.0,3.0,10.0,12.0,2.0,10.0,2.0,9.0,2.0,3.0,1.0,90.0,34.0,7.6,10.0,0.0,0.0,0.00067607,0,0.3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411399,home,Sassuolo,Jeremy Toljan,jeremy-toljan,J. Toljan,D,182,343,M,149606,EUR,776304000,D,22,22,False,,39.0,34.0,3.0,2.0,20.0,21.0,15.0,19.0,4.0,4.0,,,,90.0,63.0,7.4,6.0,0.0,0.0,0.00969575,0,,22,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411399,home,Sassuolo,Martin Erlić,martin-erlic,M. Erlić,D,192,1953,M,789234,EUR,885600000,D,28,28,False,,46.0,40.0,5.0,1.0,29.0,29.0,11.0,17.0,8.0,4.0,,,,90.0,59.0,7.2,7.0,0.0,0.0,0.00267383,0,,6,,,5.0,5.0,2.0,1.0,,4.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411399,home,Sassuolo,Ruan,ruan,Ruan,D,187,1238,M,914487,EUR,928713600,D,44,44,False,,34.0,31.0,1.0,1.0,28.0,31.0,3.0,3.0,5.0,3.0,,,,89.0,45.0,7.0,3.0,0.0,0.0,0.283967,0,,4,,,2.0,2.0,1.0,2.0,,2.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10411399,home,Sassuolo,Rogério,rogerio,Rogério,D,178,289,M,830551,EUR,884649600,D,6,6,False,,27.0,26.0,3.0,2.0,12.0,12.0,14.0,19.0,4.0,3.0,,,,90.0,58.0,6.8,10.0,0.0,0.0,0.00524037,0,,13,4.0,,,2.0,,,2.0,1.0,6.0,,2.0,3.0,,,1.0,1.0,2.0,,,,,,,,,,,,,
10411399,home,Sassuolo,Davide Frattesi,davide-frattesi,D. Frattesi,M,178,5601,M,835600,EUR,937958400,M,16,16,False,,27.0,24.0,2.0,1.0,8.0,9.0,16.0,19.0,2.0,7.0,,,,90.0,42.0,7.0,7.0,0.0764,0.0,0.0317713,2,,16,1.0,,,5.0,,,1.0,,1.0,,2.0,,,,,2.0,,davidefrrattesi_22,1.0,2.0,3.0,1.0,,,,,,,,
10411399,home,Sassuolo,Maxime López,maxime-lopez,M. López,M,167,1284,M,352802,EUR,881193600,M,27,27,False,,62.0,59.0,5.0,5.0,19.0,21.0,40.0,41.0,1.0,4.0,,,,90.0,67.0,6.9,4.0,0.0172,0.3304,0.0573297,1,,21,,,,,,1.0,,,4.0,2.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,
10411399,home,Sassuolo,Matheus Henrique,matheus-henrique,M. Henrique,M,175,2961,M,912786,EUR,882489600,M,7,7,False,,28.0,23.0,2.0,1.0,10.0,11.0,13.0,19.0,,4.0,,,,71.0,32.0,6.4,9.0,0.0,0.0,0.017659,0,,8,2.0,,,,,,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
10411399,home,Sassuolo,Nedim Bajrami,nedim-bajrami,N. Bajrami,M,179,1671,M,825861,EUR,920160000,F,20,20,False,,28.0,18.0,1.0,,3.0,5.0,17.0,34.0,2.0,4.0,,,,78.0,55.0,7.3,24.0,0.0801,0.0,0.185237,2,,14,11.0,2.0,,1.0,,2.0,,,2.0,,2.0,,,,2.0,1.0,,,1.0,2.0,,3.0,,,,,,,,
10411399,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,185,2688,M,826198,EUR,927072000,F,9,9,False,,8.0,5.0,1.0,,3.0,3.0,2.0,5.0,,1.0,,,,45.0,10.0,6.5,5.0,0.0,0.0,0.00314986,0,,99,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,
10411399,home,Sassuolo,Armand Laurienté,armand-lauriente,A. Laurienté,M,177,2531,M,932643,EUR,912729600,F,45,45,False,,26.0,18.0,3.0,1.0,4.0,5.0,14.0,23.0,,5.0,,,,78.0,50.0,6.4,21.0,0.0,0.0,0.0328521,0,,45,2.0,,,7.0,,,,1.0,10.0,,2.0,,,,3.0,11.0,,,5.0,,2.0,1.0,,,,,,,,
10411399,home,Sassuolo,Grégoire Defrel,gregoire-defrel,G. Defrel,F,179,185,M,148566,EUR,677116800,F,92,92,True,,5.0,4.0,,,3.0,3.0,1.0,2.0,1.0,2.0,,,,45.0,17.0,7.2,6.0,0.3464,0.5597,0.00068272,2,,92,,,1.0,1.0,,,,,5.0,2.0,2.0,,,,1.0,2.0,,,,,,1.0,2.0,,1.0,1.0,,,,
10411399,home,Sassuolo,Abdou Harroui,abdou-harroui,A. Harroui,M,181,1064,M,915812,EUR,884649600,M,8,8,True,,1.0,1.0,,,,,3.0,3.0,1.0,,,,,19.0,11.0,7.3,,0.1386,0.0,0.255996,2,,21,2.0,2.0,,3.0,,,3.0,1.0,1.0,,,,,,,,2.0,,,2.0,,2.0,,,1.0,,1.0,,,
10411399,home,Sassuolo,Nadir Zortea,zortea-nadir,N. Zortea,M,187,1108,M,928104,EUR,929750400,D,21,21,True,,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,,,12.0,10.0,6.3,5.0,0.0,0.0,5.469e-05,0,,20,1.0,,,1.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
10411399,home,Sassuolo,Emil Konradsen Ceide,emil-konradsen-ceide,E. K. Ceide,F,175,915,M,933263,EUR,999475200,F,15,15,True,,4.0,3.0,,,3.0,3.0,,1.0,,1.0,,,,12.0,5.0,6.2,1.0,0.2184,0.1971,4.01e-06,1,,35,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
10411399,home,Sassuolo,Gian Marco Ferrari,gian-marco-ferrari,G. M. Ferrari,D,189,224,M,170887,EUR,705888000,D,13,13,True,,,,,,,,,,,,,,,1.0,3.0,,,0.0304,0.0,0.0,1,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
