match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_fouls,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_goals
14131900,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,1,1,False,31.0,25.0,9.0,3.0,0.0,24.0,24.0,1.0,7.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,90.0,40.0,7.6,6.0,0.00026362,22.908282468671,3.0,7.455,4.935,0.4673,0,0.9645,0.01,0.0,-0.09,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131900,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,60.0,51.0,7.0,1.0,0.0,23.0,24.0,28.0,36.0,2.0,1.0,,,,,,90.0,92.0,6.9,17.0,0.133066,90.613972449755,15.0,61.95,14.7,,0,,0.39,0.08,-0.15,,5.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14131900,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,72.0,65.0,8.0,2.0,0.0,50.0,51.0,15.0,21.0,6.0,1.0,,,,,,80.0,83.0,6.6,8.0,0.00912135,143.57440975309,26.0,36.435,8.925,,0,,0.13,0.05,-0.08,,,,2.0,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14131900,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,77.0,67.0,10.0,3.0,0.0,38.0,41.0,29.0,36.0,7.0,4.0,,,,,,90.0,92.0,6.5,11.0,0.0407671,87.16211613637,16.0,23.1,12.18,,2,,0.34,0.04,-0.09,,,,4.0,,1.0,1.0,1.0,,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2233,-0.53,,,,,,,,,,,,,,
14131900,home,Sporting Braga,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,D,5,5,False,42.0,30.0,5.0,2.0,0.0,9.0,12.0,21.0,30.0,2.0,6.0,,,,,,90.0,83.0,7.5,19.0,0.605504,85.398258253062,12.0,56.7,33.495,,0,,0.69,0.01,-0.14,,10.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,,2.0,,2.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,
14131900,home,Sporting Braga,Gabriel Martínez,gabriel-martinez,G. Martínez,M,77,185,489,M,1134430,EUR,1043193600,M,77,77,False,37.0,31.0,,,0.0,9.0,9.0,22.0,28.0,,2.0,,,,,,90.0,61.0,6.7,14.0,0.0436054,106.05664570239,17.0,41.055,8.82,,0,,0.06,0.17,-0.07,,2.0,,7.0,1.0,1.0,,2.0,3.0,,,,6.0,2.0,,,,,,,,2.0,5.0,3.0,Gabriel Martínez,,,,,,,,,,
14131900,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,8,8,False,85.0,65.0,4.0,,0.0,30.0,36.0,35.0,49.0,,8.0,,,,,,90.0,103.0,7.2,25.0,0.119849,159.10741459816,20.0,100.065,20.37,,3,,0.23,0.09,-0.12,,1.0,1.0,8.0,,4.0,3.0,3.0,2.0,1.0,,2.0,3.0,,1.0,3.0,,1.0,,0.7436,0.16,1.0,1.0,,,,True,1.0,2.0,1.0,0.2584,,,,
14131900,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,False,25.0,21.0,3.0,1.0,0.0,12.0,14.0,9.0,11.0,,2.0,,,,,,45.0,31.0,6.3,4.0,0.00841869,30.998478896869,5.0,7.14,5.67,,0,,-0.13,0.02,-0.08,,,,2.0,2.0,1.0,,,,,,1.0,3.0,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,
14131900,home,Sporting Braga,Pau Víctor,pau-victor,P. Víctor,F,18,182,39072,M,1031567,EUR,1006819200,M,18,18,False,16.0,11.0,,,0.0,4.0,4.0,7.0,12.0,3.0,4.0,,,,,,45.0,26.0,6.5,8.0,0.00760623,7.7867755543372,2.0,0.52500000000001,0.94499999999999,,1,,-0.07,0.01,0.15,,2.0,,1.0,,,,,,,,,1.0,,,1.0,,,,0.0894,0.22,1.0,1.0,1.0,,,,,1.0,,0.3863,PauVíctor,,,
14131900,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,False,19.0,14.0,,,0.0,2.0,3.0,12.0,16.0,1.0,2.0,,,,,,90.0,26.0,6.5,7.0,0.0286065,22.53395924056,3.0,16.275,14.175,,1,,-0.09,0.28,0.0,,1.0,,3.0,,,,,,,3.0,2.0,4.0,,,,1.0,,,0.0511,-0.51,1.0,1.0,1.0,,,,,,,,,,,
