match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_goals,stat_totalOffside,stat_goalAssist,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
10388357,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,26.0,13.0,20.0,7.0,6.0,9.0,7.0,17.0,8.0,1.0,3.0,90.0,33.0,7.3,13.0,0.0,0.0,0.00975881,0,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388357,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,25.0,20.0,7.0,6.0,10.0,12.0,10.0,14.0,6.0,,,90.0,43.0,8.1,6.0,0.1837,0.0212,0.0634617,3,,,,1.0,3.0,4.0,4.0,8.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388357,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,39.0,30.0,9.0,5.0,19.0,22.0,11.0,17.0,9.0,,,90.0,49.0,7.3,10.0,0.0,0.0,0.0224643,0,,,,,2.0,2.0,3.0,3.0,,,3.0,,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10388357,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,41.0,31.0,5.0,2.0,16.0,21.0,15.0,20.0,5.0,,,90.0,51.0,7.0,12.0,0.0811,0.0,0.0201645,1,,,,,2.0,3.0,3.0,7.0,,,1.0,,,1.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10388357,home,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,30.0,21.0,5.0,4.0,4.0,6.0,24.0,44.0,5.0,,,78.0,79.0,8.2,27.0,0.1044,0.0,0.459488,1,,,,20.0,,,2.0,7.0,,,1.0,,,3.0,1.0,1.0,,2.0,1.0,True,7.0,2.0,3.0,3.0,4.0,,,,,,,,,,
10388357,home,1. FC Union Berlin,Aissa Laïdouni,aissa-laidouni,A. Laïdouni,M,93,182,3217,M,828077,EUR,850435200,M,20,20,False,21.0,15.0,1.0,1.0,3.0,3.0,12.0,18.0,8.0,,,63.0,31.0,6.6,12.0,0.0,0.0,0.0233929,0,,,,,1.0,3.0,5.0,6.0,,,,,,1.0,1.0,,1.0,4.0,,,,2.0,2.0,2.0,,laids_93,1.0,,,,,,,,
10388357,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,39.0,30.0,6.0,2.0,13.0,14.0,18.0,27.0,9.0,,,90.0,50.0,7.6,11.0,0.0622,0.5763,0.023824,1,,,,2.0,2.0,5.0,3.0,8.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,
10388357,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,21.0,17.0,1.0,,4.0,4.0,13.0,18.0,7.0,,,63.0,32.0,6.8,8.0,0.0218,0.0787,0.0376461,1,,,,1.0,,1.0,3.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,2.0,,1.0,,,,,,,,
10388357,home,1. FC Union Berlin,Jérôme Roussillon,jerome-roussillon,J. Roussillon,D,21,175,187,M,146500,EUR,726278400,M,26,26,False,29.0,20.0,4.0,,10.0,10.0,11.0,23.0,4.0,,,89.0,57.0,6.6,17.0,0.0954,0.1062,0.0727679,2,,,,4.0,1.0,1.0,7.0,5.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,7.0,3.0,,,,,,,,,,,
10388357,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,False,25.0,20.0,,,1.0,1.0,21.0,36.0,4.0,,,90.0,58.0,7.2,22.0,0.1827,0.0,0.228377,3,,,,12.0,1.0,1.0,6.0,7.0,2.0,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,2.0,,6.0,4.0,,,2.0,,1.0,,,,,,
