match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_wasFouled,stat_dispossessed,stat_errorLeadToAShot,stat_bigChanceCreated,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_hitWoodwork,stat_goals
14025123,home,Bournemouth,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194.0,8562,M,dj.petrovic12,882604,EUR,939340800,G,1,1,False,32.0,19.0,16.0,4.0,0.0,18.0,21.0,1.0,11.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,90.0,44.0,6.6,13.0,0.00021607,30.081480979836,4.0,15.12,9.765,0.567,0,-0.3323,0.0,0.0,-0.32,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025123,home,Bournemouth,Álex Jiménez,alex-jimenez,A. Jiménez,D,20,177.0,3553,M,,1184308,EUR,1115510400,D,20,20,False,35.0,29.0,2.0,1.0,0.0,16.0,17.0,13.0,18.0,2.0,5.0,9.0,2.0,,,,,90.0,71.0,7.0,18.0,0.036528,186.08756581705,16.0,140.91,34.965,,1,,0.26,0.26,-0.05,,Alejandro Jiménez,,7.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0883,-0.16,,,,,,,,,,,,,,,,
14025123,home,Bournemouth,Veljko Milosavljević,milosavljevic-veljko,V. Milosavljević,D,44,192.0,1769,M,,1406130,EUR,1182988800,D,44,44,False,59.0,49.0,8.0,3.0,0.0,31.0,34.0,18.0,25.0,4.0,5.0,8.0,4.0,,,,,90.0,74.0,6.9,10.0,0.0128726,275.19796109707,27.0,207.27,26.04,,1,,0.17,0.15,0.41,,,,,,7.0,7.0,,1.0,1.0,,,,,,0.1513,-0.26,1.0,1.0,2.0,,,,,,,,,,,,,
14025123,home,Bournemouth,Bafodé Diakité,bafode-diakite,B. Diakité,D,18,182.0,1863,M,,962408,EUR,978739200,D,18,18,False,66.0,60.0,8.0,3.0,0.0,42.0,42.0,18.0,24.0,2.0,4.0,8.0,6.0,,,,,90.0,81.0,7.0,7.0,0.00361011,183.10148980154,26.0,109.41,15.75,,0,,0.1,0.13,0.68,,,,1.0,,4.0,4.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
14025123,home,Bournemouth,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176.0,1506,M,,999028,EUR,1006214400,D,3,3,False,56.0,49.0,3.0,1.0,0.0,22.0,24.0,27.0,32.0,2.0,9.0,10.0,5.0,,,,,90.0,93.0,7.2,16.0,0.0771995,156.49576568585,20.0,75.18,18.69,,0,,0.26,0.08,-0.01,,,,4.0,1.0,2.0,4.0,,3.0,3.0,,3.0,1.0,4.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,
14025123,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175.0,2918,M,,800419,EUR,918950400,M,12,12,False,56.0,50.0,2.0,,0.0,29.0,30.0,21.0,26.0,3.0,6.0,3.0,3.0,,,,,90.0,75.0,6.8,9.0,0.0165494,72.120515578675,10.0,34.755,7.98,,0,,0.16,0.08,-0.09,,,,,,,3.0,,,,,1.0,1.0,3.0,3.0,,,,,,1.0,,2.0,,1.0,,,,,,,,
14025123,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178.0,2382,M,,1104986,EUR,1061424000,M,8,8,False,52.0,47.0,1.0,,0.0,25.0,27.0,22.0,25.0,,2.0,5.0,5.0,,,,,80.0,66.0,6.9,7.0,0.0822025,187.58653313896,20.0,93.555,27.3,,0,,0.22,0.19,0.28,,Alex Scott,,,,1.0,3.0,,,,,,,2.0,2.0,,,,,2.0,1.0,,2.0,,,,,,,,,,
14025123,home,Bournemouth,Amine Adli,amine-adli,A. Adli,F,21,174.0,17519,M,amine_ad10,991478,EUR,957916800,M,21,21,False,14.0,11.0,,,0.0,2.0,2.0,9.0,12.0,1.0,5.0,4.0,,,,,,60.0,29.0,6.6,8.0,0.0129484,56.29703062437,3.0,40.95,36.96,,0,,-0.09,-0.61,0.32,,,,2.0,,1.0,5.0,,,,,2.0,,1.0,3.0,,,,,,,,2.0,1.0,,,,,,,,,
14025123,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171.0,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,19.0,15.0,,,0.0,6.0,8.0,9.0,11.0,,4.0,,2.0,,,,,70.0,36.0,6.7,11.0,0.176246,69.409032588268,12.0,13.545,10.71,,0,,0.14,0.24,-0.01,,,,2.0,1.0,2.0,6.0,,1.0,1.0,,1.0,1.0,4.0,2.0,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,
14025123,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185.0,84914,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,29.0,25.0,2.0,2.0,0.0,12.0,12.0,13.0,17.0,2.0,8.0,3.0,8.0,,,,,90.0,52.0,7.2,9.0,0.147365,213.54618100605,15.0,77.385,22.26,,3,,0.22,0.34,0.31,,,,,,3.0,8.0,,6.0,2.0,1.0,3.0,3.0,,,0.2639,-0.36,,,,,,1.0,1.0,,,,True,2.0,0.5009,,,
