match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_wasFouled,stat_goals,stat_totalOffside,player_lastName,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_lastManTackle,stat_errorLeadToAShot
12451030,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,True,15.0,11.0,13.0,9.0,0.0,8.0,10.0,3.0,5.0,3.0,1.0,2.0,90.0,19.0,6.3,4.0,0.0022357,0,-0.9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451030,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,,36.0,27.0,5.0,3.0,0.0,5.0,7.0,23.0,34.0,,,,90.0,64.0,6.4,17.0,0.0606058,1,,Enzo Tchato Mbiayi,5.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.006,1.0,,,,,,,,,,,,,,,,,
12451030,home,Montpellier,Yael Mouanga,yael-mouanga,Y. Mouanga,D,23,183,91,M,1170536,EUR,1122076800,D,47,47,False,,27.0,23.0,4.0,3.0,0.0,18.0,20.0,5.0,7.0,4.0,,,90.0,36.0,6.2,5.0,0.00161181,0,,Yael Mouanga,,,3.0,1.0,4.0,2.0,,,,,5.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
12451030,home,Montpellier,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,2,2,False,,13.0,12.0,,,0.0,9.0,10.0,3.0,3.0,2.0,,,62.0,17.0,6.1,1.0,0.00047629,0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12451030,home,Montpellier,Theo Sainte Luce,theo-sainte-luce,T. S. Luce,D,17,181,53,M,901152,EUR,908841600,D,17,17,False,,27.0,20.0,2.0,1.0,0.0,8.0,11.0,14.0,21.0,4.0,,,90.0,51.0,6.5,15.0,0.111777,0,,,5.0,2.0,1.0,1.0,3.0,7.0,,3.0,3.0,,1.0,,3.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
12451030,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,,31.0,28.0,1.0,1.0,0.0,13.0,14.0,15.0,17.0,5.0,,,69.0,42.0,6.3,6.0,0.0085871,2,,,,,,1.0,2.0,1.0,,1.0,,2.0,1.0,2.0,,,0.0451,,1.0,,,,,,,,,,,,,,,,
12451030,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,,37.0,33.0,8.0,5.0,0.0,17.0,18.0,16.0,20.0,4.0,,,90.0,50.0,6.6,6.0,0.0110211,2,,,1.0,,,,,,,,,1.0,2.0,1.0,,,0.1147,,,1.0,,,1.0,,,,,,,,,,,,
12451030,home,Montpellier,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183,464,M,1492676,EUR,1132876800,M,19,19,False,,14.0,7.0,,,0.0,5.0,5.0,2.0,10.0,3.0,,,62.0,23.0,6.8,9.0,0.00190269,1,,,1.0,,1.0,1.0,2.0,3.0,1.0,,,,,2.0,2.0,1.0,0.062,,,,2.0,,,1.0,0.1616,,,,,,,,,,
12451030,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,,45.0,39.0,12.0,9.0,1.0,16.0,17.0,23.0,38.0,3.0,,,90.0,71.0,8.0,17.0,0.699535,2,,,10.0,,,,3.0,7.0,1.0,3.0,3.0,1.0,,,1.0,1.0,0.191,2.0,,,1.0,2.0,,1.0,0.1302,1.0,3.0,,,,,,,,
12451030,home,Montpellier,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,478,M,954060,EUR,982454400,F,70,70,False,,17.0,14.0,,,0.0,3.0,3.0,11.0,14.0,3.0,,,69.0,35.0,7.5,8.0,0.064564,1,,,,,1.0,2.0,5.0,7.0,1.0,2.0,1.0,,,,2.0,4.0,0.9311,2.0,,,1.0,3.0,,1.0,0.9096,,3.0,1.0,1.0,,,,,,
