match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goals,stat_goalAssist
11396345,home,Darmstadt 98,Marcel Schuhen,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,True,45.0,39.0,10.0,4.0,37.0,39.0,2.0,6.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,90.0,53.0,6.8,6.0,0.0021267,0,-0.4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Christoph Klarer,christoph-klarer,C. Klarer,D,4,191,230,M,865554,EUR,960940800,D,14,14,False,,73.0,68.0,5.0,2.0,44.0,47.0,24.0,26.0,3.0,4.0,3.0,1.0,,,,75.0,80.0,7.0,5.0,0.0158466,0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Klaus Gjasula,klaus-gjasula,K. Gjasula,M,8,189,238,M,163673,EUR,629596800,D,23,23,False,,87.0,77.0,12.0,10.0,36.0,39.0,42.0,51.0,7.0,2.0,3.0,1.0,,,,90.0,101.0,7.7,12.0,0.192445,1,,5.0,1.0,,3.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0278,1.0,,,,,,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Thomas Isherwood,thomas-isherwood,T. Isherwood,D,3,195,70,M,791928,EUR,885945600,D,3,3,False,,74.0,65.0,8.0,5.0,32.0,36.0,33.0,38.0,3.0,2.0,1.0,,,,,84.0,84.0,7.0,9.0,0.0970719,0,,,,1.0,,,2.0,3.0,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Clemens Riedel,clemens-riedel,C. Riedel,D,38,186,359,M,1129360,EUR,1058572800,M,38,38,False,,44.0,38.0,4.0,3.0,19.0,21.0,19.0,27.0,5.0,,3.0,1.0,,,,75.0,66.0,7.1,13.0,0.0486023,0,,1.0,,2.0,4.0,,1.0,4.0,,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Bartol Franjić,bartol-franjic,B. Franjić,D,4,188,631,M,880742,EUR,947808000,M,28,28,False,,49.0,40.0,5.0,2.0,14.0,15.0,26.0,36.0,2.0,,2.0,,,,,90.0,59.0,6.9,12.0,0.0286046,0,,1.0,,4.0,2.0,,2.0,5.0,,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Fabian Schnellhardt,fabian-schnellhardt,F. Schnellhardt,M,,180,19,M,138159,EUR,758332800,M,8,8,False,,57.0,50.0,3.0,2.0,22.0,23.0,30.0,38.0,3.0,,8.0,1.0,,,,84.0,70.0,7.3,11.0,0.0727392,3,,,,1.0,4.0,2.0,,1.0,,2.0,,0.0725,1.0,,,1.0,1.0,,1.0,2.0,1.0,0.2547,,,,,,,,,
11396345,home,Darmstadt 98,Emir Karić,emir-karic,E. Karić,D,17,186,635,M,796032,EUR,865814400,M,19,19,False,,63.0,53.0,6.0,5.0,17.0,21.0,38.0,47.0,1.0,2.0,2.0,,,,,90.0,87.0,7.2,19.0,0.309804,1,,1.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,,4.0,0.06,1.0,,,,4.0,,,,,,,,,,,,,,
11396345,home,Darmstadt 98,Luca Pfeiffer,luca-pfeiffer,L. Pfeiffer,F,16,196,147,M,842212,EUR,840499200,F,24,24,False,,22.0,17.0,1.0,,6.0,6.0,11.0,16.0,7.0,,3.0,3.0,,,,90.0,32.0,6.8,9.0,0.048572,2,,4.0,,1.0,,,1.0,4.0,1.0,,1.0,0.1946,1.0,1.0,,,2.0,,1.0,1.0,,0.7621,,,1.0,,,,,,
11396345,home,Darmstadt 98,Mathias Honsak,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,F,18,18,False,,27.0,21.0,,,6.0,6.0,15.0,21.0,2.0,1.0,2.0,,,,,75.0,42.0,6.9,13.0,0.0232076,4,,1.0,,,,,2.0,7.0,1.0,,3.0,0.2126,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,2.0,0.3638,,,,,,,,,
