match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,captain,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_fouls,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,player_sofascoreId,stat_errorLeadToAShot,stat_goodHighClaim,stat_bigChanceMissed,stat_hitWoodwork
12499432,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,40.0,28.0,23.0,11.0,0.0,17.0,20.0,11.0,20.0,10.0,2.0,2.0,1.0,1.0,90.0,44.0,7.4,12.0,0.0043513,0,0.2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,40.0,34.0,5.0,4.0,0.0,15.0,17.0,19.0,23.0,5.0,,,,,90.0,51.0,7.5,6.0,0.0277182,1,,,,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0151,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,47.0,40.0,5.0,2.0,0.0,27.0,29.0,13.0,18.0,4.0,,,,,90.0,62.0,7.6,7.0,0.187628,0,,,,,,5.0,,,6.0,2.0,3.0,2.0,,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,False,37.0,27.0,7.0,3.0,1.0,14.0,20.0,13.0,17.0,5.0,,,,,90.0,49.0,7.7,11.0,0.295875,0,,,,2.0,4.0,3.0,1.0,,3.0,3.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,M,11,11,False,40.0,29.0,8.0,4.0,0.0,7.0,9.0,23.0,36.0,4.0,,,,,87.0,66.0,7.5,17.0,0.079475,1,,,,1.0,3.0,4.0,2.0,1.0,2.0,1.0,,,0.0204,,,,2.0,3.0,,,5.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
12499432,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,40.0,32.0,3.0,2.0,0.0,10.0,12.0,22.0,30.0,2.0,,,,,90.0,56.0,6.9,13.0,0.328566,3,,,,,5.0,3.0,,1.0,1.0,,,,0.0824,,1.0,1.0,1.0,,,2.0,2.0,,4.0,1.0,,2.0,,,,,,,,,,
12499432,home,FC Augsburg,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4634,M,885864,EUR,883612800,M,19,19,False,30.0,26.0,1.0,,0.0,4.0,5.0,22.0,26.0,4.0,,,,,90.0,53.0,7.8,8.0,0.0250123,1,,,,,3.0,11.0,,,,2.0,4.0,2.0,0.015,,,1.0,3.0,1.0,,1.0,1.0,,4.0,4.0,1.0,,2.0,1.0,0.0605,,,,,,,
12499432,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,M,13,13,False,37.0,30.0,1.0,,0.0,5.0,6.0,26.0,33.0,7.0,,,,,90.0,66.0,7.1,14.0,0.0462207,0,,,,,2.0,3.0,,,2.0,2.0,1.0,,,,,1.0,,1.0,,,2.0,1.0,4.0,2.0,1.0,,,,,,,,,,,
12499432,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,F,24,24,False,21.0,15.0,1.0,1.0,0.0,3.0,3.0,13.0,22.0,1.0,,,,,71.0,33.0,6.9,13.0,0.0161866,0,,,,1.0,3.0,3.0,,,,,,,,,,,1.0,,,,4.0,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,
12499432,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,F,20,20,False,22.0,16.0,,,0.0,5.0,5.0,11.0,17.0,4.0,,,,,87.0,40.0,7.0,14.0,0.0317936,1,,,,1.0,7.0,6.0,,1.0,,3.0,2.0,2.0,0.0195,,2.0,,,1.0,,1.0,,,5.0,2.0,3.0,,2.0,,,1.0,,,,,,
12499432,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,False,20.0,13.0,,,0.0,4.0,7.0,9.0,13.0,2.0,,,,,79.0,26.0,7.4,10.0,0.00758333,3,,,,4.0,6.0,6.0,,1.0,,,,,0.5783,,6.0,,,,,2.0,,,,,3.0,1.0,,1.0,0.3158,1.0,1.0,,,,,
12499432,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,True,7.0,5.0,,,0.0,1.0,1.0,4.0,6.0,2.0,,,,,19.0,13.0,6.8,2.0,0.00217863,0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Samuel Essende,samuel-essende,S. Essende,F,9,192,6430,M,855808,EUR,885513600,F,9,9,True,3.0,1.0,1.0,1.0,0.0,,,1.0,3.0,1.0,,,,,11.0,6.0,6.6,4.0,0.00089595,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,essende.s,,,,
12499432,home,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,,10.0,3.0,6.5,1.0,3.06e-06,0,,Noahkai,Banks,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12499432,home,FC Augsburg,Steve Mounié,steve-mounie,S. Mounié,F,9,190,6022,M,345035,EUR,780796800,F,15,15,True,7.0,4.0,1.0,,0.0,,,4.0,7.0,,,,,,10.0,10.0,6.5,4.0,0.00265212,0,,,,1.0,2.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,
12499432,home,FC Augsburg,Nediljko Labrović,nediljko-labrovic,N. Labrović,G,22,196,1320,M,947986,EUR,939513600,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Mert Kömür,mert-komur,M. Kömür,M,36,183,897,M,1390682,EUR,1121558400,M,36,36,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499432,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499432,away,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,34.0,26.0,11.0,3.0,0.0,25.0,28.0,1.0,6.0,10.0,1.0,3.0,,,90.0,47.0,7.2,8.0,0.0002955,0,-0.6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12499432,away,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,53.0,49.0,3.0,2.0,0.0,28.0,29.0,21.0,26.0,8.0,,,,,84.0,72.0,6.6,9.0,0.0596723,0,,,,4.0,9.0,1.0,5.0,,3.0,,1.0,1.0,,,,1.0,,,,,2.0,,,,2.0,,,,,,,,,,,
