match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_expectedGoals,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot
11369377,home,Real Betis,Claudio Bravo,claudio-bravo,C. Bravo,G,184,2223,M,13249,EUR,419040000,G,1,1,False,24.0,18.0,11.0,5.0,17.0,17.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,90.0,28.0,6.9,6.0,0.00029625,0,0.0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369377,home,Real Betis,Héctor Bellerín,hector-bellerin,H. Bellerín,D,178,3870,M,188365,EUR,795571200,D,2,2,False,55.0,45.0,7.0,5.0,17.0,18.0,30.0,43.0,3.0,8.0,,,,,90.0,81.0,7.4,21.0,0.132523,0,,2,Bellerín,6.0,2.0,3.0,2.0,9.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
11369377,home,Real Betis,Germán Pezzella,german-pezzella,G. Pezzella,D,187,3493,M,158241,EUR,677980800,D,6,6,False,37.0,33.0,5.0,2.0,21.0,22.0,12.0,15.0,7.0,7.0,,,,,90.0,50.0,6.8,6.0,0.00433372,1,,6,germanpezzella,,,4.0,1.0,6.0,1.0,,1.0,,,,1.0,,3.0,,True,1.0,2.0,1.0,0.0987,,,,,,,,,,,,,
11369377,home,Real Betis,Chadi Riad,chadi-riad,C. Riad,D,186,10944,M,1064218,EUR,1047859200,D,28,28,False,35.0,28.0,4.0,2.0,22.0,26.0,6.0,9.0,2.0,2.0,,,,,69.0,38.0,6.8,7.0,0.122951,0,,34,chadiriad17,,,2.0,3.0,2.0,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11369377,home,Real Betis,Juan Miranda,juan-miranda,J. Miranda,D,185,2208,M,855829,EUR,948240000,D,3,3,False,58.0,50.0,3.0,1.0,16.0,18.0,35.0,42.0,3.0,7.0,,,,,90.0,74.0,8.2,11.0,0.867469,0,,33,,2.0,1.0,,,,2.0,,,,2.0,2.0,,,,3.0,,,,,,1.0,2.0,,,,,,,,,,,
11369377,home,Real Betis,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,185,3908,M,609752,EUR,766108800,M,5,5,False,47.0,46.0,2.0,2.0,23.0,23.0,23.0,24.0,,3.0,,,,,90.0,54.0,7.1,1.0,0.0327706,0,,2,guiido_rodriguez,,,3.0,,3.0,4.0,,,,3.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
11369377,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,184,1491,M,847128,EUR,848966400,M,21,21,False,50.0,43.0,3.0,3.0,15.0,17.0,28.0,34.0,1.0,9.0,,,,,90.0,70.0,7.2,14.0,0.0171636,3,,21,,1.0,,,1.0,5.0,7.0,,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,0.1266,,,2.0,2.0,1.0,,,,,,,,
11369377,home,Real Betis,Assane Diao,assane-diao,A. Diao,F,185,18044,M,1493689,EUR,1126051200,M,38,38,False,15.0,12.0,,,1.0,2.0,11.0,13.0,,,,,,,61.0,28.0,6.3,8.0,0.0110452,2,,38,,,,1.0,1.0,5.0,4.0,,5.0,2.0,,,1.0,1.0,,,,1.0,,,0.4527,,,1.0,1.0,,,,1.0,,,,,
11369377,home,Real Betis,Isco,isco,Isco,M,176,26276,M,103417,EUR,703814400,M,22,22,False,66.0,62.0,8.0,8.0,12.0,12.0,52.0,61.0,,5.0,,,,,87.0,96.0,8.1,16.0,0.22081,5,,22,iscoalarcon,7.0,2.0,3.0,,8.0,7.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,,4.0,,2.0,1.0,,0.201,,,,2.0,,,,,1.0,0.1838,,,
11369377,home,Real Betis,Ayoze Pérez,ayoze-perez,A. Pérez,F,180,3785,M,345195,EUR,743385600,M,10,10,False,26.0,24.0,2.0,2.0,3.0,3.0,21.0,23.0,,5.0,,,,,90.0,43.0,8.0,4.0,0.445575,5,,22,,,,2.0,,7.0,7.0,,4.0,3.0,1.0,,,3.0,3.0,2.0,,3.0,,1.0,0.7437,,,1.0,1.0,,,,1.0,1.0,0.2567,1.0,,
