match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox
11472206,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,27.0,16.0,20.0,9.0,13.0,15.0,3.0,12.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,34.0,7.2,11.0,0.0,0.0,0.00045829,0,0.2067,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Khellven,,,khellven,Khellven,D,12,176,2672,M,,984896,EUR,983059200,D,2,2,False,23.0,15.0,2.0,1.0,6.0,9.0,11.0,20.0,,2.0,1.0,1.0,3.0,,,,76.0,43.0,7.4,13.0,0.1661,0.0,0.0401969,2,,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11472206,home,Athletico,Cacá,,,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,45.0,34.0,8.0,4.0,26.0,33.0,8.0,12.0,3.0,3.0,7.0,1.0,4.0,,,,90.0,55.0,6.9,11.0,0.0,0.0,0.00548799,0,,,,,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,
11472206,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,47.0,44.0,10.0,9.0,28.0,29.0,16.0,18.0,3.0,3.0,1.0,1.0,4.0,,,,90.0,54.0,7.5,3.0,0.0096,0.1694,0.00933847,1,,,,,2.0,3.0,,,,,,,,1.0,1.0,True,1.0,1.0,,,,,,,,
11472206,home,Athletico,Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,L. Esquivel,D,37,183,1067,M,,1087079,EUR,1003017600,D,37,37,False,57.0,43.0,11.0,2.0,26.0,33.0,18.0,29.0,,3.0,1.0,,11.0,,,,90.0,83.0,6.9,22.0,0.0,0.0,0.128199,0,,,5.0,1.0,1.0,5.0,,,,,,,,1.0,2.0,,,,2.0,3.0,3.0,,,,,
11472206,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,43.0,39.0,6.0,5.0,20.0,20.0,19.0,23.0,1.0,2.0,1.0,1.0,8.0,,,,86.0,56.0,6.8,9.0,0.0172,0.0,0.00629646,1,,,,,1.0,4.0,1.0,,,1.0,,4.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,
11472206,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,55.0,49.0,7.0,5.0,21.0,21.0,28.0,34.0,1.0,11.0,,1.0,4.0,,,,90.0,77.0,7.2,11.0,0.0,0.0,0.0551749,0,,,,,2.0,8.0,4.0,2.0,,,,,3.0,2.0,2.0,,,,2.0,5.0,1.0,,,,,
11472206,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,M,8,8,False,23.0,21.0,2.0,1.0,6.0,7.0,15.0,18.0,,,,,3.0,,,,45.0,26.0,6.7,4.0,0.0184,0.3195,0.0186151,1,,,2.0,,1.0,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,
11472206,home,Athletico,Arturo Vidal,,,arturo-vidal,Arturo Vidal,M,23,180,11964,M,kingarturo23,18342,EUR,548640000,M,23,23,False,22.0,19.0,,,8.0,8.0,11.0,14.0,,3.0,1.0,,4.0,,,,67.0,30.0,6.4,5.0,0.0,0.0,0.0109281,0,,,,,5.0,7.0,,,,,,1.0,3.0,,3.0,,,,1.0,,,,,,,
11472206,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,M,14,14,False,33.0,29.0,4.0,2.0,13.0,15.0,16.0,19.0,,7.0,,,6.0,,,,90.0,51.0,7.4,10.0,0.1642,0.3733,0.127608,2,,,1.0,,,10.0,5.0,4.0,1.0,,1.0,1.0,2.0,1.0,6.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,
11472206,home,Athletico,Vitor Roque,Vitor Roque,,vitor-roque,V. Roque,F,9,174,72751,M,VRoque,1150391,EUR,1109548800,F,9,9,False,12.0,7.0,1.0,,1.0,1.0,6.0,11.0,,4.0,,,2.0,,,,85.0,23.0,6.7,9.0,0.0939,0.0184,0.00694493,2,,,,,5.0,8.0,1.0,,,1.0,,3.0,3.0,,2.0,,1.0,,,1.0,,,,,,
11472206,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,F,28,28,True,23.0,18.0,3.0,1.0,9.0,11.0,9.0,12.0,,5.0,,,3.0,,,,45.0,30.0,7.6,5.0,0.2587,0.2858,0.0731784,2,,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,1.0,,,4.0,1.0,,,,1.0,
11472206,home,Athletico,Bruno Zapelli,,,bruno-zapelli,Bruno Zapelli,M,10,181,1443,M,,1092354,EUR,1021507200,M,10,10,True,7.0,4.0,,,,1.0,4.0,7.0,,,,,,,,,23.0,14.0,7.0,6.0,0.1038,0.7887,0.0030609,1,,,1.0,,1.0,3.0,1.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,
11472206,home,Athletico,Madson,,,madson,Madson,D,22,182,227,M,,243439,EUR,695260800,D,22,22,True,5.0,3.0,1.0,,2.0,2.0,1.0,3.0,,,,,1.0,,,,14.0,7.0,6.5,2.0,0.0,0.0,0.000711,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Pablo,,,pablo,Pablo,F,92,185,909,M,,374486,EUR,709257600,F,92,92,True,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,16.0,4.0,6.5,2.0,0.0,0.0,7.39e-05,0,,,,,2.0,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,
11472206,home,Athletico,Hugo Moura,,,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,17,17,True,4.0,3.0,,,3.0,3.0,,1.0,1.0,2.0,,,,,,,15.0,6.0,6.5,2.0,0.0,0.0,7.785e-05,0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,
11472206,home,Athletico,Léo Linck,,,leo-linck,L. Linck,G,24,194,1042,M,,1119887,EUR,983577600,G,24,24,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Kaique Rocha,,,kaique-rocha,K. Rocha,D,27,195,456,M,,963990,EUR,983318400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Vinicius Kauê,,,vinicius-kaue,Vinicius Kauê,D,,181,36,M,,1116334,EUR,1046476800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,,844602,EUR,856483200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Marcelo Cirino,,,marcelo-cirino,Marcelo Cirino,F,,182,127,M,,329027,EUR,696038400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11472206,home,Athletico,Rômulo,Rômulo,,romulo,Rômulo,F,40,193,3722,M,,1133743,EUR,1013126400,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
