match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_challengeLost,stat_wonTackle,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_dispossessed,captain,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed
12450258,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,100390,EUR,668563200,G,40,40,False,25.0,22.0,4.0,1.0,0.0,21.0,22.0,1.0,3.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,35.0,7.3,3.0,0.00025107,0,0.3042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450258,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178.0,604,M,141080,EUR,686448000,D,7,7,False,70.0,62.0,8.0,4.0,0.0,22.0,23.0,43.0,56.0,,3.0,,5.0,2.0,,,,,,,90.0,86.0,7.7,16.0,0.11684,0,,9.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
12450258,home,Stade Brestois,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182.0,203,M,1129751,EUR,870566400,D,25,25,False,92.0,80.0,10.0,4.0,0.0,43.0,44.0,37.0,52.0,3.0,4.0,2.0,5.0,,,,,,,,90.0,104.0,7.8,16.0,0.181435,1,,4.0,,2.0,2.0,,,,,,,1.0,3.0,1.0,0.038,,,,,,,,,,,,,,,
12450258,home,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195.0,1264,M,984527,EUR,1018396800,D,3,3,False,84.0,76.0,6.0,4.0,0.0,47.0,52.0,29.0,32.0,3.0,8.0,7.0,4.0,,,,,,,,90.0,99.0,7.8,9.0,0.0126378,1,,,,3.0,4.0,,,1.0,,,,1.0,1.0,5.0,0.0525,1.0,4.0,,,,,,,,,,,,,
12450258,home,Stade Brestois,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179.0,600,M,143344,EUR,723254400,D,22,22,False,48.0,36.0,6.0,2.0,0.0,18.0,22.0,18.0,28.0,5.0,8.0,3.0,,2.0,,,,,,,90.0,78.0,6.9,18.0,0.0125544,1,,2.0,,1.0,4.0,1.0,,3.0,,,,,,1.0,0.0259,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,
12450258,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178.0,964,M,916041,EUR,899164800,M,45,45,False,48.0,43.0,,,0.0,17.0,18.0,26.0,35.0,2.0,6.0,,1.0,1.0,,,,,,,77.0,64.0,7.1,12.0,0.0182934,0,,5.0,,,3.0,1.0,1.0,1.0,,,,,1.0,2.0,,,1.0,,,2.0,1.0,,,,,,,,,
12450258,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185.0,589,M,801306,EUR,738288000,M,20,20,False,97.0,84.0,11.0,6.0,0.0,35.0,37.0,49.0,64.0,,5.0,,8.0,1.0,,,,,,,90.0,118.0,7.0,24.0,0.0879073,1,,4.0,,2.0,6.0,1.0,1.0,5.0,1.0,,,,,3.0,0.0256,2.0,,1.0,,1.0,1.0,,,,,,,,,
12450258,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173.0,194,M,861324,EUR,896486400,M,8,8,False,47.0,46.0,,,0.0,18.0,19.0,28.0,30.0,,2.0,,2.0,1.0,,,,,,,61.0,56.0,6.9,3.0,0.0227965,2,,2.0,,,2.0,,,,,,,,,1.0,0.0499,,1.0,2.0,,2.0,,True,,,,,,,,
12450258,home,Stade Brestois,Romain Faivre,romain-faivre,R. Faivre,M,28,180.0,1033,M,913942,EUR,900374400,F,21,21,False,33.0,24.0,2.0,,0.0,8.0,9.0,16.0,27.0,,3.0,,1.0,1.0,,,,,,,77.0,44.0,6.7,15.0,0.0091291,1,,3.0,,1.0,3.0,3.0,2.0,1.0,,,,,,,0.0168,,,1.0,,,1.0,,,,,,,,,
12450258,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196.0,1367,M,343971,EUR,762134400,F,19,19,False,12.0,9.0,,,0.0,5.0,5.0,4.0,7.0,3.0,4.0,,1.0,1.0,,,,,,,90.0,15.0,6.7,3.0,0.0211413,1,,,,2.0,4.0,,,,,,,1.0,,,0.0448,2.0,,,,,,,1.0,,,,,,,
