match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_goalAssist,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wonTackle,stat_wasFouled,player_height,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,captain,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed,stat_totalOffside
11689346,home,RKAV Volendam,Dion Vlak,Dion Vlak,,dion-vlak,D. Vlak,G,22,6,M,1065542,EUR,993686400.0,G,23,23,False,41.0,20.0,32.0,11.0,13.0,18.0,7.0,23.0,2.0,12.0,2.0,1.0,1.0,90.0,51.0,7.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689346,home,RKAV Volendam,Lex Veerman,,,lex-veerman,L. Veerman,D,4,1,M,1066442,EUR,1034726400.0,D,4,4,False,31.0,20.0,5.0,3.0,11.0,14.0,9.0,18.0,4.0,7.0,,,,90.0,52.0,7.1,16.0,0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11689346,home,RKAV Volendam,Stef Schokker,Stef Schokker,,stef-schokker,S. Schokker,D,3,0,M,1423776,EUR,922492800.0,D,3,3,False,54.0,46.0,11.0,6.0,35.0,38.0,11.0,16.0,4.0,5.0,,,,90.0,63.0,7.4,8.0,1,,3.0,1.0,4.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11689346,home,RKAV Volendam,Daan Steur,Daan Steur,,daan-steur,D. Steur,D,14,8,M,1423740,EUR,1028592000.0,D,14,14,False,47.0,39.0,7.0,4.0,30.0,34.0,9.0,13.0,4.0,4.0,,,,90.0,58.0,7.6,10.0,2,,,2.0,1.0,2.0,,,,,2.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
11689346,home,RKAV Volendam,Perry Karregat,Perry Karregat,,perry-karregat,P. Karregat,D,13,2,M,1423691,EUR,967593600.0,D,13,13,False,29.0,18.0,6.0,,13.0,21.0,5.0,9.0,,8.0,,,,90.0,48.0,6.9,17.0,1,1.0,,2.0,2.0,7.0,,1.0,,,3.0,1.0,,1.0,1.0,2.0,,,,2.0,3.0,,,,,,,,,,
11689346,home,RKAV Volendam,Roy Tol,,,roy-tol,R. Tol,M,7,3,M,902444,EUR,900115200.0,M,7,7,False,22.0,17.0,2.0,1.0,5.0,7.0,17.0,23.0,,7.0,,,,90.0,43.0,8.8,14.0,5,8.0,,,4.0,1.0,1.0,3.0,1.0,,2.0,,,,,,3.0,3.0,,,,173.0,5.0,1.0,2.0,2.0,,,,,
11689346,home,RKAV Volendam,Daan Sier,Daan,Sier,daan-sier,D. Sier,M,28,0,M,1594395,EUR,1078099200.0,M,28,28,False,13.0,9.0,1.0,,5.0,6.0,4.0,7.0,,2.0,,,,63.0,19.0,7.2,5.0,0,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,1.0,,,,1.0,,,1.0,,,,
11689346,home,RKAV Volendam,Eric Veerman,,,eric-veerman,E. Veerman,M,,0,M,253739,EUR,741398400.0,M,26,26,False,33.0,14.0,3.0,,9.0,15.0,5.0,18.0,1.0,8.0,,,,63.0,45.0,6.8,22.0,3,,2.0,4.0,5.0,6.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,180.0,,,1.0,,,,,,
11689346,home,RKAV Volendam,Daan van Baarsen,Daan van Baarsen,,daan-van-baarsen,D. v. Baarsen,M,8,0,M,1423741,EUR,910396800.0,M,8,8,False,10.0,8.0,2.0,1.0,,,10.0,14.0,2.0,2.0,,,,69.0,23.0,7.4,7.0,1,4.0,,1.0,,1.0,,,,,3.0,,,,,,1.0,1.0,,,,,2.0,,,1.0,,,,,
11689346,home,RKAV Volendam,Nick Runderkamp,Nick,Runderkamp,nick-runderkamp,N. Runderkamp,F,10,3,M,807638,EUR,839289600.0,F,20,20,False,28.0,23.0,9.0,7.0,11.0,11.0,13.0,20.0,1.0,2.0,,,,80.0,45.0,7.6,8.0,1,3.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,,,,,3.0,1.0,,,2.0,182.0,1.0,,,,,True,,,
