match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_gender,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_lastManTackle
10437979,home,Boavista,Rafael Bracali,rafael-bracali,R. Bracali,G,182,29,44676,EUR,357868800,G,1,1,False,True,18.0,10.0,12.0,4.0,7.0,7.0,3.0,11.0,2.0,9.0,1.0,1.0,2.0,1.0,90.0,29.0,7.4,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437979,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,1131249,EUR,980035200,D,79,79,False,,69.0,50.0,9.0,3.0,24.0,27.0,26.0,49.0,1.0,8.0,,,,,90.0,90.0,6.9,27.0,1,,,79,M,7.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10437979,home,Boavista,Reggie Cannon,reggie-cannon,R. Cannon,D,180,224,864226,EUR,897523200,D,2,2,False,,56.0,54.0,3.0,1.0,50.0,52.0,4.0,4.0,1.0,7.0,,,,,90.0,66.0,7.5,2.0,0,,,4,M,,1.0,1.0,4.0,,,3.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,
10437979,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,846416,EUR,758505600,D,26,26,False,,82.0,74.0,12.0,6.0,40.0,40.0,34.0,44.0,3.0,5.0,,,,,90.0,94.0,6.6,12.0,0,,,26,M,2.0,1.0,5.0,1.0,2.0,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,
10437979,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,1134441,EUR,923097600,D,70,70,False,,49.0,40.0,5.0,4.0,18.0,21.0,22.0,31.0,1.0,12.0,,,,,90.0,75.0,7.6,15.0,0,,,70,M,3.0,1.0,4.0,8.0,1.0,,2.0,2.0,1.0,2.0,,,1.0,,4.0,1.0,4.0,3.0,,,,,,,,,
10437979,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,984810,EUR,886377600,M,8,8,False,,50.0,44.0,3.0,1.0,10.0,12.0,35.0,42.0,,5.0,,,,,89.0,65.0,7.1,15.0,0,,,8,M,4.0,,5.0,2.0,1.0,,,,4.0,1.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,
10437979,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,158597,EUR,733363200,M,24,24,False,,70.0,63.0,8.0,4.0,31.0,32.0,32.0,38.0,,9.0,,,,,65.0,83.0,6.7,7.0,1,,,42,M,,,2.0,6.0,,1.0,3.0,,,3.0,2.0,,,,2.0,,,,,,,,,,,,
10437979,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,847013,EUR,869788800,M,42,42,False,,49.0,38.0,3.0,3.0,18.0,22.0,20.0,27.0,,6.0,,,,,90.0,59.0,6.7,14.0,1,,,42,M,,1.0,4.0,6.0,3.0,1.0,,,3.0,1.0,,,2.0,,1.0,,3.0,3.0,,,,,,,,,
10437979,home,Boavista,Ricardo Mangas,mangas-ricardo,R. Mangas,D,179,1156,878496,EUR,890179200,F,19,19,False,,19.0,12.0,1.0,1.0,3.0,3.0,9.0,16.0,,5.0,,,,,89.0,34.0,6.4,13.0,2,Ricardo,Mangas,91,M,,3.0,8.0,5.0,,1.0,1.0,,,3.0,1.0,,1.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,,
10437979,home,Boavista,Yusupha Njie,yusupha-njie,Y. Njie,F,188,325,887517,EUR,757555200,F,11,11,False,,24.0,18.0,,,6.0,6.0,12.0,19.0,,5.0,,,,,79.0,39.0,6.0,13.0,4,,,9,M,1.0,1.0,4.0,5.0,,2.0,,,4.0,,1.0,1.0,3.0,,,1.0,3.0,2.0,,,3.0,2.0,1.0,,,,
10437979,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,587416,EUR,689817600,F,21,21,False,,26.0,21.0,2.0,2.0,7.0,8.0,15.0,25.0,,4.0,,,,,71.0,43.0,7.3,14.0,1,,,11,M,7.0,,1.0,5.0,,,3.0,3.0,2.0,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,1.0,,,
10437979,home,Boavista,Kenji Gorré,kenji-gorre,K. Gorré,M,177,223,796142,EUR,780796800,F,7,7,True,,6.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,,1.0,,,,,19.0,13.0,6.4,5.0,0,,,11,M,1.0,,4.0,1.0,,,,,1.0,,1.0,,,,,1.0,3.0,1.0,,,,,,,,,
10437979,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,912033,EUR,942883200,F,9,9,True,,3.0,3.0,,,,,3.0,3.0,,,,,,,11.0,6.0,6.6,,0,,,11,M,,3.0,4.0,2.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,,
10437979,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,891881,EUR,915667200,M,18,18,True,,2.0,1.0,,,,,1.0,2.0,,,,,,,1.0,4.0,,1.0,0,Ilija,Vukotić,8,M,,,,2.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,
10437979,home,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,183,92,1136423,EUR,1068422400,F,59,59,True,,,,,,,,,1.0,,,,,,,1.0,2.0,,1.0,0,,,79,M,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
10437979,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,987596,EUR,974246400,G,99,99,True,,,,,,,,,,,,,,,,,,,,0,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437979,home,Boavista,Robson,robson,Robson,D,196,63,1067643,EUR,958867200,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,Robson,,3,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437979,home,Boavista,Masaki Watai,masaki-watai,M. Watai,M,168,73,926641,EUR,932256000,M,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,11,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437979,home,Boavista,Joel Silva,joel-silva,J. Silva,M,185,56,1393991,EUR,1044921600,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,Joel Silva,,26,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437979,home,Boavista,Luís Santos,luis-santos,L. Santos,M,176,37,1035183,EUR,948326400,F,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,17,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437979,away,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,193,111,9668,EUR,532656000,G,33,33,False,,27.0,17.0,16.0,6.0,16.0,22.0,1.0,5.0,4.0,8.0,2.0,2.0,3.0,1.0,90.0,45.0,7.7,14.0,0,,,33,M,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10437979,away,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,183,60,51705,EUR,564883200,D,15,15,False,True,36.0,33.0,6.0,3.0,24.0,26.0,9.0,10.0,2.0,3.0,,,,,90.0,42.0,6.8,4.0,0,,,5,M,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,
10437979,away,Casa Pia,Léo Bolgado,leo-bolgado,L. Bolgado,D,190,110,1095918,EUR,903571200,D,4,4,False,,32.0,23.0,4.0,1.0,22.0,26.0,1.0,6.0,5.0,7.0,,,,,90.0,44.0,7.2,10.0,0,Léo Bolgado,,4,M,,1.0,1.0,3.0,,,,,1.0,,,,3.0,1.0,3.0,,,,,,,,,,,,
10437979,away,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,188,74,94826,EUR,742003200,D,19,19,False,,47.0,42.0,3.0,2.0,24.0,26.0,18.0,21.0,4.0,6.0,,,,,90.0,62.0,7.4,7.0,0,,,44,M,,1.0,3.0,7.0,,,2.0,2.0,1.0,2.0,2.0,,3.0,,3.0,,,,,,,,,,,,
