match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_penaltyWon,stat_keyPass,stat_dispossessed,stat_fouls,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goalAssist
10583866,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,24.0,11.0,20.0,7.0,6.0,7.0,5.0,17.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,90.0,33.0,6.4,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,21.0,16.0,3.0,1.0,10.0,11.0,6.0,12.0,,3.0,1.0,2.0,,,,,,90.0,38.0,6.4,12.0,1,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,17.0,12.0,7.0,3.0,7.0,9.0,5.0,8.0,5.0,6.0,,2.0,2.0,,,,,90.0,28.0,6.9,5.0,0,,1.0,,,,,True,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,29.0,23.0,8.0,4.0,15.0,16.0,8.0,13.0,3.0,9.0,2.0,4.0,1.0,1.0,,,,90.0,44.0,7.2,6.0,0,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,3,3,False,24.0,20.0,2.0,,11.0,13.0,9.0,14.0,5.0,3.0,2.0,3.0,4.0,2.0,,,,90.0,53.0,6.8,11.0,0,3.0,4.0,1.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200,M,37,37,False,33.0,29.0,4.0,2.0,15.0,17.0,14.0,16.0,5.0,2.0,,7.0,4.0,3.0,,,,90.0,42.0,6.9,5.0,0,,2.0,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,25.0,21.0,4.0,4.0,3.0,3.0,19.0,25.0,5.0,,,1.0,2.0,1.0,,,,90.0,45.0,7.1,12.0,2,3.0,6.0,1.0,1.0,,2.0,,,,,,,2.0,3.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,
10583866,home,Al-Fayha,Victor Ruiz,victor-ruiz,V. Ruiz,M,77,172.0,64,M,975496,EUR,752198400,M,10,10,False,16.0,11.0,2.0,1.0,7.0,9.0,4.0,8.0,3.0,1.0,1.0,3.0,,,,,,69.0,29.0,6.4,9.0,1,1.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,3.0,2.0,,1.0,,,,,,,,,,,
10583866,home,Al-Fayha,Mohammed Abusabaan,mohammed-abusabaan,M. Abusabaan,M,,176.0,2,M,232202,EUR,632793600,M,66,66,False,17.0,13.0,2.0,1.0,5.0,7.0,8.0,10.0,3.0,,1.0,5.0,2.0,,,,,69.0,27.0,7.1,6.0,1,,3.0,1.0,,,2.0,,,1.0,2.0,,,1.0,,3.0,,,,1.0,,,,,,,,,,,,
10583866,home,Al-Fayha,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600,M,9,9,False,20.0,17.0,3.0,3.0,4.0,5.0,13.0,15.0,9.0,3.0,2.0,4.0,2.0,1.0,,,,90.0,42.0,7.8,6.0,4,,5.0,,1.0,,,,1.0,1.0,,1.0,,2.0,2.0,1.0,,6.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,
10583866,home,Al-Fayha,Milan Pavkov,milan-pavkov,M. Pavkov,F,50,193.0,372,M,804183,EUR,760752000,F,23,23,False,11.0,6.0,,,4.0,4.0,2.0,7.0,5.0,,,1.0,,,,,,62.0,16.0,6.7,6.0,1,,8.0,,,,,,5.0,3.0,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
10583866,home,Al-Fayha,Aleksandar Trajkovski,aleksandar-trajkovski,A. Trajkovski,F,7,179.0,729,M,60184,EUR,715651200,F,7,7,True,12.0,9.0,1.0,1.0,2.0,3.0,8.0,10.0,1.0,,1.0,1.0,,,,,,28.0,16.0,6.5,4.0,0,1.0,3.0,,,,,,,,,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
10583866,home,Al-Fayha,Ali Alnemer,ali-alnemer,A. Alnemer,M,16,,2,M,923076,EUR,683078400,M,16,16,True,6.0,6.0,,,1.0,1.0,5.0,5.0,2.0,,,2.0,2.0,2.0,,,,21.0,11.0,6.4,1.0,0,,3.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,Ali,Alnemer,1.0,,,,,,
10583866,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,True,14.0,11.0,2.0,,4.0,5.0,7.0,9.0,4.0,,,2.0,3.0,,,,,21.0,19.0,6.5,3.0,0,,3.0,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Moslem Al-Freej,moslem-al-freej,M. Al-Freej,G,1,188.0,5,M,818636,EUR,517968000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Moslem,Al-Freej,,,,,,,
10583866,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,D,80,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Saud Zidan,,,,,,,,
10583866,home,Al-Fayha,Ali Al-Zaqan,ali-al-zaqan,A. Al-Zaqan,M,26,176.0,10,M,830121,EUR,688953600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583866,home,Al-Fayha,Mohammed Majrashi,mohammed-majrashi,M. Majrashi,F,20,180.0,7,M,160931,EUR,674697600,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583866,away,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800,G,18,18,False,18.0,14.0,7.0,3.0,12.0,12.0,2.0,6.0,,,,9.0,,,2.0,4.0,,90.0,31.0,6.9,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
10583866,away,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,27,27,False,41.0,37.0,1.0,1.0,7.0,7.0,30.0,38.0,1.0,1.0,,2.0,,,,,,90.0,53.0,6.4,8.0,0,4.0,2.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,
10583866,away,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800,D,4,4,False,60.0,51.0,9.0,4.0,29.0,30.0,22.0,32.0,4.0,2.0,2.0,12.0,,,,,,90.0,70.0,6.7,12.0,1,2.0,2.0,,1.0,,,,1.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,
10583866,away,Al-Shabab,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182.0,1188,M,881837,EUR,918518400,D,5,5,False,51.0,44.0,6.0,5.0,25.0,29.0,19.0,22.0,3.0,3.0,,6.0,3.0,3.0,,,,90.0,62.0,6.9,8.0,1,,4.0,1.0,1.0,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10583866,away,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400,D,24,24,False,42.0,39.0,1.0,1.0,16.0,17.0,24.0,28.0,3.0,,1.0,6.0,1.0,,,,,89.0,55.0,6.6,8.0,0,3.0,2.0,2.0,,,2.0,,,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
10583866,away,Al-Shabab,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200,M,23,23,False,55.0,48.0,3.0,3.0,17.0,18.0,31.0,37.0,7.0,1.0,2.0,5.0,3.0,2.0,,,,90.0,71.0,8.6,8.0,4,,7.0,5.0,1.0,,,,1.0,1.0,1.0,3.0,,1.0,,,,1.0,,2.0,1.0,,2.0,Grzegorz,Krychowiak,,,,,,,
10583866,away,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174.0,1194,M,31981,EUR,583545600,M,10,10,False,79.0,72.0,13.0,10.0,13.0,13.0,62.0,80.0,6.0,,,3.0,1.0,,,,,86.0,105.0,7.9,21.0,3,14.0,6.0,3.0,1.0,,,True,,1.0,,2.0,,6.0,3.0,,3.0,2.0,2.0,,2.0,,,,,,,,,,1.0,
10583866,away,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800,M,13,13,False,23.0,16.0,1.0,,4.0,4.0,13.0,21.0,7.0,,1.0,1.0,2.0,1.0,,,,90.0,52.0,7.0,20.0,7,2.0,9.0,1.0,4.0,1.0,4.0,,2.0,4.0,,1.0,,1.0,2.0,,1.0,4.0,,2.0,1.0,1.0,,,,,,,,,,
10583866,away,Al-Shabab,Cristian Guanca,cristian-guanca,C. Guanca,M,10,177.0,565,M,789438,EUR,733190400,M,8,8,False,47.0,37.0,,,6.0,6.0,33.0,44.0,5.0,,,4.0,,,,,,90.0,70.0,6.9,17.0,4,3.0,7.0,,2.0,,1.0,,1.0,,,3.0,,5.0,2.0,1.0,2.0,5.0,2.0,,2.0,1.0,,,,1.0,,,,,1.0,1.0
10583866,away,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168.0,92,M,803052,EUR,711244800,M,11,11,False,29.0,24.0,1.0,,6.0,6.0,18.0,23.0,1.0,,,5.0,1.0,,,,,70.0,38.0,7.1,7.0,2,,3.0,,2.0,,,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0
10583866,away,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182.0,384,,306498,EUR,818294400,F,77,77,False,21.0,20.0,,,5.0,5.0,15.0,16.0,2.0,,,1.0,1.0,1.0,,,,89.0,30.0,6.4,4.0,3,,5.0,,3.0,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
10583866,away,Al-Shabab,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,True,13.0,10.0,1.0,1.0,4.0,5.0,6.0,9.0,2.0,,,3.0,,,,,,20.0,17.0,6.9,4.0,1,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,
