match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_outfielderBlock,captain,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded
12501582,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,41.0,27.0,16.0,3.0,0.0,26.0,29.0,1.0,12.0,8.0,2.0,2.0,90.0,44.0,6.3,15.0,0.00025397,0,-0.5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,14,14,False,52.0,43.0,9.0,4.0,0.0,21.0,23.0,24.0,33.0,5.0,,,90.0,71.0,6.9,15.0,0.150224,1,,4.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0191,4.0,,,,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Martin Erlić,martin-erlic,M. Erlić,D,6,192,1953,M,,789234,EUR,885600000,D,5,5,False,53.0,48.0,7.0,5.0,0.0,26.0,27.0,22.0,26.0,2.0,,,67.0,61.0,6.8,7.0,0.00673507,2,,,,3.0,2.0,5.0,3.0,,,1.0,1.0,,,2.0,1.0,0.094,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,90.0,84.0,14.0,10.0,0.0,58.0,60.0,26.0,30.0,9.0,,,90.0,103.0,7.4,6.0,0.0115756,0,,,,2.0,2.0,3.0,6.0,,,,2.0,3.0,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12501582,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,706,M,,98212,EUR,751248000,D,22,22,False,38.0,25.0,8.0,,0.0,14.0,18.0,15.0,30.0,7.0,,,90.0,71.0,7.0,24.0,0.272091,0,,10.0,4.0,2.0,4.0,3.0,7.0,1.0,,,2.0,3.0,2.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,56.0,48.0,4.0,2.0,0.0,21.0,24.0,27.0,32.0,4.0,,,90.0,75.0,6.9,13.0,0.0405768,1,,,,,2.0,4.0,6.0,1.0,1.0,,2.0,3.0,1.0,4.0,,0.0365,,,,2.0,,True,1.0,1.0,1.0,0.0366,,,,,,,,,,,
12501582,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,18,18,False,27.0,25.0,3.0,2.0,0.0,8.0,9.0,18.0,19.0,1.0,,,45.0,37.0,7.1,3.0,0.0465455,1,,1.0,1.0,1.0,1.0,1.0,5.0,,,1.0,,2.0,1.0,1.0,3.0,0.0253,1.0,,,,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,M,7,7,False,32.0,23.0,5.0,3.0,0.0,8.0,8.0,16.0,25.0,4.0,,,87.0,48.0,8.4,12.0,0.0432687,5,,1.0,1.0,2.0,,4.0,3.0,2.0,1.0,1.0,,,,1.0,2.0,1.6772,1.0,2.0,1.0,1.0,,,,1.0,2.0,1.5748,2.0,,,,,,,,,,
12501582,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,False,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,45.0,14.0,6.7,7.0,0.00268959,0,,,,,1.0,3.0,4.0,2.0,,,,1.0,1.0,4.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172,3282,M,,1162611,EUR,1063929600,M,30,30,False,18.0,13.0,2.0,1.0,0.0,1.0,2.0,12.0,16.0,4.0,,,45.0,29.0,6.5,9.0,0.134991,1,,,,,,5.0,3.0,2.0,3.0,1.0,,,,,2.0,0.0272,,,,,,,1.0,1.0,,,,Benjamín Domínguez,,,,,,,,,
12501582,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6420,M,,1116577,EUR,1095465600,F,9,9,False,23.0,18.0,,,0.0,7.0,8.0,11.0,15.0,4.0,,,90.0,40.0,6.9,15.0,0.0267726,2,,,,1.0,1.0,7.0,4.0,1.0,2.0,,,1.0,1.0,7.0,2.0,0.1893,1.0,,,3.0,,,,,2.0,0.5492,,Santiago Castro,,1.0,,,,,,,
12501582,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,,826064,EUR,922838400,F,21,21,True,10.0,8.0,,,0.0,2.0,3.0,6.0,7.0,2.0,,,45.0,17.0,6.7,4.0,0.0110019,1,,,,,,4.0,3.0,,2.0,1.0,,,,1.0,2.0,0.022,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
12501582,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,True,28.0,26.0,3.0,2.0,0.0,17.0,17.0,9.0,11.0,1.0,,,45.0,35.0,6.5,4.0,0.00322404,0,,,,1.0,,5.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,,971005,EUR,977961600,F,28,28,True,19.0,16.0,2.0,1.0,1.0,9.0,9.0,7.0,11.0,3.0,,,45.0,31.0,7.6,6.0,0.549277,1,,1.0,,1.0,,3.0,5.0,1.0,2.0,,,,,,4.0,0.0622,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,
12501582,home,Bologna,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,,862697,EUR,887414400,D,15,15,True,15.0,11.0,2.0,,0.0,8.0,10.0,3.0,5.0,2.0,,,23.0,19.0,6.9,4.0,0.00064594,0,,,,,4.0,,6.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
12501582,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,8.0,4.0,6.6,,2.5e-07,0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194,129,M,,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501582,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,,850952,EUR,942278400,G,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
