match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_errorLeadToAShot,stat_outfielderBlock,stat_lastManTackle,player_sofascoreId
14429557,home,Damac FC,Kewin,kewin,Kewin,G,1,187.0,116,M,865371,EUR,790992000,G,1,1,False,18.0,13.0,9.0,4.0,0.0,11.0,13.0,2.0,5.0,1.0,7.0,3.0,3.0,90.0,24.0,6.3,5.0,0.00030839,0,-0.4283,0.03,0.0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429557,home,Damac FC,Abdul Rahman Al Khaibari,abdul-rahman-al-khaibari,A. R. A. Khaibari,D,22,180.0,16,M,1549073,EUR,953337600,D,22,22,False,27.0,23.0,2.0,,0.0,10.0,11.0,13.0,16.0,2.0,4.0,,,90.0,44.0,6.0,7.0,0.0122188,0,,0.01,-0.13,-0.5,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429557,home,Damac FC,Jamal Harkass,jamal-harkass,J. Harkass,D,15,185.0,1144,M,970761,EUR,817171200,D,15,15,False,46.0,43.0,6.0,4.0,0.0,26.0,26.0,17.0,20.0,1.0,1.0,,,90.0,60.0,6.5,8.0,0.0207681,0,,0.25,0.11,-0.49,3.0,1.0,5.0,3.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429557,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,61.0,49.0,16.0,9.0,0.0,28.0,29.0,21.0,32.0,2.0,4.0,,,90.0,77.0,6.4,17.0,0.198419,2,,0.28,0.14,-0.55,,2.0,3.0,1.0,1.0,1.0,,,,1.0,3.0,,,,True,1.0,2.0,1.0,1.0,1.0,0.0705,2.0,-0.04,,,,,,,,,,,,,,,,
14429557,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,49.0,38.0,4.0,2.0,0.0,19.0,21.0,19.0,28.0,,8.0,,,90.0,80.0,6.3,21.0,0.0228227,0,,0.16,0.24,-0.55,5.0,4.0,7.0,1.0,4.0,2.0,2.0,,,1.0,1.0,1.0,Dhari Al-Enezi,,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
14429557,home,Damac FC,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200,M,26,26,False,28.0,27.0,,,0.0,16.0,16.0,11.0,12.0,,2.0,,,67.0,32.0,6.4,1.0,0.0120738,0,,0.09,0.03,-0.16,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429557,home,Damac FC,Valentín Vada,valentin-vada,V. Vada,M,8,175.0,250,M,580802,EUR,826070400,M,8,8,False,70.0,60.0,5.0,3.0,0.0,22.0,22.0,38.0,48.0,1.0,5.0,,,90.0,100.0,8.4,22.0,0.103787,2,,0.27,0.2,-0.16,9.0,3.0,9.0,,2.0,1.0,7.0,,,,1.0,2.0,,,,,2.0,,1.0,,0.2326,3.0,0.54,,3.0,1.0,1.0,1.0,0.2497,,,,,,,,,,
14429557,home,Damac FC,Jesús Medina,jesus-medina,J. Medina,M,28,179.0,371,M,589306,EUR,862358400,M,28,28,False,28.0,20.0,3.0,1.0,0.0,7.0,7.0,13.0,21.0,,3.0,,,90.0,46.0,6.2,13.0,0.016993,4,,-0.16,0.39,-0.18,3.0,5.0,4.0,,3.0,3.0,,2.0,,,,2.0,,,,1.0,,,3.0,,0.1067,1.0,-0.57,2.0,,1.0,1.0,,0.0218,,,,,,,,,,
14429557,home,Damac FC,Abdullah Al-Qahtani,abdullah-al-qahtani,A. Al-Qahtani,M,7,172.0,38,M,974064,EUR,854668800,M,7,7,False,32.0,31.0,,,0.0,11.0,11.0,20.0,21.0,,3.0,,,75.0,39.0,6.2,4.0,0.0223515,0,,-0.06,0.13,-0.21,,5.0,3.0,4.0,,,,1.0,,3.0,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,
14429557,home,Damac FC,David Kaiki,david-kaiki,D. Kaiki,F,77,176.0,48,,2154548,EUR,1088208000,M,77,77,False,20.0,17.0,2.0,1.0,0.0,5.0,5.0,12.0,15.0,,4.0,,,63.0,33.0,6.5,7.0,0.0962339,0,,0.25,0.26,-0.16,,5.0,2.0,1.0,1.0,,1.0,2.0,2.0,,3.0,2.0,David Kaiki,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
