match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_bigChanceMissed,stat_punches,stat_outfielderBlock
13981476,home,Sassuolo,Arijanet Murić,arijanet-muric,A. Murić,G,49,198.0,1886,M,888971,EUR,910396800,G,49,49,False,36.0,21.0,24.0,9.0,0.0,13.0,15.0,8.0,21.0,1.0,14.0,1.0,2.0,1.0,4.0,90.0,49.0,7.2,15.0,0.00257517,0.2888,0,0.4022,0.18,0.01,0.13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981476,home,Sassuolo,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188.0,2252,M,886243,EUR,954892800,D,6,6,False,27.0,19.0,2.0,,0.0,15.0,16.0,4.0,11.0,7.0,5.0,1.0,,,,80.0,52.0,7.2,13.0,0.20882,,0,,0.29,0.02,-0.08,,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
13981476,home,Sassuolo,Jay Idzes,jay-idzes,J. Idzes,D,21,190.0,19111,M,933641,EUR,959904000,D,21,21,False,31.0,23.0,5.0,1.0,0.0,21.0,24.0,2.0,7.0,5.0,,,,,,90.0,44.0,6.6,8.0,0.00063132,,1,,-0.04,0.03,-0.06,,,,4.0,,,,10.0,,1.0,1.0,,,,,jayidzes,2.0,2.0,1.0,0.009,-0.07,,,,,,,,,,,,
13981476,home,Sassuolo,Tarik Muharemović,tarik-muharemovic,T. Muharemović,D,80,193.0,3504,M,1118177,EUR,1046390400,D,80,80,False,41.0,32.0,7.0,1.0,0.0,25.0,26.0,7.0,15.0,6.0,3.0,2.0,,,,90.0,51.0,6.6,9.0,0.00456808,,0,,0.12,0.03,-0.21,,,,2.0,1.0,1.0,,3.0,,1.0,,,,Tarik Muharemovic,,,1.0,2.0,,,,1.0,,,,,,,,,,,
13981476,home,Sassuolo,Josh Doig,josh-doig,J. Doig,D,3,189.0,836,M,989276,EUR,1021680000,D,3,3,False,29.0,24.0,3.0,,0.0,12.0,12.0,12.0,17.0,6.0,5.0,2.0,,,,90.0,49.0,6.7,10.0,0.0166844,,0,,0.18,0.06,-0.17,,1.0,,2.0,,,,1.0,1.0,2.0,,2.0,,,,,3.0,3.0,,,,,,,,,,,,,,,
13981476,home,Sassuolo,Aster Vranckx,vranckx-aster,A. Vranckx,M,40,183.0,1108,M,989371,EUR,1033689600,M,40,40,False,12.0,11.0,,,0.0,5.0,5.0,6.0,7.0,2.0,1.0,2.0,,,,58.0,22.0,6.1,9.0,0.00171913,,0,,-0.13,0.03,-0.1,,1.0,,,,,,,,,,6.0,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,
13981476,home,Sassuolo,Nemanja Matić,nemanja-matic,N. Matić,M,18,194.0,3565,M,44241,EUR,586396800,M,18,18,False,42.0,32.0,6.0,3.0,0.0,17.0,21.0,15.0,21.0,,5.0,,,,,90.0,53.0,6.6,14.0,0.0168498,,0,,0.45,-0.04,-0.06,,,,,1.0,,,1.0,2.0,,,,1.0,,,Mati,1.0,5.0,,,,1.0,2.0,,,,,,,,,,
13981476,home,Sassuolo,Ismael Koné,ismael-kone,I. Koné,M,90,188.0,2687,M,1134351,EUR,1023321600,M,90,90,False,10.0,10.0,,,0.0,6.0,6.0,4.0,4.0,6.0,2.0,2.0,,,,79.0,27.0,7.7,6.0,0.0029721,,2,,0.03,0.2,-0.07,,,,,5.0,3.0,,,,1.0,1.0,4.0,,Ismael Koné,,,1.0,4.0,,0.2705,0.49,,,1.0,1.0,1.0,1.0,0.4161,,,,,
13981476,home,Sassuolo,Domenico Berardi,domenico-berardi,D. Berardi,M,10,185.0,5071,M,253367,EUR,775699200,F,10,10,False,29.0,27.0,,,1.0,3.0,3.0,24.0,26.0,6.0,4.0,3.0,,,,90.0,52.0,7.5,14.0,0.211197,,1,,0.6,-0.54,0.14,,2.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,4.0,3.0,,,berardi25,1.0,7.0,1.0,0.0192,-0.06,,3.0,,,,2.0,,True,1.0,,,
13981476,home,Sassuolo,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185.0,2688,M,826198,EUR,927072000,F,99,99,False,13.0,11.0,,,0.0,6.0,6.0,5.0,7.0,2.0,2.0,,,,,86.0,20.0,6.4,4.0,0.00818772,,2,,-0.15,0.24,0.15,,,,2.0,1.0,,,1.0,,,,,,,,,5.0,6.0,,0.1818,-0.37,,,1.0,1.0,,,0.1433,,,1.0,,
