match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_accurateCross,stat_totalContest,stat_wasFouled,stat_dispossessed,player_firstName,player_lastName,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated
11779979,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,17,17,False,36.0,24.0,19.0,8.0,19.0,21.0,5.0,15.0,1.0,1.0,2.0,7.0,1.0,1.0,3.0,1.0,90.0,46.0,7.4,12.0,0.00038103,0,0.5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11779979,home,Flamengo,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,34,34,False,28.0,22.0,3.0,2.0,14.0,17.0,8.0,12.0,2.0,5.0,1.0,1.0,,,,,45.0,43.0,7.0,9.0,0.0488537,1,,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0216,1.0,,,,,,,,,,,,,,,,,,,,,,
11779979,home,Flamengo,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,62.0,48.0,11.0,4.0,34.0,42.0,14.0,20.0,1.0,3.0,5.0,5.0,,,,,90.0,73.0,7.3,16.0,0.13598,0,,,1.0,1.0,,,2.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11779979,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,46.0,39.0,12.0,6.0,27.0,27.0,12.0,19.0,1.0,2.0,3.0,2.0,,,,,90.0,58.0,6.9,8.0,0.0224449,1,,,,4.0,,1.0,1.0,1.0,1.0,0.1182,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
11779979,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,37.0,30.0,6.0,2.0,15.0,19.0,16.0,22.0,,5.0,,3.0,,,,,90.0,59.0,6.6,13.0,0.127659,2,,4.0,,4.0,1.0,,1.0,,2.0,0.1341,,,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
11779979,home,Flamengo,Thiago Maia,thiago-maia,T. Maia,M,29,179,1392,M,,358550,EUR,859075200,M,8,8,False,37.0,30.0,3.0,1.0,15.0,16.0,15.0,21.0,2.0,3.0,,7.0,,,,,69.0,45.0,6.6,10.0,0.00881107,0,,,1.0,6.0,,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,
11779979,home,Flamengo,Gerson,gerson,Gerson,M,11,185,29672,M,gerson_santos,611876,EUR,864086400,M,20,20,False,39.0,34.0,,,15.0,15.0,19.0,24.0,1.0,10.0,2.0,3.0,,,,,90.0,57.0,7.2,7.0,0.0412335,0,,,1.0,2.0,,,3.0,1.0,,,1.0,,2.0,,,,1.0,5.0,1.0,,,True,1.0,,,,,,,,,,
11779979,home,Flamengo,Luiz Araújo,luiz-araujo,L. Araújo,M,7,175,16511,M,l_araujo11ofi,840451,EUR,833673600,M,31,31,False,14.0,10.0,1.0,1.0,4.0,4.0,6.0,12.0,1.0,6.0,1.0,,,,,,45.0,27.0,6.3,9.0,0.040181,1,,2.0,1.0,8.0,1.0,,,1.0,2.0,0.0218,,,,3.0,,,3.0,3.0,1.0,,,,2.0,,,,,,,,,,
11779979,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,14,14,False,38.0,27.0,1.0,,7.0,9.0,21.0,35.0,1.0,5.0,,4.0,,,,,90.0,64.0,7.7,25.0,0.325145,3,,6.0,1.0,6.0,1.0,1.0,1.0,2.0,,0.2736,4.0,,1.0,,1.0,1.0,4.0,2.0,2.0,,,,1.0,1.0,1.0,0.5245,,,,,,,
11779979,home,Flamengo,Everton,everton,Everton,M,11,174,12386,M,Evertons,386198,EUR,827452800,M,11,11,False,28.0,18.0,3.0,,3.0,7.0,17.0,26.0,4.0,8.0,,3.0,,,,,90.0,48.0,7.8,14.0,0.13906,4,,5.0,,1.0,1.0,3.0,1.0,,,0.2774,2.0,,1.0,,1.0,2.0,4.0,,,Everton,,,3.0,2.0,,0.1483,,,,,,,
11779979,home,Flamengo,Pedro,pedro,Pedro,F,9,186,57455,M,pedroguilherme,840219,EUR,866764800,F,9,9,False,20.0,17.0,1.0,1.0,4.0,4.0,13.0,16.0,,3.0,,5.0,,,,,89.0,33.0,6.9,9.0,0.0789165,2,,,5.0,8.0,2.0,,1.0,3.0,,0.1902,2.0,,1.0,1.0,,,3.0,,1.0,,,,2.0,,,,,,,,,,
11779979,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,True,19.0,14.0,,,8.0,10.0,6.0,10.0,1.0,4.0,,3.0,,,,,45.0,25.0,6.8,7.0,0.00659603,0,,1.0,1.0,1.0,,,2.0,,,,,,2.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,
