match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_keyPass,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_hitWoodwork,stat_totalOffside,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_punches,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12513645,home,CD Nacional,Lucas França,lucas-franca,L. França,G,37,194,104,M,832672,EUR,822009600,G,37,37,False,14.0,11.0,4.0,1.0,0.0,10.0,10.0,1.0,4.0,9.0,2.0,1.0,1.0,90.0,23.0,6.3,3.0,0.00031581,0,-1.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513645,home,CD Nacional,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,22,22,False,46.0,38.0,12.0,10.0,0.0,14.0,18.0,25.0,32.0,6.0,,,,90.0,68.0,6.8,16.0,0.079488,1,,,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0106,,,,,,,,,,,,,,,,,,,,,,
12513645,home,CD Nacional,Ulisses,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,False,66.0,57.0,12.0,7.0,0.0,36.0,36.0,21.0,30.0,3.0,,,,90.0,80.0,7.2,12.0,0.0110932,2,,,,,,8.0,,,1.0,2.0,4.0,4.0,2.0,0.0785,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12513645,home,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,69.0,62.0,18.0,13.0,0.0,46.0,46.0,16.0,23.0,2.0,,,,90.0,78.0,6.9,8.0,0.0688127,2,,,,,,4.0,,,1.0,3.0,1.0,,1.0,0.0353,2.0,3.0,3.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
12513645,home,CD Nacional,José Gomes,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,20.0,15.0,4.0,2.0,0.0,8.0,10.0,7.0,15.0,,,,,74.0,41.0,6.7,14.0,0.00696269,1,,,,5.0,,4.0,,,,3.0,1.0,1.0,1.0,0.0314,2.0,1.0,2.0,,,,,,,1.0,2.0,0.2381,,,,,,,,,,
12513645,home,CD Nacional,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,38.0,25.0,8.0,6.0,0.0,7.0,10.0,18.0,29.0,8.0,,,,85.0,51.0,6.5,21.0,0.0378913,2,,Luís,Esteves,1.0,,2.0,4.0,1.0,,,1.0,1.0,3.0,0.0783,2.0,,6.0,1.0,,,,1.0,2.0,1.0,,0.0181,True,,,,,,,,,
12513645,home,CD Nacional,Djibril Soumaré,djibril-soumare,D. Soumaré,M,18,185,289,M,1394929,EUR,1041897600,M,27,27,False,45.0,38.0,4.0,2.0,0.0,17.0,20.0,21.0,26.0,7.0,,,,90.0,63.0,7.5,10.0,0.0431813,2,,El Hadji Djibril,Soumaré,1.0,,10.0,3.0,3.0,2.0,,1.0,,1.0,0.028,1.0,,4.0,,,1.0,1.0,1.0,4.0,,6.0,,,1.0,,,,,,,,
12513645,home,CD Nacional,Daniel Penha,daniel-penha,D. Penha,M,14,170,229,M,862256,EUR,908582400,M,17,17,False,33.0,24.0,2.0,1.0,0.0,6.0,6.0,19.0,32.0,1.0,,,,90.0,48.0,6.6,17.0,0.0712814,3,,,,5.0,1.0,1.0,,,1.0,,,,3.0,0.0563,1.0,1.0,4.0,1.0,,,2.0,1.0,1.0,1.0,,0.0094,,1.0,1.0,,,,,,,
12513645,home,CD Nacional,Fuki Yamada,fuki-yamada,F. Yamada,M,71,180,153,M,1028308,EUR,994723200,F,71,71,False,20.0,19.0,2.0,2.0,0.0,4.0,5.0,19.0,26.0,1.0,,,,74.0,44.0,6.9,15.0,0.341434,2,,,,11.0,4.0,2.0,5.0,,1.0,1.0,1.0,1.0,2.0,0.0885,2.0,1.0,8.0,,,,1.0,,4.0,1.0,,0.3776,,,,,,,,,,
12513645,home,CD Nacional,Joel Tagueu,joel-tagueu,Joel,F,95,178,140,M,599698,EUR,755136000,F,95,95,False,15.0,13.0,,,0.0,6.0,6.0,7.0,9.0,3.0,,,,90.0,25.0,6.7,6.0,0.0194171,2,,,,,,4.0,1.0,,,,,,2.0,0.2292,4.0,2.0,7.0,1.0,,,2.0,,,1.0,2.0,0.4371,,1.0,,1.0,,,,,,
