match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_blockedScoringAttempt,stat_accurateCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_hitWoodwork,captain,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10583941,away,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000.0,D,14,14,False,51.0,44.0,5.0,4.0,20.0,22.0,26.0,34.0,3.0,6.0,,7.0,2.0,,,89.0,72.0,7.1,13.0,0,5.0,,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,
10583941,away,Abha,Amine Attouchi,,,amine-attouchi,A. Atouchi,D,,186.0,95,M,866170,EUR,709948800.0,D,19,19,False,79.0,73.0,5.0,4.0,48.0,49.0,25.0,30.0,3.0,1.0,1.0,7.0,,,,90.0,85.0,7.3,7.0,0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,
10583941,away,Abha,Abdullah Al-Zoari,,,abdullah-al-zoari,A. Z. Aldossary,D,,178.0,7,M,118137,EUR,555811200.0,D,3,3,False,71.0,66.0,7.0,6.0,49.0,51.0,17.0,20.0,,1.0,,7.0,,,,90.0,74.0,6.9,5.0,0,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,True,,,,,,,,,
10583941,away,Abha,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400.0,D,13,13,False,30.0,22.0,6.0,2.0,12.0,14.0,10.0,19.0,5.0,6.0,,2.0,,,,90.0,52.0,6.7,16.0,0,3.0,,1.0,5.0,3.0,,3.0,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,
10583941,away,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200.0,M,21,21,False,51.0,46.0,1.0,1.0,24.0,25.0,22.0,26.0,6.0,4.0,,4.0,,,,89.0,62.0,6.8,6.0,1,,1.0,2.0,,,,3.0,,,3.0,1.0,1.0,4.0,,,,2.0,,,1.0,,,,,,,,,,,
10583941,away,Abha,Riyadh Sharahili,,,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200.0,M,89,89,False,60.0,54.0,5.0,5.0,29.0,30.0,25.0,30.0,2.0,4.0,1.0,3.0,,,,90.0,68.0,7.0,8.0,1,,1.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,
10583941,away,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400.0,M,10,10,False,54.0,47.0,12.0,8.0,9.0,10.0,38.0,45.0,4.0,5.0,1.0,6.0,3.0,,,81.0,66.0,8.2,12.0,1,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,
10583941,away,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800.0,M,8,8,False,40.0,35.0,,,9.0,10.0,26.0,32.0,4.0,2.0,3.0,3.0,,,,90.0,53.0,6.6,9.0,3,2.0,1.0,,2.0,2.0,1.0,,,2.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,
10583941,away,Abha,Saleh Al-Amri,,,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800.0,M,7,7,False,44.0,35.0,7.0,2.0,16.0,17.0,20.0,30.0,2.0,8.0,,4.0,5.0,,,81.0,69.0,8.3,15.0,7,3.0,,,1.0,,1.0,,,3.0,,4.0,2.0,,,1.0,1.0,,4.0,1.0,2.0,,,,,,,,,,,
10583941,away,Abha,Felipe Caicedo,,,felipe-caicedo,F. Caicedo,F,,185.0,1058,M,18841,EUR,589420800.0,F,20,20,False,17.0,15.0,,,3.0,3.0,12.0,14.0,3.0,,,1.0,,,,71.0,19.0,6.7,3.0,1,,1.0,,,,,,,2.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,
10583941,away,Abha,Abdulfattah Adam Mohammed,,,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400.0,F,9,9,True,8.0,7.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,,,,,,19.0,12.0,7.0,1.0,3,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0
10583941,away,Abha,Luis Jose Miquissone,Luis Jose,Miquissone,luis-jose-miquissone,L. J. Miquissone,F,10,170.0,1106,M,944015,EUR,806630400.0,F,11,11,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,1.0,,,,,,9.0,7.0,6.6,1.0,1,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10583941,away,Abha,Tayeb Meziani,,,tayeb-meziani,T. Meziani,F,,175.0,395,M,896711,EUR,825379200.0,F,17,17,True,6.0,5.0,,,,,5.0,7.0,,2.0,,1.0,1.0,,,9.0,9.0,6.8,2.0,0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10583941,away,Abha,Saeed Al Hamsal,,,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600.0,D,39,39,True,3.0,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,,1.0,4.0,,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583941,away,Abha,Abdulrahman Al-Barakah,,,abdulrahman-al-barakah,A. Al-Barakah,M,6,170.0,10,M,818802,EUR,653875200.0,M,6,6,True,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,1.0,2.0,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
10583941,away,Abha,Mansour Jawhar,,,mansour-jawhar,M. Jawhar,G,1,180.0,2,M,793872,EUR,795571200.0,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583941,away,Abha,Sari Amro,,,sari-amro,S. Amro,D,,178.0,2,,817952,EUR,627091200.0,D,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583941,away,Abha,Saad Al-Salouli,,,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400.0,D,88,88,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583941,away,Abha,Hassan Al Qaid,,,hassan-al-qaid,H. A. Qaid,M,14,,3,M,871532,EUR,631152000.0,M,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
