match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,player_firstName,player_lastName,stat_goodHighClaim,stat_errorLeadToAShot,stat_goalAssist,stat_goals
11369479,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,25,25,False,20.0,14.0,17.0,11.0,9.0,11.0,5.0,9.0,1.0,1.0,2.0,7.0,1.0,4.0,5.0,1.0,1.0,1.0,90.0,31.0,7.7,6.0,0.00141371,0,0.2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369479,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,51.0,36.0,9.0,4.0,22.0,25.0,14.0,26.0,2.0,10.0,3.0,6.0,2.0,,,,,,90.0,67.0,7.6,16.0,0.0170144,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369479,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,31.0,28.0,4.0,3.0,24.0,26.0,4.0,5.0,1.0,2.0,3.0,3.0,,,,,,,78.0,37.0,6.8,3.0,0.00299631,1,,2.0,,,,,1.0,,1.0,1.0,,2.0,1.0,0.0532,,,,,,,,,,,,,,,,,,,,
11369479,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,28,28,False,54.0,42.0,7.0,1.0,22.0,22.0,20.0,32.0,3.0,7.0,5.0,5.0,,,,,,,90.0,69.0,7.1,12.0,0.105126,0,,7.0,3.0,1.0,1.0,1.0,2.0,,3.0,2.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
11369479,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,38.0,29.0,1.0,,12.0,14.0,19.0,29.0,,2.0,2.0,4.0,2.0,,,,,,90.0,61.0,7.1,18.0,0.225073,1,,2.0,2.0,,,,1.0,,,,,,,0.0379,,1.0,5.0,2.0,1.0,1.0,0.3112,,,,,,,,,,,,,
11369479,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,False,35.0,27.0,3.0,1.0,12.0,14.0,15.0,21.0,1.0,4.0,,7.0,1.0,,,,,,78.0,44.0,6.8,9.0,0.18169,0,,4.0,,2.0,2.0,,2.0,,,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,
11369479,home,Celta Vigo,Luca De La Torre,luca-de-la-torre,L. D. L. Torre,M,14,178,551,M,846492,EUR,895881600,M,14,14,False,19.0,13.0,,,5.0,7.0,8.0,12.0,1.0,9.0,,5.0,2.0,,,,,,66.0,35.0,7.0,8.0,0.0026046,2,,11.0,4.0,,,,2.0,,6.0,5.0,,3.0,1.0,0.08,2.0,,,,,1.0,0.0535,2.0,,,,,,,,,,,,
11369479,home,Celta Vigo,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,M,23,23,False,18.0,15.0,2.0,1.0,10.0,11.0,7.0,9.0,1.0,3.0,2.0,4.0,,,,,,,66.0,40.0,6.9,8.0,0.0602517,0,,4.0,2.0,2.0,1.0,1.0,,,1.0,,3.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
11369479,home,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,12,12,False,12.0,7.0,,,1.0,1.0,6.0,11.0,3.0,4.0,,1.0,1.0,,,,,,90.0,20.0,6.5,8.0,0.0994093,1,,5.0,1.0,1.0,,1.0,,,,,,,,0.1185,1.0,1.0,,,,1.0,0.6403,2.0,1.0,,,,,,,,,,,
11369479,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,41.0,27.0,5.0,1.0,12.0,14.0,17.0,31.0,,2.0,,7.0,1.0,,,,,,90.0,54.0,6.8,21.0,0.376135,2,,4.0,1.0,3.0,1.0,,,,,,2.0,,1.0,0.1942,1.0,1.0,4.0,2.0,,,,,,i.aspas10,True,1.0,1.0,,,,,,,
