match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_punches,stat_clearanceOffLine
11352578,home,Crystal Palace,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,1,1,False,32.0,21.0,16.0,5.0,20.0,24.0,1.0,8.0,7.0,1.0,1.0,2.0,90.0,39.0,6.3,11.0,0.0,0.0,0.00013838,0,-1.2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352578,home,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,35.0,23.0,10.0,2.0,14.0,18.0,9.0,17.0,5.0,,,,90.0,54.0,6.5,13.0,0.0138,0.0,0.0150332,1,,,,True,1.0,2.0,3.0,1.0,7.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352578,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,61.0,47.0,12.0,5.0,25.0,29.0,22.0,34.0,3.0,,,,90.0,77.0,7.0,16.0,0.0,0.0,0.0107458,0,,,,,1.0,1.0,4.0,,7.0,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11352578,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,54.0,48.0,8.0,4.0,26.0,26.0,22.0,28.0,2.0,,,,90.0,59.0,6.8,6.0,0.0,0.0,0.0138721,0,,,,,,1.0,3.0,,1.0,2.0,2.0,,1.0,,1.0,1.0,,,MarcGuehi13,,,,,,,,,,,,,,,,
11352578,home,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,38.0,32.0,1.0,,14.0,17.0,19.0,22.0,10.0,,,,90.0,54.0,6.7,12.0,0.0,0.0,0.228816,0,,,,,,3.0,1.0,,2.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11352578,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,30.0,27.0,,,8.0,8.0,21.0,30.0,5.0,,,,90.0,60.0,8.2,17.0,0.6284,1.4401,0.129054,3,,,,,1.0,6.0,9.0,,,4.0,1.0,3.0,,8.0,1.0,,,1.0,eze,,2.0,3.0,5.0,,4.0,3.0,3.0,1.0,1.0,,,,,,
11352578,home,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,35.0,31.0,1.0,1.0,16.0,17.0,15.0,18.0,9.0,,,,90.0,52.0,7.2,6.0,0.0,0.0,0.024768,0,,,,,,5.0,7.0,,1.0,6.0,5.0,,1.0,,,,4.0,,,,,1.0,2.0,,,1.0,,,,2.0,,,,,
11352578,home,Crystal Palace,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,M,8,8,False,37.0,30.0,6.0,2.0,14.0,14.0,16.0,24.0,5.0,,,,90.0,50.0,7.0,9.0,0.0814,0.1084,0.163393,1,,,,,,6.0,3.0,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,jeffersonlerma,,,1.0,,1.0,2.0,,1.0,,,5.0,,,,,
11352578,home,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,F,9,9,False,32.0,23.0,1.0,,12.0,16.0,12.0,21.0,12.0,,,,90.0,60.0,6.7,21.0,0.4734,0.2005,0.0608774,2,,,,,3.0,14.0,14.0,,,6.0,1.0,2.0,3.0,5.0,3.0,,1.0,5.0,jordanayew9,,1.0,3.0,3.0,,1.0,,2.0,,,2.0,1.0,,,,
11352578,home,Crystal Palace,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,795228,EUR,884908800,F,22,22,False,14.0,11.0,,,3.0,4.0,8.0,10.0,3.0,,,,89.0,32.0,8.6,11.0,0.7643,1.5525,0.0290623,7,,,,,5.0,11.0,2.0,3.0,,,,3.0,2.0,,1.0,,1.0,,,,,2.0,3.0,,,1.0,3.0,2.0,,,,1.0,,,
