match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_unsuccessfulTouch,captain,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_blockedScoringAttempt
14566966,home,Pafos FC,Vlad Dragomir,,,vlad-dragomir,V. Dragomir,M,30,178,1174,M,559058,EUR,924912000,F,30,30,False,11.0,7.0,,,0.0,4.0,7.0,3.0,4.0,1.0,3.0,,,,90.0,22.0,6.3,9.0,0.0021111,28.908,11.4819,12.0,,0,,-0.1,0.05,-0.03,,2.74,6.18,1.63,0.69,0.23,,,6.0,2.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,
14566966,home,Pafos FC,Kostas Pileas,,,kostas-pileas,K. Pileas,D,2,180,126,M,889002,EUR,913334400,D,2,2,True,1.0,1.0,,,0.0,1.0,1.0,,,3.0,1.0,,,,18.0,5.0,6.9,,9.38e-06,29.664,2.97712,4.0,,0,,0.0,,0.31,,0.67,1.43,0.51,0.27,0.1,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14566966,home,Pafos FC,Jajá,,,jaja,Jajá,M,11,177,563,M,1020057,EUR,987292800,F,11,11,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,12.0,8.0,6.7,2.0,0.0034794,32.004,2.34661,6.0,,0,,0.03,0.22,-0.04,,0.57,1.04,0.38,0.18,0.18,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,
14566966,home,Pafos FC,Anderson Silva,,,anderson-silva,A. Silva,F,33,186,521,M,892272,EUR,880070400,F,33,33,True,6.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,,,,12.0,12.0,6.4,5.0,0.00266231,29.952,2.21011,3.0,,1,,0.07,0.09,0.13,,0.54,1.06,0.38,0.16,0.07,1.0,3.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,0.0155,,-0.18,,2.0,,,,,,,,,,,
14566966,home,Pafos FC,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2419,M,987490,EUR,878256000,D,25,25,True,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,,1.0,,,,10.0,4.0,6.7,,0.00147702,31.968,1.16975,1.0,,0,,-0.02,0.02,0.13,,0.27,0.56,0.17,0.09,0.08,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
14566966,home,Pafos FC,Petros Petrou,,,petros-petrou,P. Petrou,G,82,184,43,M,1563613,EUR,1155168000,G,82,82,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,home,Pafos FC,Jay Gorter,,,jay-gorter,J. Gorter,G,1,190,471,M,981603,EUR,959644800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,home,Pafos FC,Mons Bassouamina,,,mons-bassouamina,M. Bassouamina,F,9,172,334,M,942831,EUR,896313600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,home,Pafos FC,Landry Dimata,,,landry-dimata,L. Dimata,F,10,185,506,M,826944,EUR,873072000,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,away,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192,2366,M,1066603,EUR,979430400,G,1,1,False,19.0,14.0,5.0,,0.0,14.0,14.0,,5.0,1.0,8.0,,1.0,,90.0,27.0,6.3,5.0,4.66e-05,23.148,5.00813,0.0,-0.0006,0,-0.1977,0.02,0.01,-0.06,0.0,3.44,1.35,0.17,0.05,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,
14566966,away,Villarreal,Santiago Mouriño,,,santiago-mourino,S. Mouriño,D,15,186,2618,M,1468046,EUR,1013558400,D,15,15,False,78.0,70.0,5.0,3.0,0.0,25.0,29.0,45.0,49.0,3.0,8.0,,,,90.0,106.0,7.6,10.0,0.0884567,29.484,10.30369,9.0,,1,,0.32,0.31,-0.14,,3.05,5.2,1.32,0.54,0.2,1.0,,1.0,7.0,1.0,,,,5.0,4.0,,1.0,1.0,,,,2.0,0.0076,,-0.03,,1.0,,1.0,,,1.0,,,,,,
14566966,away,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187,6464,M,873189,EUR,884563200,D,8,8,False,83.0,77.0,3.0,2.0,0.0,33.0,35.0,44.0,48.0,2.0,13.0,,,,90.0,98.0,7.3,10.0,0.0387717,29.916,10.10148,9.0,,0,,0.38,0.29,0.0,,2.98,4.97,1.4,0.55,0.21,,1.0,3.0,5.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,1.0,,,,juanfoyth,3.0,,1.0,,,,,,,,,
14566966,away,Villarreal,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190,11674,M,1087359,EUR,1059436800,D,12,12,False,83.0,73.0,7.0,3.0,0.0,24.0,26.0,49.0,57.0,4.0,8.0,,,,90.0,92.0,6.7,11.0,0.0402106,28.08,10.49872,7.0,,0,,0.05,0.32,-0.17,,2.88,5.38,1.54,0.55,0.14,1.0,3.0,5.0,6.0,1.0,,,,1.0,1.0,1.0,4.0,,,,,2.0,,,,renatoveiga95,,,1.0,,,,1.0,,,,,
14566966,away,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186,1112,M,986245,EUR,932256000,D,23,23,False,21.0,19.0,,,0.0,4.0,4.0,15.0,17.0,1.0,1.0,,,,63.0,35.0,6.6,6.0,0.110881,29.124,7.3522,9.0,,0,,0.21,0.04,-0.11,,1.85,3.82,1.01,0.51,0.17,5.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,3.0,,1.0,,,,,,
14566966,away,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183,12626,M,593526,EUR,801705600,M,19,19,False,41.0,35.0,,,0.0,5.0,5.0,30.0,36.0,,4.0,,,,90.0,71.0,6.2,19.0,0.328103,30.06,9.98093,15.0,,3,,-0.14,0.03,-0.05,,3.33,4.46,1.23,0.63,0.33,4.0,,8.0,6.0,,2.0,7.0,2.0,2.0,,1.0,,3.0,,,,1.0,0.2467,,-0.37,nicolas_pepe19,3.0,,2.0,1.0,,2.0,,,,,1.0,
14566966,away,Villarreal,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187,36251,M,879694,EUR,917136000,M,18,18,False,62.0,51.0,9.0,7.0,0.0,13.0,13.0,38.0,49.0,,4.0,,,,90.0,77.0,6.9,14.0,0.0946065,28.044,11.30212,5.0,,5,,-0.06,0.08,-0.09,,2.82,6.37,1.54,0.46,0.11,,1.0,4.0,5.0,1.0,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,2.0,0.7047,0.4189,0.04,p.gueye24,1.0,,2.0,,,,,,,,1.0,3.0
14566966,away,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180,2000,M,39182,EUR,608688000,M,10,10,False,45.0,42.0,6.0,5.0,0.0,14.0,14.0,28.0,31.0,,1.0,,,,63.0,48.0,6.9,4.0,0.100855,26.208,7.7379,1.0,,1,,0.3,0.06,-0.05,,1.67,4.35,1.36,0.33,0.03,,,1.0,,,,1.0,,,,,,,,,,,0.0547,,0.02,,,True,,,,1.0,,,,,,1.0
14566966,away,Villarreal,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172,3697,M,1012444,EUR,1064880000,M,20,20,False,15.0,11.0,2.0,2.0,0.0,3.0,4.0,8.0,11.0,,1.0,,,,56.0,21.0,6.7,7.0,0.470661,29.196,6.81061,6.0,,0,,-0.12,0.45,-0.06,,1.76,3.51,1.0,0.4,0.14,,,2.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,2.0,2.0,,,,,,
14566966,away,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3792,M,345195,EUR,743385600,F,22,22,False,13.0,10.0,,,0.0,5.0,5.0,5.0,8.0,,,,,,63.0,25.0,6.3,7.0,0.0166023,29.916,7.23048,9.0,,2,,-0.39,0.06,0.0,,1.87,3.69,1.01,0.47,0.19,,1.0,5.0,5.0,,,3.0,1.0,,,2.0,3.0,1.0,1.0,,,,0.0377,0.0343,-0.36,,2.0,,1.0,,,,,,,,,
14566966,away,Villarreal,Georges Mikautadze,,,mikautadze-georges,G. Mikautadze,F,9,176,13228,M,1009372,EUR,972950400,F,9,9,False,13.0,11.0,,,0.0,2.0,4.0,9.0,9.0,,2.0,,,,56.0,26.0,6.3,7.0,0.0352369,27.288,7.00514,4.0,,1,,-0.09,0.2,-0.02,,1.65,3.63,1.2,0.46,0.07,,3.0,5.0,4.0,,,3.0,2.0,1.0,1.0,1.0,,1.0,,,,,0.439,,-0.53,georgesmkd,4.0,,1.0,,,,,,,,1.0,
14566966,away,Villarreal,Manor Solomon,,,manor-solomon,M. Solomon,M,19,167,5465,M,862223,EUR,932774400,F,6,6,True,12.0,11.0,,,0.0,2.0,2.0,9.0,10.0,,3.0,,,,34.0,22.0,6.6,6.0,0.0380375,29.34,4.6841,5.0,,1,,-0.09,0.07,0.14,,1.32,2.31,0.67,0.27,0.11,2.0,,3.0,3.0,,1.0,1.0,1.0,2.0,,2.0,,,1.0,,,1.0,0.0247,0.0903,-0.16,,1.0,,,,,1.0,,,,,,
14566966,away,Villarreal,Tani Oluwaseyi,Tani Oluwaseyi,,oluwaseyi-tani,T. Oluwaseyi,F,21,188,2600,M,1172477,EUR,958348800,F,21,21,True,4.0,2.0,,,0.0,,,2.0,4.0,,1.0,,,,34.0,7.0,6.5,3.0,0.0730997,25.776,3.59326,1.0,,1,,-0.21,0.05,-0.01,,1.43,1.62,0.37,0.14,0.03,,1.0,1.0,3.0,,,1.0,1.0,,,,2.0,,1.0,,,,0.1249,0.0747,-0.33,,1.0,,,,,1.0,,,,,,
14566966,away,Villarreal,Alfonso Pedraza,,,alfonso-pedraza,A. Pedraza,D,24,184,604,M,797290,EUR,829008000,D,24,24,True,12.0,11.0,,,0.0,5.0,5.0,6.0,7.0,,1.0,,,,27.0,24.0,7.1,7.0,0.198267,31.716,4.25211,8.0,,0,,0.31,0.06,-0.05,,0.98,1.97,0.73,0.35,0.22,7.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,1.0,,,2.0,,2.0,,,,,,
14566966,away,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1063,M,843678,EUR,844473600,M,14,14,True,26.0,21.0,4.0,1.0,0.0,3.0,4.0,18.0,22.0,,2.0,,,,27.0,34.0,6.7,8.0,0.100668,28.476,4.42505,5.0,,2,,0.18,0.15,-0.03,,0.93,2.12,0.94,0.32,0.11,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,0.0964,0.0503,-0.05,,1.0,,,,1.0,1.0,,,,,,
14566966,away,Villarreal,Gerard Moreno,,,gerard-moreno,G. Moreno,F,7,180,3996,M,146866,EUR,702604800,F,7,7,True,15.0,14.0,3.0,3.0,0.0,1.0,1.0,13.0,14.0,,2.0,,,,27.0,29.0,6.9,8.0,0.0678762,26.82,3.94511,2.0,,1,,0.23,0.1,-0.07,,0.99,2.1,0.61,0.21,0.04,3.0,2.0,5.0,5.0,1.0,,4.0,3.0,,,1.0,1.0,1.0,,,,,0.0346,,-0.29,GerardMoreno9,3.0,,1.0,,,,,,,,,
14566966,away,Villarreal,Arnau Tenas,,,arnau-tenas,A. Tenas,G,25,185,5082,M,908714,EUR,991180800,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,away,Villarreal,Adrià Altimira,,,altimira-adria,A. Altimira,D,2,170,359,M,980732,EUR,985737600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,away,Villarreal,Rafa Marín,,,rafa-marin,R. Marín,D,4,190,2323,M,984623,EUR,1021766400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,away,Villarreal,Pau Navarro,,,pau-navarro,P. Navarro,D,6,185,343,M,1525863,EUR,1114387200,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566966,away,Villarreal,Ilias Akhomach,,,ilias-akhomach,I. Akhomach,M,12,175,15804,M,1089108,EUR,1082073600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iliasakhomach,,,,,,,,,,,,
14566966,away,Villarreal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185,42257,M,316148,EUR,739929600,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPartey5,,,,,,,,,,,,
14566966,away,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183,7493,M,973290,EUR,918432000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
