match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_penaltyConceded,stat_totalCross,stat_dispossessed,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_shotOffTarget
14035842,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185.0,123,M,1141106,EUR,1079568000,G,55,55,False,33.0,21.0,21.0,9.0,0.0,13.0,15.0,8.0,18.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,3.0,90.0,40.0,7.2,13.0,0.00267279,0.269,0,0.0426,0.12,0.01,0.15,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Jeremy Petris,jeremy-petris,J. Petris,D,29,183.0,120,M,910937,EUR,885945600,D,98,98,False,20.0,13.0,7.0,4.0,0.0,7.0,9.0,6.0,11.0,2.0,10.0,4.0,4.0,,,,,90.0,41.0,7.2,15.0,0.00461303,,0,,0.02,0.34,-0.08,,1.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,34.0,27.0,6.0,2.0,0.0,22.0,24.0,5.0,10.0,,3.0,8.0,,,,,,90.0,44.0,6.7,7.0,0.00143847,,0,,-0.01,0.1,0.42,,2.0,,,3.0,2.0,,,,True,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Massamba Sow,massamba-sow,M. Sow,D,44,,37,M,1898323,EUR,1086998400,D,44,44,False,29.0,24.0,5.0,2.0,0.0,17.0,19.0,7.0,10.0,,3.0,1.0,,,,,,90.0,41.0,6.1,5.0,0.00213775,,0,,-0.02,-0.18,-0.45,,3.0,,,3.0,,,Massamba Sow,,,1.0,8.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Mardochee Nzita,mardochee-nzita,M. Nzita,D,24,178.0,111,M,990726,EUR,951350400,D,24,24,False,23.0,14.0,5.0,1.0,0.0,9.0,13.0,5.0,10.0,,7.0,1.0,2.0,,,,,87.0,55.0,7.0,17.0,0.0137613,,0,,-0.02,-0.52,0.19,,3.0,,,5.0,3.0,1.0,,,,2.0,6.0,,,1.0,,2.0,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Yassine Titraoui,yassine-titraoui,Y. Titraoui,M,22,170.0,2454,M,1094538,EUR,1059177600,M,22,22,False,21.0,14.0,1.0,1.0,0.0,6.0,7.0,8.0,14.0,,2.0,,1.0,,,,,75.0,31.0,6.6,10.0,0.0179353,,0,,0.03,-0.17,-0.06,,3.0,,,1.0,1.0,1.0,Yacine Titraoui,,,,3.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Etienne Camara,etienne-camara,E. Camara,M,5,190.0,290,M,1097542,EUR,1048982400,M,5,5,False,26.0,20.0,,,0.0,15.0,17.0,5.0,9.0,1.0,3.0,8.0,,,,,,90.0,44.0,6.6,9.0,0.00182878,,1,,-0.05,0.08,0.28,,7.0,,,2.0,2.0,,Etienne Camara,,,,6.0,,1.0,3.0,,,3.0,1.0,1.0,0.0251,-0.13,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Žan Rogelj,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,888605,EUR,943488000,M,29,29,False,19.0,14.0,3.0,2.0,0.0,5.0,5.0,9.0,14.0,1.0,4.0,4.0,1.0,,,,,90.0,35.0,6.7,9.0,0.242325,,0,,-0.05,0.05,-0.03,,3.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Antoine Colassin,antoine-colassin,A. Colassin,F,25,188.0,181,M,909965,EUR,983145600,M,25,25,False,12.0,8.0,,,0.0,1.0,2.0,7.0,10.0,3.0,8.0,1.0,1.0,,,,,57.0,20.0,7.0,5.0,0.0627238,,0,,0.0,0.51,-0.07,,4.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Isaac Mbenza,isaac-mbenza,I. Mbenza,F,7,188.0,141,M,789000,EUR,826243200,M,7,7,False,15.0,8.0,5.0,3.0,0.0,3.0,5.0,5.0,10.0,2.0,3.0,,1.0,,,,,57.0,27.0,7.0,12.0,0.0330553,,2,,0.14,0.17,-0.09,,4.0,1.0,,1.0,,2.0,,,,,1.0,,,3.0,,3.0,,1.0,1.0,0.1318,-0.01,,1.0,1.0,0.2257,,,,,,,
14035842,home,RC Sporting Charleroi,Nikola Štulić,nikola-stulic,N. Štulić,F,9,188.0,1224,M,1029748,EUR,999907200,F,19,19,False,7.0,7.0,,,0.0,3.0,3.0,4.0,4.0,1.0,4.0,,2.0,,,,,65.0,18.0,6.9,2.0,0.0123306,,1,,0.01,-0.18,0.16,,12.0,2.0,1.0,,,,,,,6.0,2.0,,,4.0,,,1.0,,,0.1802,0.73,,,1.0,0.9395,1.0,1.0,,,,,
14035842,home,RC Sporting Charleroi,Parfait Guiagon,parfait-guiagon,P. Guiagon,M,10,169.0,1096,M,1030459,EUR,982800000,F,10,10,True,4.0,1.0,,,0.0,,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,30.0,8.0,6.6,5.0,0.0003352,,0,,-0.05,0.0,0.21,,2.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Jakob Napoleon Romsaas,jakob-napoleon-romsaas,J. N. Romsaas,F,8,187.0,202,M,1198306,EUR,1084665600,M,8,8,True,6.0,3.0,,,0.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,,,,,,33.0,16.0,6.8,6.0,0.00046167,,0,,-0.1,0.12,0.25,,1.0,1.0,1.0,,,3.0,Jakob Napoleon Romsaas,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Cheick Keita,cheick-keita,C. Keita,D,95,185.0,229,M,1407973,EUR,1049241600,D,95,95,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,,,,,,,,15.0,5.0,6.6,1.0,7.55e-06,,0,,0.0,,0.18,,,,,,,,Cheick Keita,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187.0,53,M,548640,EUR,760492800,D,15,15,True,,,,,0.0,,,,,,1.0,,,,,,,11.0,5.0,6.8,2.0,,,0,,,,0.16,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Anthony Descotte,descotte-anthony,A. Descotte,F,99,179.0,246,M,1008697,EUR,1059868800,F,99,99,True,2.0,,,,0.0,,,,2.0,1.0,1.0,,,,,,,11.0,2.0,6.5,2.0,,,0,,-0.07,0.07,0.14,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Mohamed Koné,mohamed-kone,M. Koné,G,30,186.0,1004,M,1131009,EUR,1015459200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mohamed Koné,,,,,,,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Yassine Khalifi,yassine-khalifi,Y. Khalifi,M,40,175.0,1779,M,1126852,EUR,1123545600,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Yassine Khalifi,,,,,,,,,,,,,,,,,,,,,,,,,
14035842,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
