match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,captain,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_bigChanceMissed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11452971,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,15.0,11.0,8.0,4.0,0.0,8.0,8.0,3.0,7.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,90.0,29.0,7.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,False,33.0,27.0,1.0,,0.0,18.0,19.0,9.0,15.0,3.0,5.0,1.0,5.0,,,,85.0,46.0,7.4,8.0,2,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,37.0,33.0,5.0,2.0,0.0,23.0,23.0,11.0,15.0,1.0,1.0,5.0,6.0,,,,90.0,51.0,7.3,5.0,0,1.0,1.0,3.0,,1.0,,,,1.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11452971,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,48.0,42.0,8.0,6.0,0.0,27.0,30.0,15.0,18.0,1.0,2.0,2.0,5.0,,,,90.0,57.0,7.2,8.0,0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,
11452971,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,39.0,35.0,4.0,3.0,0.0,16.0,19.0,19.0,23.0,4.0,11.0,5.0,5.0,,,,90.0,66.0,7.8,9.0,2,3.0,3.0,5.0,2.0,,7.0,5.0,2.0,1.0,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,
11452971,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,False,36.0,28.0,1.0,1.0,0.0,13.0,15.0,15.0,22.0,,2.0,2.0,8.0,,,,65.0,47.0,6.5,12.0,0,1.0,1.0,8.0,,,,,,1.0,Abdulaziz Al Harabi,,,,3.0,,1.0,2.0,1.0,,2.0,1.0,1.0,,,,,,,,
11452971,home,Al Tai,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,M,8,8,False,81.0,70.0,7.0,3.0,0.0,26.0,28.0,44.0,53.0,,8.0,,13.0,,,,90.0,94.0,7.4,14.0,1,,,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,2.0,,,2.0,,,4.0,4.0,2.0,,,,,,,,
11452971,home,Al Tai,Andrei Cordea,andrei-cordea,A. Cordea,M,24,176.0,392,M,944628,EUR,930182400,M,11,11,False,39.0,28.0,3.0,2.0,0.0,4.0,4.0,25.0,40.0,,6.0,,3.0,,,,89.0,66.0,7.9,23.0,5,5.0,,5.0,1.0,,,,2.0,1.0,,,,1.0,1.0,,1.0,,1.0,,7.0,4.0,2.0,1.0,3.0,1.0,,,,,
11452971,home,Al Tai,Rakan Shamlan,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400,M,70,70,False,34.0,32.0,3.0,2.0,0.0,9.0,10.0,23.0,26.0,1.0,11.0,,11.0,,,,85.0,61.0,7.2,14.0,2,2.0,1.0,10.0,1.0,,3.0,2.0,3.0,3.0,,,,,,,3.0,1.0,1.0,,9.0,4.0,3.0,,1.0,,,,,,
11452971,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,M,10,10,False,33.0,26.0,2.0,,0.0,4.0,5.0,24.0,36.0,1.0,4.0,2.0,2.0,,,,90.0,59.0,7.1,20.0,3,8.0,,7.0,,1.0,,,3.0,1.0,,,,2.0,,,3.0,3.0,,,2.0,1.0,2.0,,3.0,,1.0,1.0,,,
11452971,home,Al Tai,Hazzaa Al-Hazzaa,hazzaa-al-hazzaa,H. Al-Hazzaa,F,90,175.0,11,M,847236,EUR,681609600,F,99,99,False,10.0,9.0,,,0.0,1.0,1.0,8.0,9.0,,2.0,,,,,,65.0,17.0,6.9,5.0,1,,1.0,4.0,,,1.0,1.0,1.0,3.0,,,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,,
11452971,home,Al Tai,Mohammed Alqunayan,mohammed-al-qunaian,M. Alqunayan,M,,168.0,6,M,970910,EUR,915840000,M,18,18,True,15.0,14.0,2.0,1.0,0.0,4.0,4.0,10.0,11.0,,,,2.0,,,,25.0,21.0,6.7,2.0,0,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
11452971,home,Al Tai,Adeeb Al-Haizan,adeeb-al-haizan,A. Al-Haizan,F,7,180.0,4,M,2294204,EUR,991180800,F,90,90,True,5.0,2.0,1.0,,0.0,,1.0,2.0,4.0,1.0,2.0,,,,,,25.0,8.0,6.5,4.0,0,,1.0,3.0,,,,,,,Adeeb,Al-Haizan,,,,,1.0,1.0,,,,,1.0,,,,,,,,
11452971,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171.0,15,M,1398859,EUR,992131200,D,23,23,True,4.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,,,1.0,1.0,,,,13.0,7.0,6.5,2.0,0,,,1.0,,,,,1.0,,Nawaf Al Qamiri,,,,1.0,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Abdulrahman Al Harthi,abdulrahman-al-harthi,A. A. Harthi,M,10,170.0,4,M,1127121,EUR,905040000,M,17,17,True,1.0,1.0,,,0.0,,,1.0,2.0,,4.0,,1.0,,,,13.0,9.0,6.8,3.0,0,1.0,,2.0,,,1.0,1.0,,,Abdulrahman Al Harthi,,,,,,1.0,,,,4.0,2.0,1.0,,,,,,,,
11452971,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800,D,4,4,True,1.0,,1.0,,0.0,,,,1.0,,,,,,,,9.0,1.0,6.4,1.0,0,,,,,,,,,,Abdulkarim Al Sulaima,,,,,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Salem Abdullah Al-Toiawy,al-toiawy-salem-abdullah-salem,S. Al-Toiawy,D,13,175.0,4,M,1633371,EUR,991872000,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180.0,21,M,540424,EUR,714441600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,,198.0,624,M,44453,EUR,508291200,G,16,16,False,20.0,15.0,13.0,8.0,0.0,8.0,8.0,7.0,12.0,,,,6.0,,1.0,1.0,90.0,25.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
11452971,away,Abha,Saleh Al Qumayzi,saleh-al-qumayzi,S. Al Qumayzi,D,,180.0,9,M,160891,EUR,688780800,D,17,17,False,21.0,13.0,2.0,,0.0,4.0,6.0,10.0,19.0,,5.0,2.0,6.0,,,,90.0,46.0,7.1,13.0,0,4.0,2.0,3.0,,1.0,3.0,2.0,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
11452971,away,Abha,Fabián Noguera,fabian-noguera,F. Noguera,D,29,192.0,73,M,581620,EUR,732585600,D,18,18,False,31.0,24.0,7.0,2.0,0.0,14.0,17.0,10.0,14.0,5.0,6.0,4.0,1.0,,,,90.0,41.0,7.3,8.0,1,,,4.0,,3.0,1.0,1.0,1.0,2.0,,,,,1.0,,3.0,,,,,,,,1.0,,,,,,
11452971,away,Abha,Zakaria Al-Sudani,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200,D,21,21,False,32.0,26.0,1.0,,0.0,16.0,17.0,10.0,15.0,6.0,8.0,7.0,5.0,,,,90.0,50.0,7.4,7.0,3,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,True,,,,,,2.0,1.0,,,,,1.0,,,,,,
11452971,away,Abha,Mohammed Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200,D,3,3,False,35.0,25.0,7.0,2.0,0.0,14.0,18.0,11.0,17.0,,8.0,2.0,7.0,,,,90.0,60.0,6.8,14.0,0,,,8.0,,1.0,5.0,3.0,1.0,,Mohammed,Naji,,,4.0,,3.0,1.0,3.0,,1.0,1.0,2.0,,,,,,,,
11452971,away,Abha,Saad Al-Salouli,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400,M,88,88,False,26.0,21.0,4.0,3.0,0.0,8.0,10.0,15.0,21.0,,3.0,,8.0,,,,90.0,47.0,6.7,15.0,1,5.0,,9.0,,,,,2.0,1.0,,,,2.0,3.0,1.0,2.0,1.0,2.0,,6.0,3.0,,,1.0,,,,,,
11452971,away,Abha,Uroš Matić,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800,M,8,8,False,43.0,36.0,8.0,3.0,0.0,16.0,17.0,23.0,31.0,,7.0,,6.0,,,,90.0,63.0,7.7,10.0,1,5.0,1.0,2.0,,,6.0,1.0,1.0,3.0,,,,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,
11452971,away,Abha,Grzegorz Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200,M,5,5,False,44.0,34.0,8.0,5.0,0.0,18.0,21.0,16.0,23.0,,5.0,2.0,7.0,,,,90.0,58.0,6.5,15.0,0,,2.0,12.0,,,3.0,3.0,2.0,1.0,Grzegorz,Krychowiak,,,3.0,,4.0,2.0,,,1.0,,2.0,,,,,,,,
11452971,away,Abha,François Kamano,francois-kamano,F. Kamano,M,45,182.0,1456,M,580800,EUR,830995200,M,11,11,False,16.0,14.0,2.0,2.0,0.0,6.0,6.0,8.0,11.0,,4.0,2.0,6.0,,,,70.0,30.0,7.0,7.0,2,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,,,
11452971,away,Abha,Ahmed Abdu,ahmed-abdoh-jaber,A. Abdu,F,71,183.0,56,M,873363,EUR,822528000,F,71,71,False,14.0,5.0,2.0,,0.0,2.0,4.0,3.0,10.0,,3.0,2.0,,,,,85.0,26.0,6.3,12.0,3,,3.0,6.0,2.0,,1.0,,2.0,1.0,,,,,2.0,,,,,1.0,1.0,,2.0,1.0,,,,1.0,,,
11452971,away,Abha,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,F,7,7,False,25.0,20.0,1.0,1.0,0.0,13.0,15.0,7.0,11.0,,6.0,,5.0,,,,90.0,46.0,6.6,14.0,1,1.0,3.0,8.0,1.0,,2.0,1.0,2.0,,,,,,,,,2.0,,,5.0,2.0,2.0,,,,,1.0,,,karltokoekambi
11452971,away,Abha,Mohammed Al-Konaideri,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,13,13,True,10.0,5.0,1.0,,0.0,3.0,6.0,2.0,4.0,,2.0,,3.0,,,,20.0,15.0,6.2,6.0,0,,,3.0,,,1.0,1.0,,,,,,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,
11452971,away,Abha,Omar Al-Ruwaili,omar-al-ruwaili,O. Al-Ruwaili,F,,179.0,6,M,868543,EUR,835056000,F,90,90,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,,,,13.0,4.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Abdulrahman Al Bouq,abdulrahman-al-bouq,A. A. Bouq,G,21,,7,M,1474489,EUR,936835200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Abdulrahman Al Bouq,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Ahmad Al Hbeab,ahmad-al-hbeab,A. A. Hbeab,D,76,176.0,1,M,818761,EUR,725932800,D,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Ahmad,Al Hbeab,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Mohammed Al Oufi,mohammed-al-oufi,M. A. Oufi,D,23,168.0,14,M,1050350,EUR,1028764800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Meshal Al Mutairi,meshal-al-mutairi,M. A. Mutairi,M,10,170.0,44,M,1522212,EUR,922320000,M,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Meshal Al Mutairi,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Hassan Al Qaid,hassan-al-qaid,H. A. Qaid,M,14,,3,M,871532,EUR,631152000,M,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Mohammed Said Al-Qahtani,mohammed-said-al-qahtani,M. S. Al-Qahtani,M,,176.0,8,M,1177090,EUR,1016323200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452971,away,Abha,Sulaiman Asiri,sulaiman-asiri,S. Asiri,F,,,1,M,1168790,EUR,984182400,F,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Sulaiman Asiri,,,,,,,,,,,,,,,,,,,,
