match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_wonTackle,captain,stat_unsuccessfulTouch,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot,stat_punches,stat_totalOffside
12514059,home,FC Arouca,Nico Mantl,,,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,29.0,25.0,12.0,9.0,0.0,21.0,22.0,4.0,7.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,40.0,7.0,4.0,0.0009597,0,-0.5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514059,home,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,57.0,42.0,5.0,3.0,0.0,19.0,22.0,26.0,39.0,5.0,2.0,3.0,,,,,,,90.0,97.0,7.5,20.0,0.277333,2,,4.0,3.0,4.0,7.0,8.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0662,3.0,,,,,,,,,,,,,,,,,
12514059,home,FC Arouca,Boris Popović,,,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,13,13,False,73.0,66.0,8.0,2.0,0.0,42.0,46.0,24.0,27.0,8.0,1.0,2.0,,,,,,,90.0,91.0,6.5,9.0,0.0127489,0,,,,,2.0,3.0,6.0,,1.0,2.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12514059,home,FC Arouca,Jose Fontán,,,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,60.0,56.0,5.0,2.0,0.0,46.0,46.0,10.0,14.0,1.0,1.0,2.0,,,,,,,83.0,65.0,6.4,4.0,0.00292601,1,,,,2.0,2.0,4.0,2.0,1.0,,,1.0,,,1.0,0.0828,,,1.0,,,,,,,,,,,,,,,
12514059,home,FC Arouca,Amadou Dante,,,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,27,27,False,38.0,29.0,4.0,3.0,0.0,14.0,18.0,15.0,20.0,1.0,,1.0,,,,,,,72.0,54.0,6.5,10.0,0.0160621,0,,,,1.0,1.0,3.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
12514059,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,42.0,36.0,2.0,1.0,0.0,23.0,26.0,13.0,16.0,,,1.0,,,,,,,60.0,45.0,6.5,6.0,0.00902754,0,,,,2.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12514059,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,71.0,58.0,7.0,2.0,0.0,30.0,31.0,31.0,49.0,2.0,1.0,4.0,,,,,,,90.0,88.0,6.7,20.0,0.202219,0,,9.0,3.0,3.0,1.0,7.0,2.0,3.0,,,,,1.0,2.0,,3.0,,1.0,,True,1.0,1.0,,,,,,,,,,,
12514059,home,FC Arouca,Jason,,,jason,Jason,M,23,179,253,M,330677,EUR,773452800,M,10,10,False,41.0,32.0,1.0,,0.0,9.0,10.0,24.0,40.0,1.0,,4.0,,,,,,,90.0,69.0,7.0,27.0,0.122755,0,,9.0,1.0,1.0,1.0,3.0,5.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,8.0,,,,,,,,,,,,
12514059,home,FC Arouca,Ivo Rodrigues,,,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,23.0,18.0,1.0,1.0,0.0,5.0,5.0,14.0,19.0,,1.0,5.0,,,,,,,72.0,50.0,7.5,13.0,0.0423308,3,,1.0,1.0,1.0,,6.0,9.0,1.0,3.0,3.0,,2.0,5.0,,0.3892,1.0,2.0,,2.0,,4.0,,2.0,1.0,0.3697,,,,,,,,
12514059,home,FC Arouca,Alfonso Trezza,,,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,18.0,12.0,2.0,1.0,0.0,2.0,2.0,11.0,19.0,,,3.0,,,,,,,90.0,33.0,6.1,15.0,0.0781124,2,,3.0,1.0,1.0,,8.0,1.0,1.0,4.0,,,,1.0,2.0,0.1221,1.0,,,,,2.0,,,2.0,,1.0,,,,,,,
