match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_shotOffTarget,stat_dispossessed,stat_penaltyWon,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed
11391254,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1544,M,849114,EUR,942710400,G,1,1,False,20.0,18.0,3.0,1.0,0.0,18.0,19.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,90.0,31.0,7.4,2.0,0.00013141,0,0.1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391254,home,AS Monaco,Krépin Diatta,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,D,27,27,False,49.0,39.0,6.0,4.0,1.0,23.0,26.0,26.0,,6.0,,5.0,,,,,,63.0,74.0,7.6,14.0,0.228722,0,,,,krepindiatta,19.0,3.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
11391254,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,False,74.0,68.0,6.0,2.0,0.0,50.0,52.0,22.0,,7.0,,7.0,,,,,,90.0,90.0,8.3,6.0,0.00515866,2,,,,,18.0,,,3.0,2.0,,,,5.0,5.0,2.0,,2.0,1.0,,2.0,1.0,0.1217,0.6219,,,,,,,,,,,,,,,
11391254,home,AS Monaco,Mohammed Salisu,mohammed-salisu,M. Salisu,D,22,188,5721,M,946158,EUR,924307200,D,22,22,False,99.0,87.0,10.0,5.0,0.0,56.0,60.0,39.0,3.0,7.0,,6.0,,,,,,90.0,108.0,8.1,12.0,0.0175996,0,,,,salisu_sarki,31.0,,,1.0,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,
11391254,home,AS Monaco,Caio Henrique,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,64.0,58.0,4.0,1.0,1.0,30.0,33.0,33.0,,2.0,,4.0,,,,,,90.0,89.0,7.9,12.0,0.316829,2,,,,,28.0,2.0,,3.0,,3.0,,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,,0.0951,0.1813,,,,,1.0,,,,,,,,,,
11391254,home,AS Monaco,Mamadou Coulibaly,mamadou-coulibaly,M. Coulibaly,M,28,179,1437,M,1410148,EUR,1082505600,M,42,42,False,16.0,14.0,1.0,1.0,0.0,6.0,6.0,10.0,,1.0,,1.0,,,,,,45.0,27.0,6.5,7.0,0.0280164,1,,,,,8.0,,,5.0,1.0,,,,,1.0,1.0,3.0,,2.0,,,,0.0683,,,,,,1.0,2.0,,,,,,,,,
11391254,home,AS Monaco,Soungoutou Magassa,soungoutou-magassa,S. Magassa,M,27,188,1742,M,1170560,EUR,1065571200,M,88,88,False,93.0,90.0,9.0,8.0,0.0,50.0,50.0,43.0,2.0,9.0,,8.0,,,,,,90.0,106.0,7.2,6.0,0.166071,0,,Soungoutou Magassa,,,40.0,,,7.0,4.0,,,,,5.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,
11391254,home,AS Monaco,Mohamed Camara,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,69.0,67.0,4.0,4.0,1.0,44.0,45.0,24.0,,7.0,,5.0,,,,,,78.0,83.0,8.1,5.0,0.0198772,1,,,,camara_mohamed6,23.0,,,4.0,2.0,,,,,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.7884,0.9949,,,,,,1.0,,,,,,,,,
11391254,home,AS Monaco,Eliesse Ben Seghir,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21668,M,1394353,EUR,1108512000,M,7,7,False,37.0,29.0,,,0.0,14.0,15.0,24.0,1.0,8.0,,3.0,,,,,,77.0,63.0,7.6,19.0,0.143808,1,,,,benseghir44,15.0,2.0,,7.0,,6.0,1.0,,,,,1.0,6.0,1.0,1.0,1.0,1.0,0.0449,0.5143,,,,,,1.0,1.0,,,,,,,,
11391254,home,AS Monaco,Wissam Ben Yedder,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,False,23.0,15.0,,,0.0,5.0,8.0,16.0,,,,1.0,,,,,,90.0,30.0,7.1,11.0,0.0961636,1,,,,wisbenyedder,10.0,1.0,,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.2542,0.8159,,,,,,1.0,,True,1.0,,,,,,
